symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000028116.12	1867.18	413.00	501.00	446.00	456.00
ENSG00000028137.12	3683.00	1.00	2.00	3.00	2.00
ENSG00000028203.13	2520.49	688.00	729.00	770.00	791.00
ENSG00000028277.16	4164.14	21.00	31.00	9.00	13.00
ENSG00000028310.13	2424.21	336.13	343.13	422.13	568.76
ENSG00000028528.10	3010.85	1517.00	1679.00	1781.00	2037.00
ENSG00000028839.5	913.68	202.00	210.00	213.00	278.00
ENSG00000029153.10	3291.26	195.00	270.00	382.00	378.00
ENSG00000029363.11	3970.56	3480.00	3920.00	3479.00	3227.00
ENSG00000029364.7	3545.43	1159.00	1209.00	1287.00	1402.00
ENSG00000029534.15	7291.15	8.00	19.00	23.00	30.00
ENSG00000029639.6	1297.12	817.00	835.00	679.00	760.00
ENSG00000029725.12	4034.90	842.00	1015.00	1093.00	1025.00
ENSG00000029993.10	1379.20	438.00	481.00	471.00	486.00
ENSG00000030066.9	4622.95	1276.00	1383.00	1596.00	1719.00
ENSG00000030110.8	2136.00	328.90	320.71	374.92	542.21
ENSG00000030419.12	6350.83	6.00	6.00	27.00	17.00
ENSG00000030582.12	1942.37	3495.00	2236.00	2560.00	4959.00
ENSG00000031003.6	4333.90	459.00	510.00	478.00	509.00
ENSG00000031081.6	4934.00	0.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	181.00	164.00	144.00	156.00
ENSG00000031698.8	1732.51	3400.00	3663.00	2387.00	2760.00
ENSG00000031823.10	1637.02	1304.00	1083.00	1040.00	1667.00
ENSG00000032219.14	4394.57	654.00	609.00	626.00	623.00
ENSG00000032389.8	1734.64	462.00	467.00	654.00	901.00
ENSG00000032444.11	1678.37	461.00	317.00	347.00	828.00
ENSG00000032742.13	1913.75	178.00	169.00	254.00	225.00
ENSG00000033011.7	1794.46	319.00	368.00	365.00	581.96
ENSG00000033030.9	2292.26	647.00	736.00	699.00	708.00
ENSG00000033050.3	2637.95	543.00	553.00	569.00	750.00
ENSG00000033100.10	3730.58	510.00	467.00	554.00	938.00
ENSG00000033170.12	2792.41	303.00	334.00	432.00	441.00
ENSG00000033178.8	4714.91	1653.00	1613.00	1705.00	1429.00
ENSG00000033327.8	5898.00	931.00	687.00	623.00	725.00
ENSG00000033627.10	2919.94	1567.00	1543.00	1680.00	1860.00
ENSG00000033800.9	2213.62	379.00	427.00	382.00	403.00
ENSG00000033867.12	5914.42	2165.00	2304.37	1628.00	1480.00
ENSG00000034053.10	3022.10	39.00	24.00	41.00	53.00
ENSG00000034063.9	3877.58	125.23	88.32	242.82	301.06
ENSG00000034152.14	1806.93	811.00	650.00	723.00	1045.00
ENSG00000034510.4	492.00	5338.00	4703.00	5147.00	6878.00
ENSG00000034533.7	2649.36	59.00	93.00	95.00	108.00
ENSG00000034677.7	3443.40	4896.00	3847.00	2785.00	2598.00
ENSG00000034693.10	1505.76	167.00	230.00	249.00	275.00
ENSG00000034713.3	1019.72	1167.00	1164.00	1174.00	1462.00
ENSG00000035115.17	1319.17	1032.00	1009.00	1153.18	1216.00
ENSG00000035141.3	1871.35	1040.00	1205.00	1373.00	1699.00
ENSG00000035403.12	5094.85	1052.00	1043.00	1254.00	1309.00
ENSG00000035499.8	2353.88	499.00	521.00	597.00	531.00
ENSG00000035664.7	1564.69	33.00	30.00	36.00	46.00
ENSG00000035681.3	2600.51	374.00	401.00	461.00	512.00
ENSG00000035687.9	2617.33	574.00	653.00	798.00	768.00
ENSG00000035862.8	3408.56	2579.00	2268.00	2524.00	3126.00
ENSG00000035928.10	3898.09	1626.00	1719.00	1733.00	1675.00
ENSG00000036054.8	3117.33	1203.00	1309.00	1102.00	1054.00
ENSG00000036257.8	2529.56	1500.00	1625.00	1586.00	1530.00
ENSG00000036448.5	975.00	0.00	0.00	0.00	1.00
ENSG00000036473.6	1016.64	0.00	1.00	5.00	2.00
ENSG00000036530.4	2015.50	1.00	0.00	0.00	0.00
ENSG00000036549.8	3388.59	849.00	983.00	968.00	946.00
ENSG00000036672.11	2112.57	123.00	115.00	133.00	163.00
ENSG00000037042.8	1564.24	696.39	554.38	687.95	945.14
ENSG00000037241.3	690.02	166.00	176.94	163.00	252.98
ENSG00000037280.11	2393.64	0.00	0.00	0.00	0.00
ENSG00000037474.10	2120.38	1313.00	1370.00	1202.00	1587.00
ENSG00000037637.6	3145.41	408.00	419.00	329.00	393.00
ENSG00000037749.7	4122.05	593.00	701.00	763.00	712.00
ENSG00000037757.9	1988.65	193.00	203.01	252.00	355.00
ENSG00000037897.12	905.74	105.00	112.00	139.00	169.00
ENSG00000037965.4	3371.00	0.00	0.00	0.00	2.00
ENSG00000038002.4	1200.67	196.00	250.00	235.00	304.00
ENSG00000038210.9	3008.29	406.00	515.00	565.00	536.00
ENSG00000038219.8	5993.10	1429.00	1390.00	1372.00	1316.00
ENSG00000038274.12	2160.03	565.00	609.00	785.00	808.00
ENSG00000038358.10	2306.34	959.58	720.76	868.57	1331.81
ENSG00000038382.13	4884.98	2080.00	2013.00	2114.00	2297.00
ENSG00000038427.11	6834.67	2602.00	3260.00	5699.00	5313.00
ENSG00000038532.10	3459.64	500.00	547.00	585.00	822.00
ENSG00000039068.14	4297.37	673.00	648.00	883.00	942.00
ENSG00000039123.11	3229.11	1005.00	1153.00	1145.00	1108.00
ENSG00000039139.9	4061.89	24.00	15.00	55.00	63.00
ENSG00000039319.12	4909.48	1009.00	1266.00	1328.00	1248.00
ENSG00000039523.13	3291.44	625.00	422.00	490.00	820.00
ENSG00000039537.9	1318.86	1.00	3.00	9.00	11.00
ENSG00000039560.9	4339.45	1029.00	988.00	1065.00	972.00
ENSG00000039600.6	2549.00	1.00	1.00	1.00	0.00
ENSG00000039650.5	1535.97	93.00	101.00	139.00	254.00
ENSG00000040199.14	6921.64	810.00	824.00	862.00	970.00
ENSG00000040275.12	2187.50	161.00	162.00	185.00	181.00
ENSG00000040341.13	1949.41	481.18	547.00	637.00	602.92
ENSG00000040487.8	1670.47	107.00	99.00	146.00	264.00
ENSG00000040531.10	2264.77	149.00	179.00	208.00	300.00
ENSG00000040608.9	1777.00	1.00	0.00	1.00	2.00
ENSG00000040633.8	1820.40	325.00	360.00	412.00	466.00
ENSG00000040731.6	3438.00	2.00	0.00	2.00	4.00
ENSG00000040933.11	5637.44	632.00	611.00	561.00	668.00
ENSG00000041353.5	7281.00	0.00	0.00	3.00	1.00
ENSG00000041357.11	1162.48	911.00	1068.00	981.00	1074.00
ENSG00000041515.11	4392.37	0.00	0.00	1.00	3.00
ENSG00000041802.6	2125.65	264.00	336.00	331.00	386.00
ENSG00000041880.10	1745.61	228.00	191.00	284.00	397.00
ENSG00000041988.11	1249.30	170.00	109.00	124.00	206.00
ENSG00000042062.7	2233.52	4.00	1.00	10.00	10.00
ENSG00000042088.9	2252.44	275.00	272.00	280.00	326.00
ENSG00000042286.10	3104.22	463.00	414.00	406.00	594.00
ENSG00000042317.12	1976.35	82.00	75.00	116.00	106.00
ENSG00000042429.6	1459.79	464.00	591.00	515.00	468.77
ENSG00000042445.9	2745.07	1849.00	1680.00	1862.00	2492.00
ENSG00000042493.11	782.36	21.00	23.00	38.00	64.00
ENSG00000042753.7	915.00	236.00	192.00	247.00	435.00
ENSG00000042781.8	18883.00	0.00	1.00	0.00	1.00
ENSG00000042832.7	3132.00	2.00	2.00	0.00	1.00
ENSG00000042980.8	1752.53	0.00	0.00	3.00	2.00
ENSG00000043093.9	3679.76	518.00	677.00	728.00	634.00
ENSG00000043143.16	3479.35	247.00	233.00	277.00	386.00
ENSG00000043355.6	2125.26	15.00	12.00	10.00	19.00
ENSG00000043514.11	1777.76	283.00	251.00	258.00	312.00
ENSG00000044090.4	5307.81	2674.00	2064.00	2690.00	4079.82
ENSG00000044115.16	3166.12	5121.00	4825.00	4957.00	6370.00
ENSG00000044446.7	2866.52	5529.00	4771.00	5150.84	6530.00
ENSG00000044459.10	4079.11	57.00	109.00	163.00	145.00
ENSG00000044524.6	3813.33	0.00	0.00	0.00	0.00
ENSG00000044574.7	3908.00	9894.00	11800.99	13711.00	14251.00
ENSG00000046604.8	5817.29	4783.00	5206.00	5226.00	5261.00
ENSG00000046647.9	1051.76	152.00	123.00	118.00	165.00
ENSG00000046651.10	3022.46	847.00	844.00	736.00	716.00
ENSG00000046653.10	1475.09	0.00	0.00	1.00	0.00
ENSG00000046889.14	10750.00	1.00	4.00	2.00	2.00
ENSG00000047056.10	4246.59	340.00	314.00	351.00	423.00
ENSG00000047188.11	4758.89	724.00	891.00	1129.00	1024.00
ENSG00000047230.10	3252.07	414.00	490.00	696.00	673.00
ENSG00000047249.12	1896.08	347.00	422.00	477.00	513.00
ENSG00000047315.10	3026.23	1795.00	2150.00	2228.00	2056.00
ENSG00000047346.8	2222.15	505.00	548.00	654.00	584.00
ENSG00000047365.7	1669.39	19.00	19.00	22.00	15.00
ENSG00000047410.9	7653.08	3280.00	3582.00	3847.00	3738.00
ENSG00000047457.9	3290.05	25299.83	30821.11	23418.84	22552.09
ENSG00000047578.8	3334.65	404.00	381.00	475.00	611.00
ENSG00000047579.15	1401.73	140.00	146.00	189.00	228.00
ENSG00000047617.10	1433.82	0.00	1.00	1.00	0.00
ENSG00000047621.7	2900.93	70.00	107.00	176.00	158.00
ENSG00000047634.10	3005.63	1741.00	1761.00	2202.00	2180.00
ENSG00000047644.13	3636.85	383.00	300.00	271.00	327.00
ENSG00000047648.17	3386.55	0.00	0.00	0.00	0.00
ENSG00000047662.4	6622.00	3.00	0.00	1.00	0.00
ENSG00000047849.17	4924.85	5162.00	4661.00	5149.00	6141.00
ENSG00000047932.9	4571.11	1121.00	1540.00	1671.00	1600.00
ENSG00000047936.6	5177.67	0.00	1.00	0.00	0.00
ENSG00000048028.7	2979.72	617.00	625.00	606.00	642.00
ENSG00000048052.17	2078.54	3.00	1.00	16.00	20.00
ENSG00000048140.13	2364.92	247.00	223.00	325.00	430.00
ENSG00000048162.15	1124.61	264.00	241.00	233.00	304.00
ENSG00000048342.11	2701.27	37.00	56.00	124.00	120.00
ENSG00000048392.7	4747.31	1560.00	1813.00	1929.00	1640.00
ENSG00000048405.5	2807.09	297.00	313.00	307.00	294.00
ENSG00000048471.9	7306.42	143.00	189.00	278.00	298.00
ENSG00000048544.5	2110.00	539.00	621.00	684.00	777.00
ENSG00000048649.9	6993.35	1076.60	1189.77	1367.17	1204.00
ENSG00000048707.9	7885.95	1162.00	1145.00	994.00	1023.00
ENSG00000048740.13	4204.29	0.00	0.00	0.00	0.00
ENSG00000048828.12	4598.39	1597.00	1500.00	1746.00	1977.00
ENSG00000048991.12	3681.63	968.00	984.00	1034.00	1163.00
ENSG00000049089.9	2075.59	962.00	787.00	965.00	1577.00
ENSG00000049130.9	4019.69	247.00	290.00	441.00	403.00
ENSG00000049167.9	1697.84	204.06	252.98	308.95	339.99
ENSG00000049192.10	4821.91	585.00	565.00	381.00	433.00
ENSG00000049239.8	9095.41	1477.00	1478.00	1789.00	2373.00
ENSG00000049245.8	2010.88	1368.00	1536.00	1757.60	1862.00
ENSG00000049246.10	4762.12	127.00	130.00	199.00	228.00
ENSG00000049249.4	984.00	0.00	3.00	1.00	0.00
ENSG00000049283.13	4071.00	1.00	4.00	5.00	7.85
ENSG00000049319.2	2372.00	2.00	0.00	4.00	1.00
ENSG00000049323.11	5366.55	29.00	46.00	177.00	227.00
ENSG00000049449.4	2379.25	831.57	1050.91	874.88	901.62
ENSG00000049540.12	2703.00	8.00	3.00	6.00	17.00
ENSG00000049541.6	1573.57	125.00	103.00	167.00	202.00
ENSG00000049618.17	6900.82	1255.00	1216.00	1220.00	1616.00
ENSG00000049656.9	1702.65	766.00	763.00	753.00	1097.00
ENSG00000049759.12	2391.99	6490.00	6769.00	6244.00	7143.00
ENSG00000049768.10	1213.00	0.00	1.00	1.00	1.00
ENSG00000049769.8	2502.05	11.00	11.00	27.00	33.00
ENSG00000049860.9	1720.14	1533.00	1595.00	1840.00	1753.00
ENSG00000049883.10	1895.75	54.00	86.00	105.00	117.00
ENSG00000050030.9	6113.50	0.00	4.00	1.00	0.00
ENSG00000050130.13	1614.65	540.00	642.00	739.00	738.00
ENSG00000050165.13	1306.89	6.00	6.00	16.00	10.00
ENSG00000050327.10	2656.14	32.19	25.90	39.07	43.60
ENSG00000050344.8	2404.14	300.00	371.00	467.00	474.00
ENSG00000050393.7	2863.37	236.00	295.00	361.00	383.00
ENSG00000050405.9	3133.67	567.00	634.00	648.00	590.00
ENSG00000050426.11	1571.52	1155.00	1189.00	1185.00	1449.00
ENSG00000050438.12	2759.79	0.00	4.00	4.00	8.00
ENSG00000050555.13	3768.93	11.00	2.00	10.00	17.00
ENSG00000050628.16	2316.83	0.00	1.00	1.00	0.00
ENSG00000050748.13	3143.99	616.00	685.00	645.00	696.00
ENSG00000050767.11	1519.67	0.00	1.00	0.00	0.00
ENSG00000050820.12	2725.47	782.00	495.00	504.00	1260.00
ENSG00000051009.6	2320.35	240.00	214.00	238.00	343.00
ENSG00000051108.10	1692.36	2149.00	2287.00	1710.00	2091.00
ENSG00000051128.14	947.99	197.00	149.00	136.00	286.29
ENSG00000051180.12	1188.09	61.00	52.00	65.00	76.00
ENSG00000051341.9	6621.45	118.00	101.00	86.00	114.00
ENSG00000051382.4	3660.15	2187.00	2156.00	1453.00	1344.00
ENSG00000051523.6	725.98	512.00	363.00	616.00	1366.00
ENSG00000051596.5	774.22	267.10	176.33	236.93	261.29
ENSG00000051620.6	3439.50	890.00	864.00	786.00	929.00
ENSG00000051825.10	2410.36	448.00	504.00	522.00	556.00
ENSG00000052126.10	3935.45	449.00	497.00	446.00	479.00
ENSG00000052344.11	1859.37	240.00	158.00	181.00	262.19
ENSG00000052723.7	3991.50	775.00	943.00	1046.00	940.00
ENSG00000052749.9	3780.60	738.00	565.00	526.00	855.00
ENSG00000052795.8	5599.46	2927.00	3116.00	1761.00	1811.00
ENSG00000052802.8	2038.79	3199.00	3058.00	1928.00	1753.00
ENSG00000052841.10	2632.53	2653.00	2765.00	2141.00	2314.00
ENSG00000052850.5	5750.00	0.00	0.00	1.00	1.00
ENSG00000053108.12	1949.05	36.00	42.00	89.00	147.00
ENSG00000053254.11	6131.34	5305.00	5439.00	3905.00	4135.00
ENSG00000053371.8	1360.61	283.00	205.00	317.00	525.00
ENSG00000053372.4	2149.62	447.00	480.00	483.00	542.00
ENSG00000053501.8	878.69	51.00	55.00	60.00	122.00
ENSG00000053524.7	2856.92	0.00	0.00	1.00	0.00
ENSG00000053747.11	2728.72	25.00	29.00	60.00	53.00
ENSG00000053770.7	2555.83	492.00	486.00	620.00	553.00
ENSG00000053900.6	2254.26	397.00	436.00	463.00	494.00
ENSG00000053918.11	3245.00	0.00	0.00	1.00	3.00
ENSG00000054116.7	1238.00	507.00	502.00	576.00	675.00
ENSG00000054118.9	4095.13	2497.00	2605.00	2655.00	2914.01
ENSG00000054148.13	888.14	594.00	467.00	675.00	1029.00
ENSG00000054179.7	1716.78	755.00	505.00	403.00	750.00
ENSG00000054267.16	4956.43	1050.00	1083.00	1140.00	1031.00
ENSG00000054277.8	1980.97	542.00	553.00	507.00	566.00
ENSG00000054282.11	1407.34	152.00	146.00	206.00	225.00
ENSG00000054356.9	1394.74	3.00	1.00	0.00	0.00
ENSG00000054392.8	3317.80	58.00	85.00	131.00	153.00
ENSG00000054523.12	9653.12	3144.26	3218.84	3300.65	3465.00
ENSG00000054598.5	3447.00	43.00	45.00	50.00	53.00
ENSG00000054611.9	2649.38	272.00	213.00	329.00	517.00
ENSG00000054654.11	9470.59	786.00	877.00	902.00	901.00
ENSG00000054690.9	3450.27	572.00	602.00	671.00	767.00
ENSG00000054793.9	7827.31	3309.00	2987.00	2964.00	3124.00
ENSG00000054938.11	1783.50	2.00	2.00	15.00	9.00
ENSG00000054965.6	6031.87	1108.00	1083.00	1047.00	1137.00
ENSG00000054967.8	3569.36	74.00	37.00	42.00	90.00
ENSG00000055044.6	1598.46	968.00	1125.00	982.00	1084.00
ENSG00000055070.12	2810.07	1240.00	1075.00	1174.00	1593.00
ENSG00000055118.10	2897.23	7.00	4.00	8.00	12.00
ENSG00000055130.11	3063.17	828.00	905.00	971.00	1063.00
ENSG00000055147.13	2167.24	171.00	197.00	256.00	231.00
ENSG00000055163.14	3552.05	841.00	924.00	1144.00	1511.00
ENSG00000055208.13	3672.04	2542.00	2471.00	2068.00	2121.00
ENSG00000055211.8	2024.00	667.00	727.00	849.00	863.00
ENSG00000055332.12	7834.20	1128.00	1426.00	1303.00	1342.00
ENSG00000055483.15	3232.38	1673.00	1252.00	1208.00	1541.00
ENSG00000055609.13	11139.39	1652.00	1582.00	1441.00	1432.00
ENSG00000055732.8	2534.50	0.00	0.00	0.00	0.00
ENSG00000055917.11	5420.41	3595.00	3958.00	3395.00	3536.00
ENSG00000055950.12	927.06	249.00	194.00	250.00	429.00
ENSG00000055955.11	1626.66	33.82	17.61	29.51	62.06
ENSG00000055957.6	1299.82	297.00	244.00	334.00	435.00
ENSG00000056050.6	1054.62	56.00	84.00	128.00	120.00
ENSG00000056097.11	4204.48	2415.00	2494.00	2136.00	2397.00
ENSG00000056277.11	4350.44	110.00	119.00	150.00	146.00
ENSG00000056487.11	1396.77	0.00	0.00	1.00	0.00
ENSG00000056558.6	5781.04	59.00	61.00	109.00	115.00
ENSG00000056586.11	6280.03	1334.00	1558.00	1304.00	1326.00
ENSG00000056661.9	2109.10	843.00	779.00	869.00	1411.00
ENSG00000056736.5	2328.10	2205.00	2246.00	2054.00	2565.00
ENSG00000056972.14	1945.31	210.00	192.00	258.00	300.00
ENSG00000056998.14	2778.72	251.00	330.00	453.00	544.00
ENSG00000057019.11	4637.18	1796.00	2567.00	3788.00	3674.00
ENSG00000057252.8	2736.97	616.00	732.00	964.00	903.00
ENSG00000057294.9	3559.06	467.00	483.00	532.00	582.00
ENSG00000057468.6	3266.00	1.00	0.00	1.00	0.00
ENSG00000057593.9	2331.07	588.00	605.00	600.00	1099.00
ENSG00000057608.12	2339.91	4934.90	5217.97	5155.00	5815.96
ENSG00000057657.10	4499.88	0.00	0.00	1.00	2.00
ENSG00000057663.8	3108.74	441.00	499.00	507.00	497.00
ENSG00000057704.6	2822.00	0.00	0.00	2.00	0.00
ENSG00000057757.5	1428.54	375.00	391.00	268.00	326.00
ENSG00000057935.9	1954.82	1784.00	1762.00	1694.00	1989.00
ENSG00000058056.4	6490.61	1933.00	1991.00	1844.00	1869.00
ENSG00000058063.11	6002.46	858.00	941.00	895.00	837.00
ENSG00000058085.10	2630.75	0.00	0.00	5.00	0.00
ENSG00000058091.12	3058.86	11.00	13.00	20.00	15.00
ENSG00000058262.5	3587.40	3524.00	3655.73	3283.00	4307.00
ENSG00000058272.11	4086.31	922.00	1099.00	1038.00	1118.00
ENSG00000058335.11	2927.61	15.00	15.00	25.00	28.00
ENSG00000058404.15	4142.00	2.00	3.00	3.00	4.00
ENSG00000058453.12	2649.12	31.00	17.00	27.00	71.00
ENSG00000058600.11	1551.43	2234.00	2045.00	1673.00	2533.00
ENSG00000058668.10	6042.31	517.00	540.00	807.00	799.00
ENSG00000058673.11	4406.51	4590.94	4548.75	3990.07	4074.76
ENSG00000058729.6	1681.00	219.00	277.00	346.00	296.82
ENSG00000058799.9	1478.01	273.00	339.00	350.00	403.00
ENSG00000058804.10	3775.51	767.00	854.00	732.00	799.00
ENSG00000058866.10	1994.14	117.00	117.00	169.00	207.00
ENSG00000059122.12	2965.73	133.00	97.00	116.00	263.00
ENSG00000059145.14	2237.76	174.00	142.00	186.00	240.00
ENSG00000059377.11	1080.65	24.00	37.00	38.00	42.00
ENSG00000059378.8	1842.92	356.00	378.00	492.00	637.00
ENSG00000059573.4	3000.59	3488.00	3615.00	3259.00	3941.00
ENSG00000059588.5	2696.92	1101.00	1455.00	1759.00	1932.00
ENSG00000059691.7	2200.83	323.00	362.00	564.00	638.00
ENSG00000059728.6	5488.66	518.00	418.00	378.00	380.00
ENSG00000059758.3	3458.64	427.00	498.00	493.00	471.00
ENSG00000059769.15	1793.67	234.11	259.05	321.25	330.83
ENSG00000059804.11	3365.13	15427.65	11521.67	10170.01	11629.63
ENSG00000059915.12	3416.57	13.00	6.00	32.00	30.00
ENSG00000060069.12	3321.66	172.00	152.00	139.00	279.00
ENSG00000060138.8	1512.66	4341.00	3915.01	3214.00	3760.00
ENSG00000060237.12	6708.67	6150.97	5744.00	4847.00	5373.00
ENSG00000060339.9	2836.02	1030.00	1109.00	1193.00	1150.00
ENSG00000060491.12	2451.82	619.00	324.00	453.00	1002.00
ENSG00000060558.3	1170.33	0.00	0.00	0.00	0.00
ENSG00000060566.9	2524.30	81.00	76.00	220.00	344.00
ENSG00000060642.6	2067.82	307.00	315.00	362.00	446.00
ENSG00000060656.15	5127.99	1032.00	718.00	664.00	1177.00
ENSG00000060688.8	1497.51	424.00	424.00	436.00	485.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	5442.00	0.00	0.00	2.00	1.00
ENSG00000060749.10	7988.65	1344.00	1409.00	1583.00	1371.00
ENSG00000060762.14	867.18	826.00	1104.00	1359.00	1667.00
ENSG00000060971.13	1601.34	1615.00	1529.00	2075.00	2861.00
ENSG00000060982.10	7864.20	939.00	1536.00	1406.00	1327.00
ENSG00000061273.13	3042.21	384.00	327.00	389.00	563.00
ENSG00000061337.11	4259.67	0.00	0.00	1.00	0.00
ENSG00000061455.10	3611.61	18.00	21.00	21.00	24.00
ENSG00000061492.7	1193.00	0.00	0.00	1.00	3.00
ENSG00000061656.5	832.65	506.00	405.00	371.00	703.00
ENSG00000061676.10	4671.27	4034.97	4503.00	4479.00	4446.00
ENSG00000061794.8	1829.20	688.00	762.00	969.00	1041.00
ENSG00000061936.5	3406.86	848.00	871.00	709.00	945.00
ENSG00000061938.12	2697.93	277.00	160.00	218.00	379.00
ENSG00000061987.10	4858.19	838.00	900.00	1052.00	1061.00
ENSG00000062038.9	1450.61	15.00	18.00	10.00	10.00
ENSG00000062096.10	2026.00	0.00	0.00	1.00	0.00
ENSG00000062194.11	2475.69	1273.00	1419.00	1353.37	1264.00
ENSG00000062282.10	1914.86	222.00	232.00	435.00	647.00
ENSG00000062370.12	3529.41	70.00	111.00	119.10	119.00
ENSG00000062485.14	2590.19	4186.50	4411.62	5124.40	6002.68
ENSG00000062524.11	2709.56	9.00	4.00	1.00	3.00
ENSG00000062582.9	708.88	376.71	331.00	344.00	561.00
ENSG00000062598.13	2731.82	903.00	952.00	1025.00	1256.00
ENSG00000062650.13	5968.95	1494.00	1624.00	1503.64	1460.00
ENSG00000062716.6	1925.75	6326.00	6749.00	6747.00	6985.00
ENSG00000062725.5	3799.57	1117.00	1337.00	1373.00	1447.00
ENSG00000062822.8	1717.37	149.00	113.00	132.00	277.78
ENSG00000063015.15	807.00	0.00	0.00	1.00	1.00
ENSG00000063046.13	2994.32	15448.55	15827.77	12677.47	14008.15
ENSG00000063127.11	1118.08	15.00	17.00	23.00	36.00
ENSG00000063169.6	2787.55	62.00	51.00	57.00	108.00
ENSG00000063176.11	1863.95	31.00	36.00	55.00	128.00
ENSG00000063177.8	549.16	6305.00	5140.00	4641.00	7571.00
ENSG00000063180.4	1171.69	32.00	30.00	45.00	59.00
ENSG00000063241.3	1067.70	248.00	196.00	254.00	533.00
ENSG00000063244.8	1947.64	1513.00	1251.00	1388.00	2080.00
ENSG00000063245.10	2401.15	958.00	558.00	717.00	1588.00
ENSG00000063322.9	3478.80	410.00	398.00	556.00	702.00
ENSG00000063438.12	3003.70	27.00	20.00	19.00	31.00
ENSG00000063587.12	6104.12	428.00	457.00	402.00	476.00
ENSG00000063601.12	3738.13	204.00	208.00	251.00	294.00
ENSG00000063660.4	3213.16	66.00	38.00	71.00	186.00
ENSG00000063761.11	2268.46	38.00	70.00	87.00	136.00
ENSG00000063854.8	1127.16	753.00	578.00	826.00	1300.00
ENSG00000063978.11	2825.42	909.00	859.00	922.00	1027.00
ENSG00000064012.17	2019.39	408.00	476.00	711.00	721.00
ENSG00000064042.13	2024.81	8.00	12.00	10.00	14.00
ENSG00000064102.10	2256.22	383.00	389.00	428.00	467.00
ENSG00000064115.6	1694.79	1006.00	1074.00	1146.00	1368.00
ENSG00000064195.7	2602.00	11.00	8.00	16.00	29.00
ENSG00000064199.2	1055.34	46.00	55.00	51.00	61.00
ENSG00000064201.11	967.14	7.00	6.00	4.00	13.00
ENSG00000064205.6	1102.71	2.00	0.00	1.00	2.00
ENSG00000064225.8	1877.02	188.00	260.26	364.00	395.00
ENSG00000064270.8	2782.00	0.00	1.00	2.00	6.00
ENSG00000064300.4	3288.05	152.00	146.00	224.00	267.00
ENSG00000064309.10	4635.11	514.00	553.00	533.00	616.00
ENSG00000064313.7	3847.32	390.00	470.00	632.00	532.00
ENSG00000064393.11	14353.97	3097.00	3338.00	3409.00	3741.00
ENSG00000064419.9	3480.93	1037.00	962.00	994.00	1149.00
ENSG00000064489.17	951.15	29.93	20.36	12.59	24.10
ENSG00000064490.9	794.93	177.00	174.00	244.00	391.00
ENSG00000064545.10	1354.38	202.00	142.00	177.00	407.00
ENSG00000064547.9	1102.70	86.00	60.00	58.00	116.00
ENSG00000064601.12	1732.65	2273.00	1996.00	2978.00	4393.00
ENSG00000064607.12	2867.12	2665.00	2396.00	2914.00	3232.00
ENSG00000064651.9	6015.02	364.00	401.00	334.00	310.00
ENSG00000064652.6	1412.84	238.00	256.00	362.00	375.00
ENSG00000064666.10	1906.16	2064.00	1582.00	1961.00	2731.00
ENSG00000064687.8	2730.64	556.00	390.00	454.00	869.00
ENSG00000064692.14	2224.36	1.00	0.00	0.00	0.00
ENSG00000064703.7	4224.64	186.00	228.00	217.00	223.00
ENSG00000064726.5	3072.21	1038.00	1255.00	1195.00	1170.00
ENSG00000064787.8	2803.35	42.00	46.00	145.00	164.00
ENSG00000064886.9	1167.96	9.00	7.00	10.00	5.00
ENSG00000064932.11	4609.65	342.00	193.00	241.00	480.00
ENSG00000064933.12	2834.78	573.00	710.00	830.00	751.00
ENSG00000064961.14	1650.14	260.00	209.00	226.00	471.00
ENSG00000064989.8	5155.00	4.00	7.00	8.00	2.00
ENSG00000064995.12	1570.74	559.00	554.00	574.00	637.00
ENSG00000064999.12	6089.59	795.00	678.00	686.00	1025.00
ENSG00000065000.11	3933.50	1740.00	1418.00	1691.00	2798.00
ENSG00000065029.10	2150.66	447.00	331.00	482.00	652.00
ENSG00000065054.9	1185.24	216.00	109.00	193.00	530.00
ENSG00000065057.3	1049.31	181.00	125.00	176.00	408.00
ENSG00000065060.12	9548.80	1935.00	2153.00	1909.00	1927.00
ENSG00000065135.7	3206.00	1159.00	1203.00	1191.00	1303.00
ENSG00000065150.14	3998.21	6957.00	6770.00	6000.96	6529.00
ENSG00000065154.7	1974.21	1274.00	1432.00	1218.00	1363.00
ENSG00000065183.11	2865.06	596.00	749.00	799.00	817.00
ENSG00000065243.14	5431.84	1254.00	1466.00	1433.00	1264.00
ENSG00000065268.6	1359.15	139.00	113.00	121.00	332.00
ENSG00000065308.4	6908.00	5887.00	5808.00	5182.00	6109.00
ENSG00000065320.4	5918.00	2.00	4.00	16.00	19.00
