symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000027697.8	2065.68	1298.00	1274.00	2579.00	2439.00
ENSG00000027847.9	1661.78	312.00	336.00	442.00	399.00
ENSG00000027869.7	927.11	12.00	9.00	21.00	8.00
ENSG00000028116.12	1884.22	318.00	300.00	703.00	683.00
ENSG00000028137.12	3583.00	2.00	1.00	7.00	6.00
ENSG00000028203.13	2405.12	767.00	729.00	1205.00	1105.00
ENSG00000028277.16	3366.61	16.00	10.00	13.00	10.00
ENSG00000028310.13	2133.86	555.00	493.26	854.52	755.62
ENSG00000028528.10	2595.86	2610.00	2558.00	2808.00	2839.00
ENSG00000028839.5	938.94	217.00	230.00	298.00	300.00
ENSG00000029153.10	3140.75	386.00	350.00	574.00	566.00
ENSG00000029363.11	3165.95	4169.00	3901.00	3971.00	3716.00
ENSG00000029364.7	3555.61	1294.00	1283.00	1336.00	1271.00
ENSG00000029534.15	5012.09	11.00	11.00	17.00	13.00
ENSG00000029639.6	1257.27	868.00	791.00	1615.00	1448.00
ENSG00000029725.12	4187.69	971.00	1002.00	1370.00	1245.00
ENSG00000029993.10	1255.23	855.00	906.00	963.00	882.00
ENSG00000030066.9	4697.55	1954.00	2005.00	2073.00	1998.00
ENSG00000030110.8	2136.00	472.75	426.21	758.72	736.22
ENSG00000030419.12	6048.07	18.00	37.00	26.00	37.00
ENSG00000030582.12	1960.82	4018.00	4291.00	6399.00	6287.00
ENSG00000031003.6	4638.15	494.00	497.00	565.00	525.00
ENSG00000031081.6	9317.00	0.00	0.00	4.00	2.00
ENSG00000031691.6	1733.00	251.00	245.00	297.00	230.00
ENSG00000031698.8	1755.42	1310.00	1268.00	2136.00	2073.00
ENSG00000031823.10	1575.22	1522.00	1553.00	1699.00	1724.00
ENSG00000032219.14	4213.00	717.00	700.00	663.00	613.00
ENSG00000032389.8	1755.72	606.00	706.00	1030.00	1037.00
ENSG00000032444.11	2286.07	797.80	784.00	1736.00	1705.00
ENSG00000032742.13	1975.70	278.00	260.00	311.00	288.00
ENSG00000033011.7	1823.42	773.00	860.00	1099.00	1099.00
ENSG00000033030.9	2312.48	645.00	572.00	582.00	525.00
ENSG00000033050.3	2620.76	768.00	794.00	971.00	892.00
ENSG00000033100.10	3939.55	796.00	818.00	1006.20	1025.00
ENSG00000033170.12	3004.43	335.00	302.00	1625.00	1425.00
ENSG00000033178.8	3785.13	1592.00	1652.00	2197.00	2170.00
ENSG00000033327.8	5882.28	544.00	485.00	565.00	582.00
ENSG00000033627.10	2902.94	1255.00	1286.00	1538.00	1575.00
ENSG00000033800.9	2116.99	512.00	512.00	649.00	603.00
ENSG00000033867.12	4145.38	1183.00	1120.00	1777.00	1634.00
ENSG00000034053.10	2894.13	77.00	92.00	56.00	67.00
ENSG00000034063.9	3829.35	1274.27	1309.40	1140.86	1052.59
ENSG00000034152.14	2089.29	1161.00	1195.00	1411.00	1436.00
ENSG00000034510.4	492.00	4160.00	4492.00	20945.00	21737.00
ENSG00000034533.7	2535.14	88.00	87.00	125.00	100.00
ENSG00000034677.7	3274.66	1802.00	1735.00	2009.00	1995.00
ENSG00000034693.10	1265.42	412.00	373.86	483.98	462.88
ENSG00000034713.3	1018.73	963.00	937.00	984.00	948.00
ENSG00000035115.17	1385.40	735.00	709.00	379.00	377.00
ENSG00000035141.3	1857.86	1440.00	1406.00	1216.00	1045.00
ENSG00000035403.12	4549.70	1064.00	1082.00	1984.00	1960.00
ENSG00000035499.8	2333.35	794.00	693.00	610.00	552.00
ENSG00000035664.7	1592.95	18.00	22.00	19.00	14.00
ENSG00000035681.3	2998.45	469.00	484.00	571.00	524.00
ENSG00000035687.9	2686.66	773.00	821.00	1256.00	1111.00
ENSG00000035862.8	3416.60	1113.00	987.00	4870.00	4952.93
ENSG00000035928.10	4193.13	2806.00	2623.00	2661.00	2220.00
ENSG00000036054.8	3416.80	1011.00	876.00	1197.00	1087.00
ENSG00000036257.8	2611.85	1484.00	1488.00	2283.00	2218.00
ENSG00000036448.5	1102.33	0.00	0.00	1.00	0.00
ENSG00000036473.6	1237.08	0.00	5.00	1.00	2.00
ENSG00000036530.4	2015.50	0.00	0.00	0.00	0.00
ENSG00000036549.8	3547.81	912.00	852.00	828.00	773.00
ENSG00000036672.11	2286.89	168.00	176.00	324.00	323.00
ENSG00000037042.8	1524.02	633.49	681.83	786.07	746.45
ENSG00000037241.3	670.77	265.00	275.95	394.00	342.96
ENSG00000037280.11	2393.64	1.00	0.00	0.00	0.00
ENSG00000037474.10	2271.32	1548.00	1434.00	2058.00	1964.00
ENSG00000037637.6	3711.86	461.00	493.00	626.00	587.00
ENSG00000037749.7	3024.90	747.00	752.00	652.00	621.00
ENSG00000037757.9	1943.16	302.00	284.00	379.00	360.00
ENSG00000037897.12	922.74	207.00	239.00	288.00	246.00
ENSG00000037965.4	3371.00	1.00	1.00	1.00	3.00
ENSG00000038002.4	1311.57	309.00	341.00	480.00	440.00
ENSG00000038210.9	2789.40	792.00	750.00	686.00	678.00
ENSG00000038219.8	6931.63	1728.00	1667.00	1798.00	1746.00
ENSG00000038274.12	2070.63	656.00	742.00	973.00	920.00
ENSG00000038358.10	2363.05	1572.07	1745.50	2233.22	2153.18
ENSG00000038382.13	4911.89	2311.00	2386.00	3545.00	3352.00
ENSG00000038427.11	7657.63	1545.00	1426.00	3722.00	3162.00
ENSG00000038532.10	4083.35	808.00	853.00	1032.00	1091.00
ENSG00000039068.14	4379.13	490.00	568.00	142.00	152.00
ENSG00000039123.11	2724.85	1390.00	1385.00	1489.00	1346.00
ENSG00000039139.9	6642.35	2.00	1.00	32.00	25.00
ENSG00000039319.12	4815.52	1313.00	1190.00	1438.00	1309.00
ENSG00000039523.13	3394.30	837.00	833.00	1536.00	1615.00
ENSG00000039537.9	1524.86	33.00	41.00	24.00	18.00
ENSG00000039560.9	3941.12	677.00	660.00	1231.00	1184.00
ENSG00000039600.6	2716.00	0.00	0.00	0.00	2.00
ENSG00000039650.5	1391.48	332.00	297.00	485.00	468.00
ENSG00000040199.14	6928.82	639.00	672.00	1164.00	1102.00
ENSG00000040275.12	2208.10	547.00	479.00	331.00	323.00
ENSG00000040341.13	2315.33	620.74	564.23	741.57	763.38
ENSG00000040487.8	1578.96	201.00	218.00	409.00	413.00
ENSG00000040531.10	2374.06	267.00	325.00	310.00	301.00
ENSG00000040608.9	1777.00	13.00	13.00	30.00	23.00
ENSG00000040633.8	1931.26	475.00	487.00	1019.00	946.00
ENSG00000040731.6	2472.40	1.00	1.00	5.00	2.00
ENSG00000040933.11	4680.14	577.00	623.00	742.00	688.00
ENSG00000041353.5	7281.00	4.00	0.00	12.00	11.00
ENSG00000041357.11	1218.84	1489.00	1401.00	1980.00	1828.00
ENSG00000041515.11	2933.00	0.00	0.00	0.00	1.00
ENSG00000041802.6	2411.47	434.00	418.00	753.00	680.00
ENSG00000041880.10	1606.37	357.00	402.00	538.00	558.00
ENSG00000041988.11	1304.49	108.00	111.00	191.00	216.00
ENSG00000042062.7	2157.47	2.00	1.00	20.00	40.00
ENSG00000042088.9	2026.47	493.00	452.00	522.00	476.00
ENSG00000042286.10	3046.57	899.00	901.00	851.00	834.00
ENSG00000042317.12	2016.12	62.00	89.00	121.00	122.00
ENSG00000042429.6	1461.00	587.00	575.00	986.00	906.00
ENSG00000042445.9	2585.02	1816.00	1956.00	1470.00	1379.00
ENSG00000042493.11	860.08	67.00	86.00	137.00	123.00
ENSG00000042753.7	888.96	456.00	491.00	879.00	913.00
ENSG00000042781.8	9080.40	0.00	0.00	2.00	0.00
ENSG00000042832.7	1522.03	0.00	1.00	4.00	2.00
ENSG00000042980.8	1242.48	0.00	1.00	0.00	4.00
ENSG00000043093.9	2975.20	700.00	591.00	912.00	862.00
ENSG00000043143.16	3780.83	290.00	309.00	639.00	601.00
ENSG00000043355.6	2974.00	5.00	10.00	20.00	27.00
ENSG00000043514.11	1758.18	296.00	298.00	367.00	312.00
ENSG00000044090.4	5221.63	2688.00	2922.00	2407.00	2446.00
ENSG00000044115.16	3478.06	4899.00	5153.00	8577.00	8527.00
ENSG00000044446.7	3022.01	4866.00	5069.00	2106.00	2085.00
ENSG00000044459.10	4994.62	169.00	183.00	132.00	132.00
ENSG00000044524.6	5809.00	0.00	1.00	3.00	7.00
ENSG00000044574.7	3908.00	22451.00	22818.00	19785.00	17763.00
ENSG00000046604.8	5804.05	3777.00	3682.00	7838.00	8141.00
ENSG00000046647.9	1096.63	120.00	113.00	146.00	154.00
ENSG00000046651.10	3024.70	559.00	559.00	740.00	676.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	10750.00	0.00	0.00	2.00	1.00
ENSG00000047056.10	3981.31	386.00	361.00	476.00	502.00
ENSG00000047188.11	5160.18	932.00	910.00	1411.00	1332.00
ENSG00000047230.10	3393.00	597.00	630.00	719.00	756.00
ENSG00000047249.12	1790.74	446.00	444.00	677.00	674.00
ENSG00000047315.10	3118.34	2368.00	2337.00	3464.00	3160.00
ENSG00000047346.8	2452.48	400.00	405.00	440.00	405.00
ENSG00000047365.7	6924.05	17.00	20.00	38.00	35.00
ENSG00000047410.9	7705.08	5181.00	5141.00	6323.00	6224.00
ENSG00000047457.9	3556.20	29944.33	30373.39	13990.82	13153.63
ENSG00000047578.8	3731.89	578.00	567.00	1093.00	1217.00
ENSG00000047579.15	1368.82	147.00	184.00	254.00	235.00
ENSG00000047617.10	1433.82	1.00	0.00	1.00	0.00
ENSG00000047621.7	3071.97	163.00	186.00	304.00	300.00
ENSG00000047634.10	3114.30	1999.00	1986.00	2658.00	2659.00
ENSG00000047644.13	5444.26	131.00	122.00	361.00	392.00
ENSG00000047648.17	3386.55	0.00	1.00	0.00	0.00
ENSG00000047662.4	6622.00	1.00	1.00	5.00	6.00
ENSG00000047849.17	4975.58	4852.00	4901.00	8149.00	8440.00
ENSG00000047932.9	4587.37	1621.00	1575.00	1493.00	1366.00
ENSG00000047936.6	7417.00	0.00	2.00	1.00	1.00
ENSG00000048028.7	3328.50	842.00	797.00	971.00	888.00
ENSG00000048052.17	3923.40	5.00	4.00	24.00	21.00
ENSG00000048140.13	2229.82	358.00	345.00	761.00	690.00
ENSG00000048162.15	1088.50	271.00	289.00	394.00	382.00
ENSG00000048342.11	3912.17	114.00	115.00	160.00	119.00
ENSG00000048392.7	3718.63	998.00	895.00	1989.00	1835.00
ENSG00000048405.5	2772.63	282.00	231.00	390.00	339.00
ENSG00000048471.9	7617.76	279.00	284.00	421.00	414.00
ENSG00000048544.5	2110.00	698.00	647.00	1421.00	1269.00
ENSG00000048649.9	4976.86	1327.10	1267.19	1626.41	1674.11
ENSG00000048707.9	9393.64	1004.00	951.00	1282.00	1195.00
ENSG00000048740.13	4204.29	0.00	0.00	0.00	0.00
ENSG00000048828.12	4299.73	1955.00	1982.00	2192.92	2149.88
ENSG00000048991.12	3094.50	1217.00	1148.00	1549.00	1389.00
ENSG00000049089.9	2315.47	1476.00	1421.00	1104.00	1011.00
ENSG00000049130.9	4100.76	84.00	66.00	168.00	131.00
ENSG00000049167.9	1811.24	277.94	291.04	273.00	302.00
ENSG00000049192.10	4582.40	308.00	308.00	262.00	265.00
ENSG00000049239.8	9037.19	2326.00	2435.00	2732.00	2826.00
ENSG00000049245.8	1963.78	1610.00	1618.00	1308.00	1171.00
ENSG00000049246.10	4959.52	206.00	197.00	142.00	147.00
ENSG00000049249.4	719.34	0.00	0.00	5.00	4.00
ENSG00000049283.13	3064.23	19.00	14.00	13.00	13.00
ENSG00000049319.2	4647.00	2.00	0.00	1.00	2.00
ENSG00000049323.11	5131.67	55.00	65.00	116.00	74.00
ENSG00000049449.4	2523.58	1008.32	968.61	1971.44	1719.67
ENSG00000049540.12	2703.00	10.00	8.00	2.00	9.00
ENSG00000049541.6	1406.27	343.00	375.00	374.00	397.00
ENSG00000049618.17	7029.81	1758.00	1805.00	2087.00	1997.00
ENSG00000049656.9	1633.68	1142.00	1134.00	1584.00	1516.00
ENSG00000049759.12	2832.52	5015.00	5011.00	3516.00	3360.00
ENSG00000049768.10	1630.17	1.00	2.00	3.00	0.00
ENSG00000049769.8	3326.62	11.00	18.00	24.00	32.00
ENSG00000049860.9	1605.28	1455.00	1403.00	2425.00	2213.00
ENSG00000049883.10	2119.86	119.00	126.00	173.00	154.00
ENSG00000050030.9	11719.00	0.00	2.00	1.00	2.00
ENSG00000050130.13	1563.25	626.00	613.00	1040.00	947.00
ENSG00000050165.13	1529.87	1.00	2.00	80.00	70.00
ENSG00000050327.10	2686.61	37.76	35.45	56.73	55.57
ENSG00000050344.8	3330.00	249.00	201.00	655.00	635.00
ENSG00000050393.7	2391.89	422.00	385.00	532.00	504.00
ENSG00000050405.9	2940.01	769.00	645.00	1033.00	956.00
ENSG00000050426.11	1371.84	729.00	738.00	564.00	604.00
ENSG00000050438.12	2120.11	0.00	1.00	1.00	0.00
ENSG00000050555.13	5740.90	13.00	14.00	50.00	47.00
ENSG00000050628.16	2316.83	1.00	0.00	0.00	0.00
ENSG00000050748.13	2871.33	951.00	1008.00	986.00	973.00
ENSG00000050767.11	1519.67	0.00	0.00	0.00	0.00
ENSG00000050820.12	2765.68	1560.00	1518.00	3116.00	3037.00
ENSG00000051009.6	2671.17	394.00	396.00	466.00	463.00
ENSG00000051108.10	1760.55	1384.00	1398.00	1450.00	1280.00
ENSG00000051128.14	1132.36	291.00	261.00	481.00	423.00
ENSG00000051180.12	1807.96	236.00	258.00	237.00	273.00
ENSG00000051341.9	8775.00	601.00	562.00	492.00	441.00
ENSG00000051382.4	3309.19	1232.00	1177.00	1395.00	1369.00
ENSG00000051523.6	841.04	1868.00	1989.00	2204.00	2177.00
ENSG00000051596.5	1351.78	656.59	604.38	600.60	607.71
ENSG00000051620.6	2720.27	922.00	908.00	1501.00	1419.00
ENSG00000051825.10	2386.97	756.00	690.00	804.00	823.00
ENSG00000052126.10	4055.73	481.00	459.00	549.00	493.00
ENSG00000052344.11	1806.03	216.00	269.00	167.00	205.00
ENSG00000052723.7	2498.05	952.00	842.00	878.00	758.00
ENSG00000052749.9	3863.78	659.00	670.00	968.00	938.00
ENSG00000052795.8	6005.94	1456.00	1385.00	1047.00	998.00
ENSG00000052802.8	2097.59	4917.00	5112.00	2881.00	2740.00
ENSG00000052841.10	2932.39	1730.00	1775.00	1798.00	1785.00
ENSG00000052850.5	5750.00	0.00	0.00	0.00	0.00
ENSG00000053108.12	2009.78	84.00	74.00	47.00	41.00
ENSG00000053254.11	5559.82	4545.00	4439.00	1639.00	1600.00
ENSG00000053371.8	1342.70	598.00	623.00	624.00	619.00
ENSG00000053372.4	2152.18	647.00	680.00	825.00	772.00
ENSG00000053501.8	861.61	88.00	91.00	158.00	145.00
ENSG00000053524.7	3072.93	0.00	0.00	1.00	4.00
ENSG00000053747.11	4100.13	87.00	64.00	304.00	264.00
ENSG00000053770.7	2385.73	506.00	458.00	726.00	683.00
ENSG00000053900.6	2394.09	526.00	442.00	653.00	554.00
ENSG00000053918.11	1260.83	1.00	0.00	0.00	0.00
ENSG00000054116.7	1089.90	532.00	576.00	792.00	703.00
ENSG00000054118.9	4155.85	3288.00	3297.00	4112.00	3690.00
ENSG00000054148.13	891.80	1124.00	1239.00	1368.00	1404.00
ENSG00000054179.7	1777.94	540.00	546.00	473.00	403.00
ENSG00000054267.16	4646.82	1249.95	1194.28	1571.00	1480.31
ENSG00000054277.8	2009.57	312.00	304.00	531.00	516.00
ENSG00000054282.11	1541.66	184.00	192.00	250.00	238.00
ENSG00000054356.9	2102.24	5.00	3.00	3.00	12.00
ENSG00000054392.8	3174.64	157.00	135.00	285.00	278.00
ENSG00000054523.12	9632.27	3416.24	3135.77	4063.40	3891.03
ENSG00000054598.5	3447.00	27.00	35.00	145.00	148.00
ENSG00000054611.9	2336.03	522.00	545.00	699.00	769.00
ENSG00000054654.11	9196.28	1056.00	915.00	1442.00	1413.00
ENSG00000054690.9	3002.04	790.00	729.00	1517.00	1578.00
ENSG00000054793.9	7890.90	2138.00	1993.00	2017.00	2005.00
ENSG00000054938.11	1321.00	1.00	2.00	1.00	2.00
ENSG00000054965.6	5747.02	1280.00	1311.00	1752.00	1708.00
ENSG00000054967.8	3042.49	183.00	184.00	340.00	358.00
ENSG00000055044.6	1758.18	1739.00	1666.00	1818.00	1650.00
ENSG00000055070.12	2540.58	1540.00	1591.00	2988.00	3034.00
ENSG00000055118.10	3005.77	10.00	13.00	29.00	21.00
ENSG00000055130.11	3063.14	1306.00	1348.00	1728.00	1637.00
ENSG00000055147.13	2360.24	224.00	261.00	373.00	349.00
ENSG00000055163.14	3114.23	1142.00	1243.00	1076.00	1053.00
ENSG00000055208.13	3699.03	1773.00	1695.00	2074.00	1965.00
ENSG00000055211.8	2024.00	748.00	728.00	1126.00	1062.00
ENSG00000055332.12	6137.53	1600.00	1486.00	2189.00	2100.00
ENSG00000055483.15	3166.20	1655.00	1714.00	2379.00	2405.00
ENSG00000055609.13	11578.25	1865.00	1745.00	2034.00	1982.00
ENSG00000055732.8	2862.10	0.00	0.00	3.00	2.00
ENSG00000055917.11	4659.78	3455.00	3376.00	3969.00	3959.00
ENSG00000055950.12	954.61	453.00	454.00	535.00	532.00
ENSG00000055955.11	1557.66	40.32	42.07	61.94	71.95
ENSG00000055957.6	1193.09	532.00	621.00	48.00	70.00
ENSG00000056050.6	1230.00	159.00	159.00	161.00	132.00
ENSG00000056097.11	4462.97	2616.00	2744.00	3841.00	3795.00
ENSG00000056277.11	4217.88	109.00	112.00	172.00	144.00
ENSG00000056487.11	1396.77	0.00	0.00	0.00	0.00
ENSG00000056558.6	5638.14	60.00	63.00	108.00	103.00
ENSG00000056586.11	5953.53	1452.00	1426.00	1662.00	1591.00
ENSG00000056661.9	2298.75	1374.00	1460.00	1665.00	1505.00
ENSG00000056736.5	2356.72	2334.00	2323.00	2633.00	2707.00
ENSG00000056972.14	2489.49	173.00	184.00	186.00	152.00
ENSG00000056998.14	2827.23	462.00	527.00	281.00	217.00
ENSG00000057019.11	4874.78	2966.00	2775.00	8380.00	7770.00
ENSG00000057252.8	2640.42	1072.00	1046.00	929.00	848.00
ENSG00000057294.9	3674.46	582.00	587.00	779.00	797.00
ENSG00000057468.6	3266.00	0.00	0.00	1.00	0.00
ENSG00000057593.9	2264.62	660.00	726.00	204.00	180.00
ENSG00000057608.12	2332.29	5349.00	5405.00	5425.96	5304.94
ENSG00000057657.10	2120.86	0.00	0.00	0.00	0.00
ENSG00000057663.8	3126.60	442.00	456.00	706.00	620.00
ENSG00000057704.6	2822.00	0.00	1.00	2.00	0.00
ENSG00000057757.5	1560.66	305.00	318.00	410.00	380.00
ENSG00000057935.9	2080.78	1597.00	1734.00	1471.00	1423.00
ENSG00000058056.4	5901.12	1704.00	1658.00	1126.00	1093.00
ENSG00000058063.11	4030.86	795.00	793.00	733.00	634.00
ENSG00000058085.10	5147.00	0.00	1.00	2.00	2.00
ENSG00000058091.12	3042.40	23.00	19.00	16.00	12.00
ENSG00000058262.5	3516.11	6060.00	6275.00	6087.00	5684.00
ENSG00000058272.11	4036.90	1300.00	1193.00	1700.00	1599.00
ENSG00000058335.11	4355.54	10.00	11.00	5.00	8.00
ENSG00000058404.15	1205.88	4.00	2.00	1.00	4.00
ENSG00000058453.12	2918.64	135.00	135.80	237.00	212.54
ENSG00000058600.11	1812.15	2116.00	2096.00	1715.00	1898.00
ENSG00000058668.10	6439.14	700.00	682.00	1111.00	1035.00
ENSG00000058673.11	4387.45	3490.50	3300.39	4264.89	4079.58
ENSG00000058729.6	2145.69	364.00	366.00	586.00	492.00
ENSG00000058799.9	1429.97	283.00	311.00	561.00	518.00
ENSG00000058804.10	4558.01	1626.00	1472.00	1366.00	1300.00
ENSG00000058866.10	1676.19	121.00	141.00	308.00	275.00
ENSG00000059122.12	2426.02	319.00	295.00	597.00	600.00
ENSG00000059145.14	3289.25	285.00	292.00	443.00	396.00
ENSG00000059377.11	1257.44	24.00	20.00	43.00	44.00
ENSG00000059378.8	1787.89	465.00	459.00	397.00	400.00
ENSG00000059573.4	3108.00	5520.00	5584.00	3928.00	3660.00
ENSG00000059588.5	2836.81	1407.00	1351.00	1619.00	1691.00
ENSG00000059691.7	2155.95	707.00	699.00	607.00	588.00
ENSG00000059728.6	5058.98	279.00	309.00	831.37	857.00
ENSG00000059758.3	3098.64	548.00	488.00	689.00	573.00
ENSG00000059769.15	1842.94	311.00	332.56	450.50	404.73
ENSG00000059804.11	3298.38	9370.49	10573.63	16750.28	18167.27
ENSG00000059915.12	2291.00	22.00	23.00	23.00	32.00
ENSG00000060069.12	3331.22	377.00	403.00	601.00	619.00
ENSG00000060138.8	1557.13	1821.00	1933.00	3002.00	2938.00
ENSG00000060237.12	6717.76	5906.00	5951.00	5133.00	5014.00
ENSG00000060339.9	3118.90	2030.00	1816.00	2883.00	2615.00
ENSG00000060491.12	2547.07	1754.00	1653.00	2476.00	2611.00
ENSG00000060558.3	2133.00	0.00	0.00	0.00	1.00
ENSG00000060566.9	2410.47	399.00	354.00	49.00	48.00
ENSG00000060642.6	2128.67	369.00	387.00	468.00	431.00
ENSG00000060656.15	4343.13	1499.00	1632.00	1698.00	1819.00
ENSG00000060688.8	1497.96	684.00	725.00	794.00	750.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	933.49	0.00	0.00	2.00	3.00
ENSG00000060749.10	7416.87	1546.00	1494.00	1727.00	1805.00
ENSG00000060762.14	882.48	1507.00	1527.00	555.00	497.00
ENSG00000060971.13	1534.37	2765.00	2980.00	1862.00	1594.00
ENSG00000060982.10	6533.32	1000.00	976.00	1406.00	1289.00
ENSG00000061273.13	3534.68	547.00	447.00	949.00	1010.00
ENSG00000061337.11	4259.67	0.00	1.00	2.00	0.00
ENSG00000061455.10	8321.08	5.00	7.00	9.00	14.00
ENSG00000061492.7	1457.75	0.00	0.00	0.00	0.00
ENSG00000061656.5	855.21	822.00	885.00	433.00	459.00
ENSG00000061676.10	4803.41	3681.00	3536.00	5394.00	5470.00
ENSG00000061794.8	1835.80	1110.00	1069.00	1155.00	1040.00
ENSG00000061936.5	3282.91	1006.00	1041.00	1008.00	1001.00
ENSG00000061938.12	2875.57	446.00	422.00	630.00	677.00
ENSG00000061987.10	5143.65	1145.00	1216.00	1225.00	1181.00
ENSG00000062038.9	2746.00	2.00	0.00	1.00	1.00
ENSG00000062096.10	2026.00	0.00	0.00	0.00	0.00
ENSG00000062194.11	2601.90	1332.00	1263.00	1744.00	1629.00
ENSG00000062282.10	2314.14	650.00	714.00	639.00	665.00
ENSG00000062370.12	3610.78	117.00	106.00	144.00	156.00
ENSG00000062485.14	2410.53	5449.66	5661.54	6213.29	5746.83
ENSG00000062524.11	2374.17	4.00	4.00	2.00	0.00
ENSG00000062582.9	711.25	474.00	524.00	581.00	516.61
ENSG00000062598.13	2844.98	1053.00	1062.00	1066.00	1069.00
ENSG00000062650.13	6185.36	1664.00	1584.00	1754.00	1616.00
ENSG00000062716.6	1961.43	3795.00	3394.00	6739.00	6581.00
ENSG00000062725.5	4438.87	1381.00	1223.00	1505.00	1344.00
ENSG00000062822.8	2438.80	718.00	788.69	505.00	486.00
ENSG00000063015.15	2436.50	1.00	1.00	0.00	0.00
ENSG00000063046.13	2988.14	12312.43	12856.57	10424.16	9756.22
ENSG00000063127.11	1360.20	9.00	8.00	10.00	7.00
ENSG00000063169.6	2616.42	161.00	160.00	266.00	267.00
ENSG00000063176.11	1925.35	165.00	181.00	267.00	253.00
ENSG00000063177.8	554.97	5094.00	5794.00	5134.00	5614.00
ENSG00000063180.4	963.49	37.00	26.00	25.00	24.00
ENSG00000063241.3	1113.94	721.00	767.00	569.00	579.00
ENSG00000063244.8	1929.58	2484.00	2524.00	3398.00	3253.00
ENSG00000063245.10	2420.54	1811.00	1996.00	1778.00	1676.00
ENSG00000063322.9	3653.00	599.00	651.00	929.00	927.00
ENSG00000063438.12	1529.48	11.00	11.00	11.95	17.00
ENSG00000063587.12	6377.65	620.00	651.00	490.00	501.00
ENSG00000063601.12	3381.09	360.00	321.00	445.00	441.00
ENSG00000063660.4	3131.55	211.00	225.00	324.00	330.00
ENSG00000063761.11	1945.68	93.00	96.00	159.00	176.00
ENSG00000063854.8	935.61	1010.00	1006.00	541.00	540.00
ENSG00000063978.11	2736.25	1013.00	971.00	1714.00	1730.00
ENSG00000064012.17	2159.98	645.00	597.00	1212.00	1163.00
ENSG00000064042.13	5705.00	0.00	3.00	2.00	2.00
ENSG00000064102.10	1949.81	634.00	670.00	999.00	939.00
ENSG00000064115.6	1904.35	1493.00	1468.00	2579.00	2492.00
ENSG00000064195.7	2602.00	6.00	13.00	43.00	51.00
ENSG00000064199.2	1236.22	99.00	101.00	191.00	155.00
ENSG00000064201.11	3325.00	3.00	2.00	1.00	1.00
ENSG00000064205.6	1403.00	0.00	0.00	1.00	2.00
ENSG00000064225.8	1726.30	380.00	365.11	473.86	396.77
ENSG00000064270.8	575.00	1.00	0.00	0.00	1.00
ENSG00000064300.4	3417.00	163.00	151.00	2050.00	1987.00
ENSG00000064309.10	4461.12	605.00	539.00	473.00	396.00
ENSG00000064313.7	4075.64	614.00	561.00	752.00	761.00
ENSG00000064393.11	14071.36	5553.00	5362.00	3249.00	3182.00
ENSG00000064419.9	3501.31	913.00	959.00	1465.00	1409.00
ENSG00000064489.17	845.21	5.57	22.71	8.97	44.14
ENSG00000064490.9	842.79	293.00	283.00	319.00	285.00
ENSG00000064545.10	1619.62	424.00	428.00	482.00	504.00
ENSG00000064547.9	1326.98	50.00	62.00	82.00	71.00
ENSG00000064601.12	1755.42	3908.00	3971.00	7044.00	6839.00
ENSG00000064607.12	3052.37	2999.00	2852.00	3012.00	2840.00
ENSG00000064651.9	6116.46	317.00	320.00	919.00	827.00
ENSG00000064652.6	1466.78	222.00	230.00	358.00	356.00
ENSG00000064666.10	1800.28	2137.00	2256.00	4204.00	4382.00
ENSG00000064687.8	2440.16	1488.00	1663.00	1356.00	1402.00
ENSG00000064692.14	2224.36	0.00	0.00	0.00	0.00
ENSG00000064703.7	3801.71	270.00	308.00	435.00	387.00
ENSG00000064726.5	3179.34	1161.00	1116.00	1723.00	1685.00
ENSG00000064787.8	2926.07	82.00	84.00	55.00	61.00
ENSG00000064886.9	1169.93	4.00	4.00	40.00	47.00
ENSG00000064932.11	4414.21	635.00	648.00	887.00	878.00
ENSG00000064933.12	2877.64	768.00	769.00	1157.00	1045.00
ENSG00000064961.14	1540.95	627.00	561.00	687.00	605.00
ENSG00000064989.8	1783.78	1.00	4.00	3.00	0.00
ENSG00000064995.12	1580.00	695.00	728.00	730.00	709.00
ENSG00000064999.12	6275.04	904.00	936.00	1220.00	1247.00
ENSG00000065000.11	3952.71	2863.00	3018.00	2917.00	2903.00
ENSG00000065029.10	1937.60	536.00	610.00	743.00	790.00
ENSG00000065054.9	1218.22	558.00	610.00	546.00	510.00
ENSG00000065057.3	1036.15	336.00	368.00	346.00	351.00
ENSG00000065060.12	9570.00	1925.00	1766.00	2244.00	2077.00
ENSG00000065135.7	3206.00	1453.00	1379.00	2248.00	2099.00
ENSG00000065150.14	4064.86	6297.00	6427.00	5719.00	5711.00
