symbol	length	Control_D0	Control_D1	AATF_D0	AATF_D1
ENSG00000028203.13	2332.57	722.00	599.00	774.00	805.00
ENSG00000028277.16	2015.96	8.00	7.00	8.00	6.00
ENSG00000028310.13	1869.88	366.16	327.00	483.24	399.00
ENSG00000028528.10	2928.07	2201.00	1908.00	2827.00	2630.00
ENSG00000028839.5	975.80	202.00	173.00	203.00	217.00
ENSG00000029153.10	3399.58	253.00	236.00	412.00	384.00
ENSG00000029363.11	3192.82	3232.00	2580.00	3213.01	3209.00
ENSG00000029364.7	3771.14	1127.00	923.00	888.00	830.00
ENSG00000029534.15	1587.78	3.00	7.00	10.00	8.00
ENSG00000029639.6	1266.50	831.00	727.00	1245.00	1169.00
ENSG00000029725.12	3657.53	915.00	742.00	1078.00	1091.00
ENSG00000029993.10	1286.79	811.00	580.00	630.00	616.00
ENSG00000030066.9	4803.67	1791.00	1510.00	1878.00	1888.00
ENSG00000030110.8	2136.00	287.49	232.77	321.59	285.27
ENSG00000030419.12	5878.17	15.00	18.00	52.00	57.00
ENSG00000030582.12	1631.03	2174.00	2560.00	2464.00	2043.00
ENSG00000031003.6	4532.58	412.00	380.00	417.00	440.00
ENSG00000031081.6	4934.00	0.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	240.00	187.00	311.00	318.00
ENSG00000031698.8	1750.33	1219.00	1018.00	1613.00	1548.00
ENSG00000031823.10	1244.49	907.00	871.00	473.00	408.00
ENSG00000032219.14	3751.61	616.00	502.00	666.00	661.00
ENSG00000032389.8	1650.08	529.00	488.00	591.00	482.00
ENSG00000032444.11	1270.20	345.00	397.00	462.00	325.00
ENSG00000032742.13	1973.78	251.00	184.00	259.00	265.00
ENSG00000033011.7	1689.19	654.00	546.00	715.00	707.00
ENSG00000033030.9	2465.12	529.00	403.00	531.00	542.00
ENSG00000033050.3	2567.94	700.00	521.00	856.00	859.00
ENSG00000033100.10	3777.50	486.00	481.00	466.00	419.00
ENSG00000033170.12	2783.60	405.00	289.00	658.00	731.00
ENSG00000033178.8	4169.37	1153.00	876.00	1203.00	1221.00
ENSG00000033327.8	5658.49	320.00	297.00	373.00	344.00
ENSG00000033627.10	2848.69	891.00	810.00	1304.00	1090.00
ENSG00000033800.9	2074.87	518.00	430.00	659.00	635.00
ENSG00000033867.12	4580.93	895.00	647.00	1052.00	1096.00
ENSG00000034053.10	2904.21	43.00	48.00	44.00	20.00
ENSG00000034063.9	3895.88	831.68	788.67	658.67	640.75
ENSG00000034152.14	2025.67	687.00	620.00	595.00	519.00
ENSG00000034510.4	492.00	3787.00	3262.00	5147.00	4568.00
ENSG00000034533.7	2655.91	93.00	86.00	79.00	116.00
ENSG00000034677.7	3372.50	1250.00	1053.00	1699.00	1653.00
ENSG00000034693.10	1426.64	382.00	281.00	318.00	332.94
ENSG00000034713.3	1025.29	747.00	716.00	989.00	1044.00
ENSG00000035115.17	1421.33	601.00	507.00	500.00	472.00
ENSG00000035141.3	1870.31	1370.00	1091.00	1334.00	1365.00
ENSG00000035403.12	5286.00	857.00	662.00	1225.00	1178.00
ENSG00000035499.8	2358.54	645.00	476.00	475.00	510.00
ENSG00000035664.7	1643.69	6.00	9.00	12.00	8.00
ENSG00000035681.3	2693.13	483.00	362.00	565.00	600.00
ENSG00000035687.9	2647.37	706.00	564.00	822.00	875.00
ENSG00000035862.8	3408.25	1117.00	879.00	2223.00	2024.00
ENSG00000035928.10	3878.09	2630.00	2000.00	2528.00	2460.00
ENSG00000036054.8	3562.42	760.00	591.00	843.00	893.00
ENSG00000036257.8	2604.59	1362.00	1020.00	1442.00	1407.00
ENSG00000036448.5	1102.33	0.00	0.00	0.00	0.00
ENSG00000036473.6	1038.40	7.00	1.00	0.00	2.00
ENSG00000036530.4	6609.00	0.00	0.00	0.00	1.00
ENSG00000036549.8	4000.97	836.04	648.00	828.00	914.00
ENSG00000036672.11	2460.24	157.00	129.00	193.00	177.00
ENSG00000037042.8	1490.12	458.76	453.63	445.14	407.00
ENSG00000037241.3	676.94	282.00	211.95	249.97	258.91
ENSG00000037280.11	2393.64	1.00	0.00	1.00	0.00
ENSG00000037474.10	2438.60	1275.00	1031.00	1340.00	1333.00
ENSG00000037637.6	3032.66	398.00	368.00	455.00	412.00
ENSG00000037749.7	4150.62	632.00	498.00	751.00	796.00
ENSG00000037757.9	2524.66	256.00	251.00	299.00	251.00
ENSG00000037897.12	834.93	171.00	171.00	218.00	173.00
ENSG00000037965.4	3371.00	0.00	3.00	1.00	4.00
ENSG00000038002.4	1200.57	314.00	261.00	261.00	272.00
ENSG00000038210.9	2857.13	591.00	428.00	557.00	598.00
ENSG00000038219.8	6925.02	1441.00	1270.00	1685.00	1715.00
ENSG00000038274.12	2210.73	725.00	562.00	525.00	470.00
ENSG00000038358.10	1833.66	984.90	1036.60	910.65	770.15
ENSG00000038382.13	4569.53	1750.00	1526.00	1796.00	1663.00
ENSG00000038427.11	7497.89	2522.00	1869.00	3409.00	3367.00
ENSG00000038532.10	3354.55	543.00	521.00	615.00	558.00
ENSG00000039068.14	4812.95	831.00	748.00	437.00	385.00
ENSG00000039123.11	2970.88	1215.00	964.00	1423.00	1410.00
ENSG00000039139.9	3807.91	13.00	1.00	24.00	31.00
ENSG00000039319.12	4755.37	889.00	714.00	798.00	775.00
ENSG00000039523.13	3419.46	454.00	450.00	519.00	396.00
ENSG00000039537.9	2638.94	15.00	12.00	15.00	12.00
ENSG00000039560.9	3722.51	657.00	563.00	843.00	859.00
ENSG00000039600.6	2549.00	0.00	0.00	0.00	0.00
ENSG00000039650.5	1497.98	132.00	146.00	164.00	113.00
ENSG00000040199.14	7689.83	469.00	359.00	633.00	637.00
ENSG00000040275.12	1988.24	422.00	313.00	362.00	384.00
ENSG00000040341.13	1958.18	531.39	403.76	569.94	692.76
ENSG00000040487.8	1528.99	99.02	136.00	116.00	104.00
ENSG00000040531.10	2099.22	230.00	192.00	252.00	218.00
ENSG00000040608.9	1266.00	4.00	2.00	1.00	0.00
ENSG00000040633.8	1503.21	398.00	373.00	456.00	413.00
ENSG00000040731.6	2855.00	2.00	1.00	2.00	1.00
ENSG00000040933.11	6048.19	420.00	351.00	415.00	375.00
ENSG00000041353.5	2183.25	1.00	1.00	2.00	0.00
ENSG00000041357.11	1237.39	1398.00	1105.00	1445.00	1489.00
ENSG00000041515.11	3469.00	0.00	0.00	0.00	0.00
ENSG00000041802.6	2710.92	386.00	302.00	462.00	449.00
ENSG00000041880.10	1760.05	226.12	232.00	276.00	240.00
ENSG00000041988.11	1092.74	55.00	91.00	61.00	59.00
ENSG00000042062.7	1086.00	1.00	0.00	1.00	1.00
ENSG00000042088.9	2252.26	477.00	342.00	458.00	447.00
ENSG00000042286.10	3185.26	600.00	575.00	374.00	354.00
ENSG00000042317.12	2010.48	85.00	62.00	131.00	128.00
ENSG00000042429.6	1399.39	473.00	352.00	398.00	372.00
ENSG00000042445.9	2679.19	1422.00	1265.00	1200.00	1070.00
ENSG00000042493.11	1028.98	56.00	43.00	41.00	48.00
ENSG00000042753.7	895.90	366.00	311.00	443.00	373.00
ENSG00000042781.8	18883.00	1.00	0.00	0.00	1.00
ENSG00000042832.7	1907.45	0.00	0.00	1.00	0.00
ENSG00000042980.8	1639.50	0.00	0.00	3.00	0.00
ENSG00000043093.9	2901.34	545.00	420.00	643.00	652.00
ENSG00000043143.16	3122.57	221.00	202.00	239.00	247.00
ENSG00000043355.6	2974.00	13.00	3.00	4.00	4.00
ENSG00000043514.11	1567.76	235.00	220.00	310.00	303.00
ENSG00000044090.4	4905.07	1832.00	1847.00	1931.00	1621.00
ENSG00000044115.16	3406.33	4621.00	3812.00	5001.00	4809.00
ENSG00000044446.7	3314.66	2967.00	2808.00	2179.00	1910.00
ENSG00000044459.10	4937.81	163.00	118.00	177.00	160.00
ENSG00000044524.6	3085.00	1.00	1.00	1.00	2.00
ENSG00000044574.7	3908.00	21877.99	18146.99	20591.91	19807.92
ENSG00000046604.8	5813.54	3818.75	3057.00	4920.00	5114.00
ENSG00000046647.9	1057.32	91.00	80.00	104.00	117.00
ENSG00000046651.10	2952.50	447.00	340.00	585.00	569.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	3015.00	1.00	2.00	0.00	1.00
ENSG00000047056.10	4337.25	267.00	257.00	303.00	300.00
ENSG00000047188.11	4556.09	817.91	618.00	773.00	829.00
ENSG00000047230.10	3259.76	618.00	457.00	731.00	707.00
ENSG00000047249.12	1721.53	339.00	294.00	428.00	466.00
ENSG00000047315.10	3158.52	2316.00	1774.99	2543.00	2433.00
ENSG00000047346.8	2231.74	335.00	277.00	384.00	425.00
ENSG00000047365.7	3978.54	13.00	13.00	18.00	16.00
ENSG00000047410.9	9065.57	4634.00	3918.00	5348.00	5417.00
ENSG00000047457.9	3546.45	30479.97	26049.51	18533.18	19656.11
ENSG00000047578.8	3365.92	433.00	363.00	514.00	422.00
ENSG00000047579.15	1403.96	147.00	117.00	256.00	203.00
ENSG00000047617.10	1433.82	0.00	2.00	0.00	0.00
ENSG00000047621.7	2225.59	169.00	116.00	239.00	236.00
ENSG00000047634.10	3015.49	1783.00	1537.00	2277.00	2301.00
ENSG00000047644.13	1954.98	93.00	83.00	95.00	90.00
ENSG00000047648.17	3386.55	0.00	0.00	0.00	0.00
ENSG00000047662.4	6622.00	3.00	0.00	4.00	2.00
ENSG00000047849.17	5027.68	3808.00	3368.00	4715.00	4503.00
ENSG00000047932.9	4570.66	1364.00	1146.00	1527.00	1557.00
ENSG00000047936.6	5177.67	0.00	1.00	1.00	0.00
ENSG00000048028.7	2813.28	704.00	520.00	919.00	809.00
ENSG00000048052.17	4102.00	1.00	1.00	5.00	1.00
ENSG00000048140.13	2240.68	227.00	212.00	309.85	234.00
ENSG00000048162.15	1112.28	203.00	183.00	222.00	225.00
ENSG00000048342.11	3213.40	124.00	102.00	153.00	164.00
ENSG00000048392.7	4183.73	818.00	633.00	1255.00	1326.00
ENSG00000048405.5	3150.73	233.00	188.00	217.00	270.00
ENSG00000048471.9	8048.48	250.00	230.00	312.00	283.00
ENSG00000048544.5	2110.00	627.00	444.00	712.00	800.00
ENSG00000048649.9	6121.23	1142.74	843.39	1294.08	1340.95
ENSG00000048707.9	9378.21	780.00	650.00	1131.00	1099.00
ENSG00000048740.13	4204.29	0.00	0.00	0.00	0.00
ENSG00000048828.12	4522.59	1295.00	1109.00	1369.94	1340.00
ENSG00000048991.12	3345.30	1163.00	869.00	1430.00	1350.00
ENSG00000049089.9	2274.54	733.00	811.00	802.00	618.00
ENSG00000049130.9	4365.90	142.00	125.00	437.00	475.00
ENSG00000049167.9	1797.56	266.83	218.00	267.58	315.00
ENSG00000049192.10	5728.71	237.00	254.00	444.00	400.00
ENSG00000049239.8	8138.53	1657.00	1578.00	1512.00	1312.00
ENSG00000049245.8	2086.41	1492.00	1263.00	1861.00	1841.00
ENSG00000049246.10	4533.06	154.00	126.00	130.00	134.00
ENSG00000049249.4	1923.00	1.00	1.00	1.00	1.00
ENSG00000049283.13	4071.00	9.00	7.00	8.55	10.00
ENSG00000049319.2	2372.00	1.00	0.00	1.00	2.00
ENSG00000049323.11	4425.22	42.00	34.00	53.00	66.00
ENSG00000049449.4	2342.41	992.81	810.00	836.12	841.90
ENSG00000049540.12	2703.00	7.00	4.00	5.00	4.00
ENSG00000049541.6	1551.14	409.00	342.00	357.00	312.00
ENSG00000049618.17	6856.97	1440.00	1348.00	1618.00	1457.00
ENSG00000049656.9	1175.65	884.00	788.00	945.00	843.00
ENSG00000049759.12	3560.45	4871.00	4179.00	4277.00	4256.00
ENSG00000049768.10	1630.17	1.00	0.00	0.00	0.00
ENSG00000049769.8	2443.00	3.00	3.00	3.00	6.00
ENSG00000049860.9	1503.77	1198.00	996.00	1565.00	1632.00
ENSG00000049883.10	1973.81	114.00	96.00	142.00	142.00
ENSG00000050030.9	6113.50	1.00	0.00	0.00	0.00
ENSG00000050130.13	1675.03	615.00	514.00	525.00	550.00
ENSG00000050165.13	1103.87	4.00	1.00	3.00	4.00
ENSG00000050327.10	2568.05	33.71	30.71	29.89	17.61
ENSG00000050344.8	2878.60	386.00	270.00	505.00	460.00
ENSG00000050393.7	2683.13	381.00	315.00	276.00	308.00
ENSG00000050405.9	3423.57	749.00	616.00	666.00	690.00
ENSG00000050426.11	1422.31	709.00	594.00	742.00	706.00
ENSG00000050438.12	847.48	3.00	3.00	3.00	2.00
ENSG00000050555.13	5119.12	3.00	13.00	11.00	8.00
ENSG00000050628.16	2316.83	0.00	0.00	0.00	0.00
ENSG00000050748.13	3070.42	861.00	674.00	790.00	771.00
ENSG00000050767.11	1519.67	0.00	1.00	1.00	0.00
ENSG00000050820.12	2635.74	486.00	546.00	475.00	356.00
ENSG00000051009.6	2354.16	258.00	241.00	272.00	208.00
ENSG00000051108.10	1629.02	1153.00	975.00	1441.00	1433.00
ENSG00000051128.14	821.60	145.00	153.00	138.00	130.51
ENSG00000051180.12	1234.72	250.00	174.00	252.00	214.00
ENSG00000051341.9	7208.54	492.00	402.00	479.00	501.00
ENSG00000051382.4	3772.84	891.00	750.00	1161.00	1208.00
ENSG00000051523.6	916.45	536.00	737.00	458.00	316.00
ENSG00000051596.5	848.50	352.63	371.80	380.74	341.85
ENSG00000051620.6	3523.61	691.00	622.00	868.00	837.00
ENSG00000051825.10	2539.74	591.00	447.00	524.00	515.00
ENSG00000052126.10	3708.13	461.00	326.00	467.00	536.00
ENSG00000052344.11	1856.24	129.00	126.00	82.00	55.00
ENSG00000052723.7	3147.52	712.00	636.00	780.00	828.00
ENSG00000052749.9	3753.84	465.00	393.00	428.00	375.00
ENSG00000052795.8	5092.29	974.00	867.00	1152.00	1214.00
ENSG00000052802.8	2053.56	3052.00	2412.99	2046.00	2047.00
ENSG00000052841.10	2916.73	1551.00	1401.00	1611.00	1590.00
ENSG00000052850.5	5750.00	0.00	0.00	0.00	0.00
ENSG00000053108.12	1546.19	99.00	95.00	42.00	35.00
ENSG00000053254.11	6424.75	3338.00	2830.00	2699.00	2630.00
ENSG00000053371.8	1362.00	512.00	443.00	397.00	351.00
ENSG00000053372.4	2200.66	589.00	504.00	567.00	548.00
ENSG00000053501.8	765.64	61.00	47.00	59.00	47.00
ENSG00000053524.7	3031.00	0.00	0.00	1.00	2.00
ENSG00000053747.11	2538.31	81.00	73.00	71.00	62.00
ENSG00000053770.7	2693.02	464.00	334.00	448.00	423.00
ENSG00000053900.6	2085.76	402.00	317.00	431.00	442.00
ENSG00000053918.11	1260.83	0.00	1.00	0.00	0.00
ENSG00000054116.7	1236.01	417.00	346.00	542.00	486.00
ENSG00000054118.9	4039.37	2715.00	2250.00	2754.00	2628.00
ENSG00000054148.13	886.83	670.00	700.00	620.00	457.00
ENSG00000054179.7	1668.19	336.00	364.00	317.00	236.00
ENSG00000054267.16	4527.21	909.08	741.08	870.00	836.53
ENSG00000054277.8	1814.96	327.00	268.00	399.00	412.00
ENSG00000054282.11	1565.26	179.00	119.00	218.00	225.00
ENSG00000054356.9	1392.97	5.00	2.00	4.00	3.00
ENSG00000054392.8	3156.32	146.00	123.00	166.00	174.00
ENSG00000054523.12	9367.01	2637.33	2254.00	3225.00	3267.00
ENSG00000054598.5	3447.00	31.00	24.00	43.00	37.00
ENSG00000054611.9	2563.16	318.00	352.00	342.00	302.00
ENSG00000054654.11	10026.06	1129.00	803.00	1161.00	1208.00
ENSG00000054690.9	3108.96	595.00	544.00	818.21	751.00
ENSG00000054793.9	7736.50	2000.00	1709.00	2996.00	3005.00
ENSG00000054938.11	1353.67	1.00	1.00	1.00	0.00
ENSG00000054965.6	6168.22	1043.00	903.00	1184.00	1073.00
ENSG00000054967.8	3220.69	70.00	72.00	80.00	71.00
ENSG00000055044.6	1651.73	1524.00	1194.00	1525.00	1560.00
ENSG00000055070.12	3184.15	1238.00	1130.00	925.00	779.00
ENSG00000055118.10	3267.00	6.00	4.00	5.00	2.00
ENSG00000055130.11	3062.66	1240.00	991.00	1326.00	1343.00
ENSG00000055147.13	2269.93	215.00	178.00	276.00	307.00
ENSG00000055163.14	4289.57	1146.00	1105.00	1335.00	1213.00
ENSG00000055208.13	3640.03	1684.00	1375.00	1888.00	1915.00
ENSG00000055211.8	2010.33	581.00	468.00	897.00	965.00
ENSG00000055332.12	6269.63	1377.00	1070.00	1469.00	1365.00
ENSG00000055483.15	2837.48	1245.00	1084.00	1290.00	1196.00
ENSG00000055609.13	11789.98	1361.00	1238.00	1806.00	1619.00
ENSG00000055732.8	2093.65	0.00	0.00	1.00	3.00
ENSG00000055917.11	4915.32	3066.00	2488.00	3273.00	3312.00
ENSG00000055950.12	915.42	267.00	246.00	239.00	202.00
ENSG00000055955.11	1111.94	34.44	24.09	92.74	84.26
ENSG00000055957.6	1251.88	329.00	318.00	105.00	91.00
ENSG00000056050.6	1230.00	125.00	111.00	171.00	166.00
ENSG00000056097.11	3834.31	2484.00	2070.00	2787.00	2923.00
ENSG00000056277.11	4398.08	96.00	86.00	120.00	128.00
ENSG00000056487.11	1396.77	0.00	0.00	1.00	0.00
ENSG00000056558.6	6324.00	63.00	48.00	55.00	66.00
ENSG00000056586.11	5581.05	1108.00	910.00	1192.00	1201.00
ENSG00000056661.9	2496.06	968.00	930.00	938.00	806.00
ENSG00000056736.5	2322.97	2235.00	1936.00	1872.00	1655.00
ENSG00000056972.14	1859.18	202.00	167.00	216.00	218.00
ENSG00000056998.14	2950.17	539.98	448.00	343.00	324.00
ENSG00000057019.11	5034.07	2663.00	1992.00	3420.00	3411.00
ENSG00000057252.8	2544.59	797.00	636.00	1036.00	1089.00
ENSG00000057294.9	3354.64	578.00	444.00	847.00	809.00
ENSG00000057468.6	3266.00	0.00	1.00	0.00	0.00
ENSG00000057593.9	2600.03	551.00	608.00	266.00	262.00
ENSG00000057608.12	2207.22	4679.97	3798.00	4467.91	4620.97
ENSG00000057657.10	4675.00	0.00	0.00	0.00	2.00
ENSG00000057663.8	3187.78	422.00	315.00	504.00	487.00
ENSG00000057704.6	2822.00	0.00	0.00	0.00	0.00
ENSG00000057757.5	1368.51	270.00	219.00	335.00	305.00
ENSG00000057935.9	2121.39	1744.00	1505.00	1958.00	1881.00
ENSG00000058056.4	7312.89	1265.00	1110.00	1227.00	1175.00
ENSG00000058063.11	4848.65	630.00	512.00	692.00	650.00
ENSG00000058085.10	1052.68	0.00	0.00	15.00	8.00
ENSG00000058091.12	2756.26	25.00	17.00	8.00	15.00
ENSG00000058262.5	3102.87	4805.00	4174.00	4588.00	4311.00
ENSG00000058272.11	3506.37	952.00	857.00	1165.00	1265.00
ENSG00000058335.11	5629.54	12.00	16.00	10.00	10.00
ENSG00000058404.15	4142.00	2.00	5.00	3.00	3.00
ENSG00000058453.12	2784.24	36.00	46.00	32.00	28.00
ENSG00000058600.11	1546.83	1339.00	1188.00	1464.00	1298.00
ENSG00000058668.10	6125.42	754.00	620.00	888.00	767.00
ENSG00000058673.11	4718.15	2948.90	2462.26	3178.80	3163.55
ENSG00000058729.6	1982.13	311.00	268.00	391.00	375.00
ENSG00000058799.9	1561.16	263.00	218.00	382.00	333.00
ENSG00000058804.10	4590.12	1335.00	1091.00	1148.00	1262.00
ENSG00000058866.10	2190.28	136.00	109.00	150.00	153.00
ENSG00000059122.12	1699.48	118.00	118.00	141.00	85.00
ENSG00000059145.14	2018.44	128.00	166.00	110.00	106.00
ENSG00000059377.11	1117.07	41.00	25.00	37.00	46.00
ENSG00000059378.8	1839.80	301.00	245.00	269.00	221.00
ENSG00000059573.4	2562.88	5152.00	4350.00	5109.00	4775.00
ENSG00000059588.5	2995.19	1309.00	1100.00	1407.00	1366.00
ENSG00000059691.7	1933.93	630.00	533.00	649.00	636.91
ENSG00000059728.6	5158.91	195.00	190.00	317.00	316.16
ENSG00000059758.3	3133.36	434.00	337.00	428.00	452.00
ENSG00000059769.15	2012.03	295.99	225.73	306.25	320.82
ENSG00000059804.11	3488.30	9875.04	8974.46	9935.26	9623.54
ENSG00000059915.12	1261.62	6.00	9.00	7.00	4.00
ENSG00000060069.12	3305.82	176.00	189.00	171.00	136.00
ENSG00000060138.8	1378.29	1511.00	1269.00	2217.00	2248.00
ENSG00000060237.12	5748.02	3850.00	3580.00	4177.00	4030.00
ENSG00000060339.9	2866.30	1570.00	1209.00	1741.00	1720.00
ENSG00000060491.12	1297.33	623.00	769.00	666.00	531.00
ENSG00000060558.3	1170.33	0.00	0.00	1.00	0.00
ENSG00000060566.9	2543.35	243.00	218.00	120.00	90.00
ENSG00000060642.6	2142.34	370.00	336.00	420.00	420.00
ENSG00000060656.15	5350.98	986.00	1011.00	926.00	810.00
ENSG00000060688.8	1438.02	683.00	581.00	630.00	577.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	5442.00	0.00	0.00	0.00	1.00
ENSG00000060749.10	8442.29	1367.00	1002.00	1691.00	1704.00
ENSG00000060762.14	826.51	882.00	735.00	495.00	516.00
ENSG00000060971.13	1506.65	1930.00	1869.00	1003.00	850.00
ENSG00000060982.10	7740.88	828.00	569.00	904.00	980.00
ENSG00000061273.13	2597.04	288.00	276.00	304.00	289.00
ENSG00000061337.11	4259.67	0.00	2.00	0.00	0.00
ENSG00000061455.10	2767.13	5.00	10.00	12.00	5.00
ENSG00000061492.7	1498.00	0.00	0.00	1.00	1.00
ENSG00000061656.5	807.58	455.00	547.00	342.00	291.00
ENSG00000061676.10	4934.37	3275.00	2675.90	3378.00	3558.00
ENSG00000061794.8	1853.02	982.00	833.00	916.00	966.00
ENSG00000061936.5	3540.60	781.00	668.00	872.00	802.00
ENSG00000061938.12	1774.76	164.00	187.00	162.00	122.00
ENSG00000061987.10	5052.51	880.00	735.00	1013.00	978.00
ENSG00000062038.9	2157.69	4.00	1.00	3.00	3.00
ENSG00000062096.10	2026.00	0.00	0.00	0.00	0.00
ENSG00000062194.11	2639.35	1083.00	838.45	1245.00	1230.00
ENSG00000062282.10	1563.47	537.00	429.00	560.00	498.00
ENSG00000062370.12	3584.04	106.00	84.00	88.00	95.00
ENSG00000062485.14	2572.06	5266.49	4394.96	4553.57	4253.09
ENSG00000062524.11	1821.00	0.00	1.00	3.00	2.00
ENSG00000062582.9	712.18	347.00	294.00	299.00	264.00
ENSG00000062598.13	2696.71	865.00	783.00	936.00	882.00
ENSG00000062650.13	6062.66	1535.00	1243.00	1731.00	1756.00
ENSG00000062716.6	1965.43	2940.00	2363.00	5856.98	5710.00
ENSG00000062725.5	3955.71	1250.00	995.00	1258.00	1265.00
ENSG00000062822.8	1666.28	265.00	349.00	260.00	187.00
ENSG00000063015.15	2436.50	0.00	1.00	1.00	0.00
ENSG00000063046.13	2991.66	12567.23	10650.15	16498.05	16195.51
ENSG00000063127.11	992.65	14.00	6.00	2.00	4.00
ENSG00000063169.6	973.05	73.00	84.00	68.00	59.00
ENSG00000063176.11	1456.22	58.00	74.00	47.00	59.00
ENSG00000063177.8	510.55	4255.00	4267.00	4686.00	4070.00
ENSG00000063180.4	1392.08	34.00	27.00	62.00	48.00
ENSG00000063241.3	1059.91	269.00	321.00	154.00	106.00
ENSG00000063244.8	2305.02	1542.00	1494.00	1324.00	1068.00
ENSG00000063245.10	2391.27	563.00	741.00	329.00	288.00
ENSG00000063322.9	3653.00	524.00	442.00	532.00	479.00
ENSG00000063438.12	3871.34	7.00	6.00	20.00	12.00
ENSG00000063587.12	6302.41	511.00	418.00	389.00	368.00
ENSG00000063601.12	3149.75	261.00	223.00	295.00	285.00
ENSG00000063660.4	3166.43	102.00	123.00	94.00	77.00
ENSG00000063761.11	1978.37	68.00	57.00	64.00	68.00
ENSG00000063854.8	1155.10	585.00	605.00	410.00	388.00
ENSG00000063978.11	2679.42	946.00	824.00	1253.00	1112.00
ENSG00000064012.17	1997.21	702.00	487.00	1059.00	1063.00
ENSG00000064042.13	3543.00	2.00	2.00	2.00	3.00
ENSG00000064102.10	1862.75	507.00	418.00	622.00	623.00
ENSG00000064115.6	1858.08	1425.00	1086.00	2165.00	2137.00
ENSG00000064195.7	2602.00	3.00	5.00	9.00	4.00
ENSG00000064199.2	1041.75	108.00	74.00	114.00	95.00
ENSG00000064201.11	668.49	3.00	4.00	1.00	5.00
ENSG00000064205.6	1701.50	1.00	0.00	1.00	0.00
ENSG00000064225.8	1847.83	319.56	247.34	331.43	376.00
ENSG00000064270.8	957.95	0.00	0.00	2.00	2.00
ENSG00000064300.4	3417.00	86.00	71.00	107.00	77.00
ENSG00000064309.10	4857.09	503.00	453.00	509.00	470.00
ENSG00000064313.7	3933.30	533.00	389.00	616.00	581.00
ENSG00000064393.11	14784.65	3829.00	3279.92	3395.00	3209.00
ENSG00000064419.9	3547.83	804.00	685.00	949.00	902.00
ENSG00000064489.17	726.34	29.19	26.31	21.35	10.64
ENSG00000064490.9	872.71	215.00	195.00	220.00	200.00
ENSG00000064545.10	1009.42	166.00	212.00	164.00	136.00
ENSG00000064547.9	798.66	35.00	44.00	51.00	44.00
ENSG00000064601.12	1746.61	3059.00	2754.00	4725.00	4132.00
ENSG00000064607.12	3103.81	1898.00	1715.00	2026.00	1936.00
ENSG00000064651.9	5552.54	252.00	227.00	466.00	484.00
ENSG00000064652.6	1442.30	192.00	151.00	256.00	231.00
ENSG00000064666.10	1785.03	1174.00	1183.00	1411.00	1223.00
ENSG00000064687.8	2091.28	652.00	789.00	473.00	410.00
ENSG00000064692.14	2224.36	0.00	0.00	0.00	0.00
ENSG00000064703.7	4189.39	250.00	198.00	341.00	279.00
ENSG00000064726.5	2907.43	963.00	790.00	767.00	795.00
ENSG00000064787.8	2904.49	99.00	79.00	109.00	82.00
ENSG00000064886.9	1468.00	9.00	4.00	19.00	11.00
ENSG00000064932.11	2999.68	222.00	257.00	191.00	145.00
ENSG00000064933.12	2893.47	734.00	650.00	912.00	958.00
ENSG00000064961.14	1387.82	286.00	271.00	272.00	233.00
ENSG00000064989.8	2111.55	7.00	1.00	7.00	10.00
ENSG00000064995.12	1574.39	695.00	494.00	736.00	734.00
ENSG00000064999.12	6263.24	711.00	693.00	790.00	749.00
ENSG00000065000.11	4244.98	1774.00	1754.00	1871.00	1587.00
ENSG00000065029.10	2053.43	374.00	360.00	388.00	341.00
ENSG00000065054.9	1250.12	199.00	263.00	173.00	137.00
ENSG00000065057.3	1030.06	130.00	206.00	110.00	114.00
ENSG00000065060.12	9570.00	1354.63	1182.00	1830.00	1802.00
ENSG00000065135.7	3206.00	1258.00	1027.00	1369.00	1477.00
ENSG00000065150.14	4107.77	5626.00	4540.00	6231.00	6377.00
ENSG00000065154.7	1933.16	1205.00	1027.00	909.00	888.00
ENSG00000065183.11	2900.68	755.00	653.00	998.00	1007.00
ENSG00000065243.14	5762.44	1280.00	1018.00	1443.47	1461.00
ENSG00000065268.6	1328.88	204.00	259.00	152.00	142.00
ENSG00000065308.4	6908.00	3664.00	3145.00	4422.00	4111.00
ENSG00000065320.4	5918.00	2.00	3.00	2.00	3.00
ENSG00000065325.8	1439.71	23.00	16.00	16.00	11.00
ENSG00000065328.12	3333.61	412.00	311.00	432.00	388.00
ENSG00000065357.15	1462.84	207.00	152.00	381.00	387.00
ENSG00000065361.10	3970.37	8039.00	7388.29	6024.00	5689.00
