symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000027075.9	2376.23	4.00	7.00	43.00	32.00
ENSG00000027697.8	2082.26	1895.00	1905.00	1726.00	1658.00
ENSG00000027847.9	1733.94	317.00	283.00	425.00	410.00
ENSG00000027869.7	1598.97	10.00	10.00	17.00	11.00
ENSG00000028116.12	1873.93	346.00	330.00	430.00	411.00
ENSG00000028137.12	557.00	0.00	2.00	4.00	1.00
ENSG00000028203.13	2646.94	992.00	992.00	991.00	969.00
ENSG00000028277.16	6900.00	9.00	6.00	10.00	8.00
ENSG00000028310.13	2105.84	367.00	293.00	433.00	429.00
ENSG00000028528.10	2642.68	2754.00	2629.00	3924.00	3769.00
ENSG00000028839.5	971.44	290.00	307.00	432.00	486.00
ENSG00000029153.10	3501.86	212.00	245.00	386.00	426.00
ENSG00000029363.11	4192.70	3436.00	3438.00	3609.00	3621.00
ENSG00000029364.7	3701.46	1993.00	1927.00	1792.00	1844.00
ENSG00000029534.15	6379.00	1.00	0.00	4.00	1.00
ENSG00000029639.6	1315.17	912.00	1025.00	1024.00	937.00
ENSG00000029725.12	4184.37	1083.00	1108.00	1338.00	1237.00
ENSG00000029993.10	1220.45	749.00	744.00	310.00	277.00
ENSG00000030066.9	4933.36	2295.00	2281.00	1001.00	1001.00
ENSG00000030110.8	2128.98	794.71	717.88	1047.08	1032.24
ENSG00000030419.12	7221.28	19.00	22.00	51.00	36.00
ENSG00000030582.12	1984.34	5751.00	3820.00	6438.00	5884.00
ENSG00000031003.6	4855.31	459.00	445.00	415.00	423.00
ENSG00000031081.6	4934.00	0.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	389.00	374.00	227.00	269.00
ENSG00000031698.8	1770.90	3074.00	3059.00	3287.00	2998.00
ENSG00000031823.10	1889.87	1722.00	1319.00	1598.00	1443.00
ENSG00000032219.14	5591.20	739.00	775.00	894.00	938.00
ENSG00000032389.8	1684.86	1113.00	1041.00	1332.00	1297.00
ENSG00000032444.11	2171.46	914.00	546.00	1272.00	1175.00
ENSG00000032742.13	2491.39	309.00	376.00	262.00	250.00
ENSG00000033011.7	1654.00	999.00	950.00	678.00	571.00
ENSG00000033030.9	2735.95	795.00	866.00	960.00	958.00
ENSG00000033050.3	2889.16	809.00	780.00	922.00	904.00
ENSG00000033100.10	3651.03	1142.00	744.00	981.00	898.00
ENSG00000033170.12	3090.81	253.00	247.00	419.00	424.00
ENSG00000033178.8	5287.55	1853.00	1926.00	1163.00	1261.00
ENSG00000033327.8	5886.93	682.00	663.00	622.00	573.00
ENSG00000033627.10	3034.12	1490.00	1293.00	1597.00	1420.00
ENSG00000033800.9	2081.35	463.00	475.00	629.00	552.00
ENSG00000033867.12	5193.13	1522.00	1432.00	793.00	744.00
ENSG00000034053.10	3431.36	72.00	43.00	64.00	41.00
ENSG00000034063.9	3811.92	545.41	441.28	179.29	145.82
ENSG00000034152.14	2014.43	1793.00	1352.00	1499.00	1432.00
ENSG00000034510.4	492.00	4567.00	4211.00	9012.00	8140.00
ENSG00000034533.7	2664.23	130.00	146.00	140.00	141.00
ENSG00000034677.7	3694.21	2488.00	2345.00	1346.00	1319.00
ENSG00000034693.10	1607.17	497.00	511.00	306.00	328.00
ENSG00000034713.3	1003.31	1820.00	2013.00	2241.00	2063.00
ENSG00000035115.17	1393.41	1072.00	1091.00	1195.00	1147.00
ENSG00000035141.3	1815.78	2262.00	2173.00	2978.00	3056.00
ENSG00000035403.12	5189.15	1122.00	1072.00	2015.00	1913.00
ENSG00000035499.8	2379.68	720.00	744.00	439.00	414.00
ENSG00000035664.7	2032.76	58.00	43.00	39.00	40.00
ENSG00000035681.3	2940.49	492.00	495.00	395.00	350.00
ENSG00000035687.9	2735.20	1067.00	1073.00	1291.00	1314.00
ENSG00000035862.8	3407.37	809.00	687.00	2148.00	2225.00
ENSG00000035928.10	3955.93	3225.00	3406.00	1588.00	1529.00
ENSG00000036054.8	3575.10	1353.00	1483.00	1373.00	1277.00
ENSG00000036257.8	2456.11	2031.00	2003.00	2136.00	2244.00
ENSG00000036448.5	1295.72	1.00	2.00	2.00	3.00
ENSG00000036473.6	1132.33	14.00	9.00	8.00	9.00
ENSG00000036530.4	2015.50	1.00	0.00	1.00	0.00
ENSG00000036549.8	3668.96	1341.00	1448.00	1606.00	1491.00
ENSG00000036672.11	2884.75	165.00	122.00	142.00	132.00
ENSG00000037042.8	1660.98	939.72	712.54	1043.31	985.30
ENSG00000037241.3	661.53	353.99	385.95	522.84	487.88
ENSG00000037280.11	2393.64	0.00	0.00	0.00	0.00
ENSG00000037474.10	2665.18	1329.00	1185.00	1150.00	1088.00
ENSG00000037637.6	4215.21	547.00	554.00	535.00	440.00
ENSG00000037749.7	3909.77	1181.00	1190.00	853.00	934.00
ENSG00000037757.9	2171.52	395.00	334.00	324.00	315.00
ENSG00000037897.12	1147.07	199.00	215.00	410.00	346.00
ENSG00000037965.4	3371.00	1.00	1.00	2.00	2.00
ENSG00000038002.4	1708.50	473.00	412.00	403.00	326.00
ENSG00000038210.9	2679.34	982.00	1033.00	580.00	642.00
ENSG00000038219.8	4808.83	1456.00	1399.00	1236.00	1159.00
ENSG00000038274.12	2125.33	1129.00	1089.00	1181.00	1225.00
ENSG00000038358.10	2297.12	1555.76	1186.79	1625.69	1479.69
ENSG00000038382.13	5268.41	2196.00	2028.00	1717.00	1585.00
ENSG00000038427.11	6984.02	559.00	451.00	708.00	587.00
ENSG00000038532.10	4146.68	740.00	631.00	730.00	690.00
ENSG00000039068.14	4139.01	3314.00	3174.00	2249.00	2096.00
ENSG00000039123.11	3291.36	1733.00	1820.00	1467.00	1508.00
ENSG00000039139.9	4254.70	4.00	2.00	70.00	81.00
ENSG00000039319.12	5498.62	1361.00	1469.00	1012.00	1037.00
ENSG00000039523.13	3218.35	603.00	424.00	715.00	690.00
ENSG00000039537.9	1372.97	14.00	6.00	18.00	10.00
ENSG00000039560.9	3805.46	878.00	861.00	802.00	780.00
ENSG00000039600.6	2549.00	0.00	0.00	0.00	0.00
ENSG00000039650.5	1562.21	269.00	202.00	257.00	217.00
ENSG00000040199.14	7790.87	620.00	613.00	1134.00	1133.00
ENSG00000040275.12	2467.46	416.00	397.00	249.00	240.00
ENSG00000040341.13	1999.67	771.82	764.00	830.93	799.27
ENSG00000040487.8	1669.36	252.00	201.00	248.00	240.00
ENSG00000040531.10	2442.38	369.00	348.00	507.00	528.00
ENSG00000040608.9	1777.00	1.00	1.00	5.00	3.00
ENSG00000040633.8	1646.96	626.00	579.00	1259.00	1107.00
ENSG00000040731.6	2247.25	0.00	0.00	1.00	0.00
ENSG00000040933.11	6180.42	713.00	670.00	771.00	673.00
ENSG00000041353.5	7281.00	1.00	0.00	1.00	1.00
ENSG00000041357.11	1156.77	2109.00	2213.00	2111.00	2077.00
ENSG00000041515.11	3469.00	0.00	0.00	1.00	0.00
ENSG00000041802.6	2740.13	384.00	362.00	495.00	493.00
ENSG00000041880.10	1799.50	528.00	374.00	794.00	739.00
ENSG00000041988.11	1342.23	209.00	131.00	158.00	174.00
ENSG00000042062.7	2698.00	4.00	9.00	3.00	1.00
ENSG00000042088.9	2334.35	411.00	462.00	288.00	308.00
ENSG00000042286.10	3070.34	1320.00	1093.00	847.00	786.00
ENSG00000042317.12	2071.77	125.00	131.00	94.00	102.00
ENSG00000042429.6	1674.38	647.00	614.00	773.00	763.00
ENSG00000042445.9	2872.52	3516.00	3330.00	2329.00	2237.00
ENSG00000042493.11	868.89	102.00	79.00	292.00	222.00
ENSG00000042753.7	917.70	663.00	621.00	692.00	595.00
ENSG00000042781.8	18883.00	2.00	0.00	4.00	6.00
ENSG00000042832.7	3132.00	0.00	0.00	0.00	1.00
ENSG00000042980.8	1639.50	0.00	0.00	0.00	0.00
ENSG00000043093.9	3964.23	875.00	895.00	957.00	1052.00
ENSG00000043143.16	3220.95	278.00	210.00	497.00	445.00
ENSG00000043355.6	1335.13	3.00	1.00	8.00	10.00
ENSG00000043514.11	1730.69	417.00	432.00	288.00	300.00
ENSG00000044090.4	5184.67	4157.00	3372.00	3762.00	3436.00
ENSG00000044115.16	3415.03	6608.00	6386.00	5857.00	5701.00
ENSG00000044446.7	3508.12	5736.00	5120.00	3662.00	3264.00
ENSG00000044459.10	3722.09	193.00	230.00	180.00	209.00
ENSG00000044524.6	3813.33	0.00	0.00	0.00	0.00
ENSG00000044574.7	3908.00	21086.99	19777.99	22560.00	22044.00
ENSG00000046604.8	5831.00	6013.00	6111.00	3624.00	3801.00
ENSG00000046647.9	1050.44	170.00	170.00	139.00	140.00
ENSG00000046651.10	3300.58	542.00	502.00	601.00	574.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	3673.60	0.00	1.00	1.00	0.00
ENSG00000047056.10	4456.61	521.00	472.00	614.00	629.00
ENSG00000047188.11	5372.20	963.00	904.00	690.00	684.00
ENSG00000047230.10	3491.41	792.00	901.00	543.00	501.00
ENSG00000047249.12	1907.69	922.00	875.00	953.00	901.00
ENSG00000047315.10	3518.10	2787.00	2870.00	2630.00	2552.00
ENSG00000047346.8	2684.04	529.00	540.00	815.00	775.00
ENSG00000047365.7	6154.66	13.00	16.00	41.00	23.00
ENSG00000047410.9	7076.04	4240.00	4041.00	4023.00	3811.00
ENSG00000047457.9	4159.62	38309.61	36297.99	36431.20	36009.73
ENSG00000047578.8	4519.01	471.00	401.00	528.00	480.00
ENSG00000047579.15	1409.59	226.00	246.00	313.00	291.00
ENSG00000047617.10	3717.00	3.00	1.00	0.00	3.00
ENSG00000047621.7	2888.90	153.00	154.00	124.00	138.00
ENSG00000047634.10	2827.61	2879.00	2748.00	3204.00	3407.00
ENSG00000047644.13	3638.29	103.00	102.00	257.00	237.00
ENSG00000047648.17	3883.00	0.00	1.00	2.00	1.00
ENSG00000047662.4	6622.00	1.00	1.00	2.00	1.00
ENSG00000047849.17	4950.81	4965.00	4264.00	4110.00	3863.00
ENSG00000047932.9	4573.93	2104.00	2067.00	2051.00	1935.00
ENSG00000047936.6	7417.00	2.00	0.00	0.00	4.00
ENSG00000048028.7	3543.20	685.00	644.00	648.00	648.00
ENSG00000048052.17	4008.39	2.00	1.00	4.00	4.00
ENSG00000048140.13	2109.94	501.00	435.00	628.00	565.00
ENSG00000048162.15	1121.53	385.00	369.00	454.00	397.00
ENSG00000048342.11	4166.24	143.00	129.00	182.00	138.00
ENSG00000048392.7	4721.46	1387.00	1480.00	1622.00	1691.00
ENSG00000048405.5	3266.27	300.00	357.00	242.00	285.00
ENSG00000048471.9	6604.68	384.00	358.00	352.00	331.00
ENSG00000048544.5	2110.00	904.00	969.00	927.00	999.00
ENSG00000048649.9	4956.51	1621.81	1596.91	1450.48	1395.54
ENSG00000048707.9	5973.88	808.00	832.00	940.00	881.00
ENSG00000048740.13	4204.29	0.00	0.00	0.00	0.00
ENSG00000048828.12	4633.22	1670.00	1399.00	1480.00	1416.00
ENSG00000048991.12	3500.22	1131.00	1108.00	1298.00	1307.00
ENSG00000049089.9	2126.60	1341.00	821.00	1172.00	1008.00
ENSG00000049130.9	4149.50	20.00	26.00	100.00	107.00
ENSG00000049167.9	1779.35	420.35	402.56	373.74	315.00
ENSG00000049192.10	5699.41	220.00	285.00	145.00	165.00
ENSG00000049239.8	9123.43	4387.00	4050.00	1813.00	1600.00
ENSG00000049245.8	2132.73	2621.00	2712.00	2514.00	2527.00
ENSG00000049246.10	5119.44	212.00	210.00	322.00	327.00
ENSG00000049249.4	1923.00	1.00	0.00	2.00	5.00
ENSG00000049283.13	3720.26	15.26	19.00	13.00	9.00
ENSG00000049319.2	2372.00	1.00	4.00	1.00	2.00
ENSG00000049323.11	4171.85	12.00	7.00	8.00	8.00
ENSG00000049449.4	2472.19	1085.00	1064.72	2958.24	2899.87
ENSG00000049540.12	2866.77	14.00	11.00	35.00	22.00
ENSG00000049541.6	1435.36	394.00	384.00	192.00	167.00
ENSG00000049618.17	7492.91	1999.00	1858.00	2208.00	2000.00
ENSG00000049656.9	1626.55	1306.00	1042.00	1382.00	1278.00
ENSG00000049759.12	3516.21	9230.00	8715.00	4603.00	4517.00
ENSG00000049768.10	2179.98	2.00	0.00	4.00	2.00
ENSG00000049769.8	2231.40	13.00	11.00	27.00	24.00
ENSG00000049860.9	1713.53	1902.00	1896.00	1489.00	1574.00
ENSG00000049883.10	2008.60	135.00	126.00	128.00	143.00
ENSG00000050030.9	11719.00	0.00	0.00	3.00	1.00
ENSG00000050130.13	1655.54	874.00	887.00	780.00	814.00
ENSG00000050165.13	1740.88	0.00	0.00	123.00	105.00
ENSG00000050327.10	2575.88	39.13	20.63	42.92	39.43
ENSG00000050344.8	3027.24	179.00	249.00	160.00	112.00
ENSG00000050393.7	3116.44	432.00	490.00	502.00	542.00
ENSG00000050405.9	3616.98	821.00	790.00	1261.00	1251.00
ENSG00000050426.11	1458.94	1573.00	1583.00	1039.00	1015.00
ENSG00000050438.12	2262.00	1.00	0.00	1.00	1.00
ENSG00000050555.13	4904.33	27.00	11.00	123.00	112.00
ENSG00000050628.16	6982.00	1.00	0.00	0.00	1.00
ENSG00000050748.13	3196.33	1231.00	1199.00	787.00	810.00
ENSG00000050767.11	1519.67	0.00	1.00	1.00	0.00
ENSG00000050820.12	2740.35	1013.00	620.00	802.00	769.00
ENSG00000051009.6	2615.16	350.00	257.00	435.00	361.00
ENSG00000051108.10	1779.56	1996.00	2033.00	3194.00	3342.00
ENSG00000051128.14	1073.71	221.00	196.78	361.00	300.44
ENSG00000051180.12	1066.92	186.00	163.00	75.00	89.00
ENSG00000051341.9	8775.00	223.00	221.00	45.00	52.00
ENSG00000051382.4	3693.38	2189.00	2037.00	1558.00	1629.00
ENSG00000051523.6	792.99	1513.00	908.00	2080.00	2296.00
ENSG00000051596.5	1054.62	585.90	470.45	296.18	386.20
ENSG00000051620.6	3484.77	1080.00	1164.00	785.00	754.00
ENSG00000051825.10	2635.34	606.00	627.00	502.00	481.00
ENSG00000052126.10	3654.20	547.00	623.00	627.00	587.00
ENSG00000052344.11	1862.15	1212.00	803.00	410.00	361.00
ENSG00000052723.7	3477.89	1618.00	1635.00	1183.00	1293.00
ENSG00000052749.9	4076.83	867.00	645.00	890.00	835.00
ENSG00000052795.8	5018.24	2964.00	3022.00	3047.00	3077.00
ENSG00000052802.8	2131.53	17251.00	18191.00	15323.00	16801.00
ENSG00000052841.10	3290.29	2356.00	2395.00	2036.00	1930.00
ENSG00000052850.5	5750.00	0.00	0.00	2.00	0.00
ENSG00000053108.12	1522.89	251.00	247.00	223.00	238.00
ENSG00000053254.11	6261.02	7631.00	7508.00	4713.00	4303.00
ENSG00000053371.8	1345.73	849.00	681.00	704.00	677.00
ENSG00000053372.4	2290.69	923.00	868.00	919.00	837.00
ENSG00000053501.8	837.90	115.00	102.00	166.00	157.00
ENSG00000053524.7	6741.55	0.00	0.00	2.00	5.00
ENSG00000053747.11	2766.36	24.00	28.00	92.00	75.00
ENSG00000053770.7	2500.36	567.00	593.00	604.00	621.00
ENSG00000053900.6	1992.83	364.00	372.00	266.00	318.00
ENSG00000053918.11	1260.83	0.00	1.00	0.00	0.00
ENSG00000054116.7	1234.49	732.00	814.00	936.00	848.00
ENSG00000054118.9	4052.81	3215.00	3153.00	2992.00	2898.00
ENSG00000054148.13	868.19	1777.00	1341.00	2029.00	1885.00
ENSG00000054179.7	1758.96	631.00	416.00	331.00	263.00
ENSG00000054267.16	5391.18	1516.00	1582.47	1371.00	1336.11
ENSG00000054277.8	1840.16	552.00	476.00	644.00	662.00
ENSG00000054282.11	1831.98	285.00	229.00	331.00	304.00
ENSG00000054356.9	747.58	6.00	2.00	3.00	3.00
ENSG00000054392.8	3209.51	226.00	236.00	242.00	248.00
ENSG00000054523.12	9639.22	3630.58	3476.00	3103.22	2881.28
ENSG00000054598.5	3447.00	38.00	24.00	63.00	78.00
ENSG00000054611.9	2657.15	717.00	620.00	565.00	562.00
ENSG00000054654.11	8398.01	557.00	557.00	281.00	254.00
ENSG00000054690.9	3754.68	567.00	522.00	416.00	384.00
ENSG00000054793.9	7753.42	3406.00	3128.00	2720.00	2517.00
ENSG00000054938.11	1754.75	11.00	6.00	28.00	30.00
ENSG00000054965.6	6301.64	1306.00	1245.00	1416.00	1328.00
ENSG00000054967.8	2841.19	120.00	80.00	89.00	64.00
ENSG00000055044.6	1798.87	1602.00	1692.00	1426.00	1362.00
ENSG00000055070.12	2761.50	2155.00	1914.00	2595.00	2464.00
ENSG00000055118.10	3145.00	0.00	0.00	6.00	2.00
ENSG00000055130.11	3064.00	1519.00	1576.00	1652.00	1655.00
ENSG00000055147.13	2467.92	270.00	274.00	387.00	391.00
ENSG00000055163.14	3679.76	1993.00	1876.00	1726.00	1579.00
ENSG00000055208.13	3872.30	2342.00	2431.00	2202.00	2273.00
ENSG00000055211.8	2013.43	1118.00	1076.00	1226.00	1266.00
ENSG00000055332.12	7594.72	1694.00	1665.00	1487.00	1365.00
ENSG00000055483.15	3098.44	1748.00	1548.00	1500.00	1338.00
ENSG00000055609.13	9471.77	1340.00	1270.00	968.00	892.00
ENSG00000055732.8	2534.50	0.00	0.00	0.00	0.00
ENSG00000055917.11	5243.36	4904.00	4686.00	4216.00	4131.00
ENSG00000055950.12	938.94	513.00	459.00	447.00	354.00
ENSG00000055955.11	945.52	13.93	23.33	49.40	37.63
ENSG00000055957.6	1256.82	2151.00	2122.00	1516.00	1362.00
ENSG00000056050.6	1230.00	197.00	222.00	182.00	164.00
ENSG00000056097.11	4347.52	3819.00	3734.00	3528.00	3515.00
ENSG00000056277.11	4299.59	122.00	126.00	158.00	159.00
ENSG00000056487.11	1396.77	1.00	0.00	0.00	0.00
ENSG00000056558.6	5306.01	51.00	76.00	102.00	92.00
ENSG00000056586.11	6873.00	1786.00	1679.00	1650.00	1690.00
ENSG00000056661.9	2452.28	1617.00	1197.00	2038.00	1917.00
ENSG00000056736.5	2171.41	2408.00	2370.00	2798.00	2634.00
ENSG00000056972.14	1887.02	431.00	399.00	360.00	343.00
ENSG00000056998.14	2907.34	827.00	916.00	816.00	778.81
ENSG00000057019.11	5683.22	1893.00	1958.00	1384.00	1331.00
ENSG00000057252.8	3420.81	1523.00	1592.00	1567.00	1576.00
ENSG00000057294.9	3660.84	650.00	576.00	457.00	430.00
ENSG00000057468.6	3266.00	1.00	0.00	2.00	0.00
ENSG00000057593.9	2395.81	1441.00	1255.00	1147.00	1110.00
ENSG00000057608.12	2330.01	8851.00	8915.95	7494.98	7959.98
ENSG00000057657.10	2120.86	0.00	0.00	1.00	0.00
ENSG00000057663.8	3199.74	652.00	732.00	762.00	763.00
ENSG00000057704.6	5877.00	1.00	1.00	0.00	3.00
ENSG00000057757.5	1415.32	346.00	367.00	224.00	236.00
ENSG00000057935.9	2041.35	2839.00	2835.00	2346.00	2364.00
ENSG00000058056.4	8323.00	2867.00	2544.00	1528.00	1549.00
ENSG00000058063.11	6053.58	1206.00	1187.00	823.00	846.00
ENSG00000058085.10	2630.75	0.00	0.00	2.00	0.00
ENSG00000058091.12	4080.66	12.00	23.00	28.00	49.00
ENSG00000058262.5	3613.17	7582.00	6666.00	8011.00	7553.00
ENSG00000058272.11	4942.25	1513.00	1496.00	1480.00	1485.00
ENSG00000058335.11	1750.31	24.00	22.00	82.00	73.00
ENSG00000058404.15	3002.21	13.00	3.00	5.00	5.00
ENSG00000058453.12	2326.83	83.06	41.00	79.00	85.00
ENSG00000058600.11	1752.07	2298.00	1975.00	1873.00	1663.00
ENSG00000058668.10	5985.86	926.00	874.00	1121.00	967.00
ENSG00000058673.11	4556.10	4363.39	4135.76	3553.74	3599.08
ENSG00000058729.6	2291.05	466.00	500.00	501.00	459.00
ENSG00000058799.9	1406.95	468.00	471.00	529.00	495.00
ENSG00000058804.10	4741.24	1552.00	1627.00	684.00	678.00
ENSG00000058866.10	1811.24	155.09	161.00	197.00	161.00
ENSG00000059122.12	2707.97	269.00	197.00	260.00	271.00
ENSG00000059145.14	2045.31	220.00	169.00	263.00	241.00
ENSG00000059377.11	1230.85	42.00	58.00	71.00	63.00
ENSG00000059378.8	2344.22	529.00	473.00	629.00	617.00
ENSG00000059573.4	3301.57	6338.00	5827.00	4516.00	4494.00
ENSG00000059588.5	2595.72	1223.00	1132.00	972.00	1006.00
ENSG00000059691.7	2238.88	1029.00	1081.00	883.00	864.00
ENSG00000059728.6	5339.36	378.00	363.00	558.00	554.00
ENSG00000059758.3	3595.83	789.00	723.00	567.00	647.00
ENSG00000059769.15	1844.96	278.52	432.98	416.84	477.87
ENSG00000059804.11	3803.34	10469.91	8806.88	2293.08	2225.43
ENSG00000059915.12	2362.87	26.00	23.00	14.00	14.00
ENSG00000060069.12	3428.00	265.00	191.00	292.00	271.00
ENSG00000060138.8	1361.25	2300.00	1972.00	2476.00	2507.00
ENSG00000060237.12	6676.32	7355.00	6470.00	4295.00	3886.00
ENSG00000060339.9	2621.91	1705.00	1769.00	1890.00	1888.00
ENSG00000060491.12	2569.93	1440.00	1037.00	1300.00	1130.00
ENSG00000060558.3	1170.33	0.00	0.00	0.00	0.00
ENSG00000060566.9	2342.30	651.00	564.00	887.00	882.00
ENSG00000060642.6	2252.49	681.00	686.00	668.00	627.00
ENSG00000060656.15	4955.86	1792.00	1382.00	1342.00	1266.00
ENSG00000060688.8	1537.63	762.00	802.00	726.00	665.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	785.00	0.00	0.00	0.00	1.00
ENSG00000060749.10	9091.27	1300.00	1336.00	1166.00	1286.00
ENSG00000060762.14	899.14	2320.00	2114.00	2408.00	2419.00
ENSG00000060971.13	1555.81	4339.00	4150.00	4261.00	3762.00
ENSG00000060982.10	7554.66	1898.00	2040.00	2226.00	2196.00
ENSG00000061273.13	3426.97	338.00	274.00	424.00	328.00
ENSG00000061337.11	4259.67	2.00	0.00	3.00	0.00
ENSG00000061455.10	9267.00	28.00	18.00	15.00	7.00
ENSG00000061492.7	1457.75	0.00	0.00	0.00	0.00
ENSG00000061656.5	785.05	1687.00	1255.00	809.00	820.00
ENSG00000061676.10	5002.09	4740.00	4805.00	4557.00	4608.00
ENSG00000061794.8	1866.16	1783.00	1696.00	1788.00	1660.00
ENSG00000061936.5	2627.09	1009.00	898.00	759.00	701.00
ENSG00000061938.12	3020.82	377.00	221.00	397.00	366.00
ENSG00000061987.10	6480.28	1012.00	1111.00	829.00	841.00
ENSG00000062038.9	3611.00	6.00	11.00	6.00	2.00
ENSG00000062096.10	1923.00	0.00	0.00	6.00	4.00
ENSG00000062194.11	2779.25	1710.00	1834.00	1633.00	1611.00
ENSG00000062282.10	2069.95	1281.00	1248.00	1863.00	1697.00
ENSG00000062370.12	3236.50	92.00	120.00	97.00	122.00
ENSG00000062485.14	2738.25	7378.53	6829.29	5360.29	5142.15
ENSG00000062524.11	3444.00	7.00	5.00	7.00	4.00
ENSG00000062582.9	706.00	743.00	736.00	704.00	685.25
ENSG00000062598.13	2740.09	1298.00	1312.00	1377.00	1328.00
ENSG00000062650.13	5754.58	2383.00	2276.00	1694.00	1703.00
ENSG00000062716.6	1728.07	4226.00	4331.00	4703.00	4570.00
ENSG00000062725.5	5734.43	2219.00	2153.00	1960.00	2041.00
ENSG00000062822.8	1927.61	519.00	343.00	220.00	231.00
ENSG00000063015.15	3468.00	5.00	8.00	0.00	3.00
ENSG00000063046.13	3309.63	23481.67	24367.12	19662.91	18816.43
ENSG00000063127.11	1112.61	6.00	6.00	15.00	5.00
ENSG00000063169.6	1746.48	114.00	63.00	78.00	93.00
ENSG00000063176.11	2084.94	123.00	91.00	163.00	155.00
ENSG00000063177.8	540.03	14631.00	11537.00	6451.00	6036.00
ENSG00000063180.4	1004.49	30.00	43.00	123.00	92.00
ENSG00000063241.3	1061.27	1053.00	806.00	998.00	1022.00
ENSG00000063244.8	1957.26	2482.00	2127.00	2090.00	1870.00
ENSG00000063245.10	2416.65	1944.00	1128.00	1129.00	1043.00
ENSG00000063322.9	3215.09	776.00	707.00	1375.00	1359.00
ENSG00000063438.12	1372.55	10.00	5.00	9.00	4.00
ENSG00000063587.12	6318.58	846.00	828.00	833.00	767.00
ENSG00000063601.12	4226.57	332.00	330.00	281.00	271.00
ENSG00000063660.4	3323.77	100.00	86.00	107.00	104.00
ENSG00000063761.11	2106.67	82.00	78.00	198.00	171.00
ENSG00000063854.8	1104.05	1797.00	1621.00	1900.00	1621.00
ENSG00000063978.11	2694.34	1062.00	1005.00	1342.00	1247.00
ENSG00000064012.17	2138.18	790.00	726.00	1520.00	1453.00
ENSG00000064042.13	3051.00	0.00	0.00	0.00	3.00
ENSG00000064102.10	2111.53	614.00	616.00	562.00	600.00
ENSG00000064115.6	1853.20	1636.00	1650.00	1343.00	1399.00
ENSG00000064195.7	2602.00	5.00	1.00	5.00	5.00
ENSG00000064199.2	999.55	78.00	94.00	61.00	45.00
ENSG00000064201.11	1310.71	12.00	5.00	22.00	19.00
ENSG00000064205.6	1701.50	0.00	0.00	0.00	0.00
ENSG00000064225.8	1892.14	499.51	506.00	610.52	638.00
ENSG00000064270.8	3218.01	1.00	1.00	18.00	15.00
ENSG00000064300.4	3417.00	27.00	10.00	17.00	14.00
ENSG00000064309.10	5265.58	732.00	708.00	610.00	611.00
ENSG00000064313.7	4748.60	615.00	586.00	523.00	499.00
ENSG00000064393.11	14882.41	5052.00	4693.00	2725.00	2455.00
ENSG00000064419.9	3557.96	878.00	810.00	768.00	785.00
ENSG00000064489.17	768.83	25.74	38.58	19.90	48.32
ENSG00000064490.9	902.36	449.00	370.00	644.00	593.00
ENSG00000064545.10	1438.16	628.00	349.00	452.00	375.00
ENSG00000064547.9	852.09	44.00	24.00	52.00	45.00
ENSG00000064601.12	1795.17	3836.00	3261.00	5120.00	4887.00
ENSG00000064607.12	2989.87	1697.00	1586.00	1128.00	1000.00
ENSG00000064651.9	6731.35	360.00	378.00	340.00	370.00
ENSG00000064652.6	1680.02	401.00	422.00	349.00	344.00
ENSG00000064666.10	1898.21	1848.00	1448.00	1725.00	1600.00
ENSG00000064687.8	2796.52	1939.00	1335.00	1682.00	1521.00
ENSG00000064692.14	2224.36	0.00	0.00	0.00	0.00
ENSG00000064703.7	4222.24	273.00	261.00	251.00	265.00
ENSG00000064726.5	3090.28	1611.00	1619.00	860.00	869.00
ENSG00000064787.8	2995.19	101.00	104.00	229.00	219.00
ENSG00000064886.9	1412.34	12.00	9.00	8.00	15.00
ENSG00000064932.11	3145.57	536.00	325.00	362.00	327.00
ENSG00000064933.12	2854.95	863.00	749.00	723.00	795.00
ENSG00000064961.14	1423.87	629.00	467.00	534.00	451.00
ENSG00000064989.8	1852.01	9.00	12.00	33.00	17.00
ENSG00000064995.12	1580.00	1088.00	1206.00	476.00	370.00
ENSG00000064999.12	6183.44	1080.00	901.00	976.00	970.00
ENSG00000065000.11	4695.72	2868.00	2063.00	3543.00	3292.00
ENSG00000065029.10	2449.34	623.00	498.00	898.00	841.00
ENSG00000065054.9	1204.97	791.00	387.00	838.00	779.00
ENSG00000065057.3	1048.42	509.00	337.00	361.00	285.00
ENSG00000065060.12	9544.10	2539.00	2544.00	2451.00	2406.00
ENSG00000065135.7	3206.00	2117.00	2182.00	1954.00	2045.00
