symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000028137.12	3583.00	0.00	1.00	0.00	1.00
ENSG00000028203.13	2405.61	992.00	968.00	729.00	625.00
ENSG00000028277.16	6900.00	4.00	8.00	8.00	7.00
ENSG00000028310.13	2462.27	357.00	363.00	312.13	276.21
ENSG00000028528.10	2910.69	2143.00	2113.00	1780.00	1804.00
ENSG00000028839.5	1052.71	247.00	241.00	280.00	254.00
ENSG00000029153.10	3235.50	393.00	319.00	216.00	219.00
ENSG00000029363.11	3041.75	4027.00	3941.00	3633.00	3048.00
ENSG00000029364.7	3946.14	1404.00	1315.00	1153.00	1139.00
ENSG00000029534.15	1270.38	3.00	4.00	5.00	2.00
ENSG00000029639.6	1264.30	1079.00	1043.00	822.00	718.00
ENSG00000029725.12	3689.64	909.00	942.00	803.00	677.00
ENSG00000029993.10	1194.09	1031.00	1010.00	1058.00	884.00
ENSG00000030066.9	5012.56	1933.00	1854.00	1677.00	1510.00
ENSG00000030110.8	2136.00	324.37	300.88	167.36	218.00
ENSG00000030419.12	4217.13	36.00	29.00	25.00	29.00
ENSG00000030582.12	1755.40	2630.00	2770.00	3392.00	4516.00
ENSG00000031003.6	4394.49	459.00	408.00	426.00	408.00
ENSG00000031081.6	4934.00	1.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	269.00	253.00	262.00	237.00
ENSG00000031698.8	1779.06	1191.00	1295.00	1652.00	1883.00
ENSG00000031823.10	1542.85	907.00	891.00	577.00	677.00
ENSG00000032219.14	4294.51	673.00	615.00	723.00	655.00
ENSG00000032389.8	1575.55	526.00	502.00	488.00	542.00
ENSG00000032444.11	1415.77	295.00	306.00	337.00	488.00
ENSG00000032742.13	1767.44	307.00	288.00	254.00	213.00
ENSG00000033011.7	1876.17	709.00	663.00	571.00	607.00
ENSG00000033030.9	2350.16	592.00	561.00	571.00	522.00
ENSG00000033050.3	2304.44	779.00	776.00	677.00	741.00
ENSG00000033100.10	3846.94	428.00	432.00	320.00	443.00
ENSG00000033170.12	2659.35	589.00	541.00	443.00	437.00
ENSG00000033178.8	3658.74	1437.00	1359.00	838.00	720.00
ENSG00000033327.8	6068.24	467.00	457.00	277.00	266.00
ENSG00000033627.10	2928.83	1175.00	1185.00	1108.00	1197.00
ENSG00000033800.9	2054.14	689.00	692.00	702.00	617.00
ENSG00000033867.12	5959.53	1274.00	1288.00	792.00	690.00
ENSG00000034053.10	2877.30	35.00	46.00	30.00	24.00
ENSG00000034063.9	3883.25	717.59	732.54	865.49	1009.90
ENSG00000034152.14	1883.08	639.00	575.00	559.00	711.00
ENSG00000034510.4	492.00	5015.00	4341.00	3099.00	3805.00
ENSG00000034533.7	2038.50	93.00	98.00	91.00	69.00
ENSG00000034677.7	3942.99	1254.00	1189.00	938.00	912.00
ENSG00000034693.10	1301.76	557.00	468.96	294.00	287.84
ENSG00000034713.3	1037.15	886.00	918.00	713.00	586.00
ENSG00000035115.17	1343.35	636.00	581.00	244.00	195.00
ENSG00000035141.3	1867.34	1484.00	1441.00	1295.00	1190.00
ENSG00000035403.12	5221.58	1256.00	1205.00	816.00	849.00
ENSG00000035499.8	2309.95	826.00	711.00	782.00	756.00
ENSG00000035664.7	2227.65	7.00	8.00	2.00	2.00
ENSG00000035681.3	2664.38	520.00	532.00	399.00	416.00
ENSG00000035687.9	2671.16	797.00	837.00	649.00	589.00
ENSG00000035862.8	3403.57	1506.00	1393.00	1538.00	1857.00
ENSG00000035928.10	3069.96	2752.00	2756.00	2800.00	2277.00
ENSG00000036054.8	3510.03	966.00	973.00	540.00	472.00
ENSG00000036257.8	2709.96	1545.00	1477.00	1264.00	1075.00
ENSG00000036448.5	1102.33	0.00	0.00	0.00	0.00
ENSG00000036473.6	1585.00	2.00	3.00	5.00	4.00
ENSG00000036530.4	2015.50	0.00	0.00	1.00	0.00
ENSG00000036549.8	3913.73	954.00	928.00	842.00	701.00
ENSG00000036672.11	1968.27	227.00	176.00	319.00	360.00
ENSG00000037042.8	1552.31	497.91	538.00	495.19	523.45
ENSG00000037241.3	701.24	240.00	230.88	208.93	213.96
ENSG00000037280.11	2393.64	0.00	1.00	1.00	0.00
ENSG00000037474.10	2591.94	1439.00	1425.00	1001.00	1006.00
ENSG00000037637.6	4559.38	463.00	450.00	396.00	377.00
ENSG00000037749.7	4588.25	820.00	734.00	697.00	659.00
ENSG00000037757.9	2374.63	316.00	287.00	260.00	287.00
ENSG00000037897.12	908.53	174.00	158.00	103.00	111.00
ENSG00000037965.4	3371.00	2.00	1.00	0.00	1.00
ENSG00000038002.4	920.25	284.00	299.00	408.00	402.00
ENSG00000038210.9	2962.49	634.00	583.00	416.00	342.00
ENSG00000038219.8	6685.95	1580.00	1528.00	1249.00	1164.00
ENSG00000038274.12	2150.83	817.00	765.00	716.00	648.00
ENSG00000038358.10	1808.44	1114.74	1012.96	876.03	1137.67
ENSG00000038382.13	4067.34	1723.00	1750.00	1335.00	1402.00
ENSG00000038427.11	7494.47	3892.00	3761.00	1410.00	1366.00
ENSG00000038532.10	3586.80	575.00	610.00	473.00	572.00
ENSG00000039068.14	4398.32	632.00	681.00	506.00	510.00
ENSG00000039123.11	2788.43	1456.00	1305.00	1179.00	1076.00
ENSG00000039139.9	4787.50	7.00	5.00	0.00	0.00
ENSG00000039319.12	4348.12	1126.00	1082.00	809.00	672.00
ENSG00000039523.13	3090.02	530.00	596.00	335.00	448.00
ENSG00000039537.9	2643.60	15.00	27.00	36.00	33.00
ENSG00000039560.9	3463.43	828.00	750.00	476.00	400.00
ENSG00000039600.6	2549.00	0.00	1.00	0.00	0.00
ENSG00000039650.5	1557.43	171.00	181.00	163.00	158.00
ENSG00000040199.14	7636.06	552.00	596.00	325.00	313.00
ENSG00000040275.12	2199.27	538.00	498.00	419.00	338.00
ENSG00000040341.13	1858.05	588.51	580.51	376.93	329.30
ENSG00000040487.8	1529.80	110.00	91.00	107.00	142.00
ENSG00000040531.10	2483.19	227.00	222.00	180.00	209.00
ENSG00000040608.9	1777.00	5.00	5.00	1.00	2.00
ENSG00000040633.8	1381.50	552.00	566.00	482.00	569.00
ENSG00000040731.6	2855.00	5.00	4.00	1.00	1.00
ENSG00000040933.11	5735.40	552.00	538.00	421.00	380.00
ENSG00000041353.5	2183.25	6.00	1.00	0.00	0.00
ENSG00000041357.11	1055.05	1603.00	1496.00	1210.00	1111.00
ENSG00000041515.11	3469.00	0.00	1.00	1.00	0.00
ENSG00000041802.6	2568.97	404.00	413.00	341.00	298.00
ENSG00000041880.10	1781.77	301.00	322.00	226.00	292.00
ENSG00000041988.11	1268.61	87.00	73.00	86.00	104.00
ENSG00000042062.7	1356.81	3.00	1.00	0.00	2.00
ENSG00000042088.9	2344.04	549.00	520.00	541.00	469.00
ENSG00000042286.10	3166.67	670.00	599.00	701.00	759.00
ENSG00000042317.12	1683.63	95.00	104.00	94.00	69.00
ENSG00000042429.6	1437.81	590.00	592.00	640.00	607.00
ENSG00000042445.9	2388.18	1428.00	1313.00	1259.00	1246.00
ENSG00000042493.11	828.15	74.00	63.00	69.00	96.00
ENSG00000042753.7	880.76	369.00	309.00	223.00	253.00
ENSG00000042781.8	18883.00	2.00	0.00	6.00	1.00
ENSG00000042832.7	1907.45	1.00	1.00	1.00	0.00
ENSG00000042980.8	7052.00	0.00	0.00	0.00	1.00
ENSG00000043093.9	2630.65	727.00	685.00	583.00	512.00
ENSG00000043143.16	3408.09	239.00	275.00	250.00	290.00
ENSG00000043355.6	1910.16	24.00	13.00	6.00	8.00
ENSG00000043514.11	1481.22	251.00	266.00	206.00	173.00
ENSG00000044090.4	4926.16	1809.00	1796.00	972.00	1112.00
ENSG00000044115.16	3444.30	5292.00	4835.00	4262.00	4348.00
ENSG00000044446.7	2851.66	2714.00	2632.00	2228.00	2137.00
ENSG00000044459.10	4434.66	137.00	127.00	118.00	111.00
ENSG00000044524.6	5809.00	1.00	1.00	0.00	2.00
ENSG00000044574.7	3908.00	21290.99	20956.97	14620.98	14137.97
ENSG00000046604.8	5808.42	4640.00	4276.00	2702.00	2591.00
ENSG00000046647.9	1143.62	98.00	89.00	72.00	81.00
ENSG00000046651.10	3165.15	464.00	484.00	421.00	359.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	3673.60	0.00	0.00	0.00	0.00
ENSG00000047056.10	4161.25	278.00	277.00	227.00	266.00
ENSG00000047188.11	5272.48	851.00	783.00	739.00	637.00
ENSG00000047230.10	3323.83	677.00	653.00	563.00	529.00
ENSG00000047249.12	1901.81	421.00	368.00	351.00	331.00
ENSG00000047315.10	3346.39	2582.00	2393.00	2133.00	2023.00
ENSG00000047346.8	2910.18	340.00	335.00	348.00	310.00
ENSG00000047365.7	1019.63	18.00	20.00	16.00	9.00
ENSG00000047410.9	7371.07	4657.00	4684.00	3682.00	3377.00
ENSG00000047457.9	2943.65	25083.99	25662.01	10686.12	9083.99
ENSG00000047578.8	3821.17	505.00	504.00	452.00	499.00
ENSG00000047579.15	1398.24	162.00	161.00	132.00	138.00
ENSG00000047617.10	1433.82	0.00	1.00	1.00	0.00
ENSG00000047621.7	2708.86	218.00	192.00	195.00	209.00
ENSG00000047634.10	3069.59	2266.00	2089.00	1989.00	1797.00
ENSG00000047644.13	2346.86	132.00	145.00	35.00	37.00
ENSG00000047648.17	841.00	0.00	0.00	1.00	1.00
ENSG00000047662.4	6622.00	2.00	2.00	0.00	1.00
ENSG00000047849.17	4828.32	4236.00	4254.00	3017.00	3540.00
ENSG00000047932.9	4562.86	1676.00	1567.00	1549.00	1314.00
ENSG00000047936.6	5177.67	0.00	0.00	0.00	0.00
ENSG00000048028.7	2356.45	879.00	845.00	651.00	632.00
ENSG00000048052.17	4239.00	5.00	6.00	2.00	2.00
ENSG00000048140.13	2111.75	278.00	249.00	183.00	190.00
ENSG00000048162.15	1123.93	248.00	243.00	239.00	291.00
ENSG00000048342.11	2241.15	149.00	118.00	130.00	140.00
ENSG00000048392.7	4303.61	1106.00	1037.00	792.00	647.00
ENSG00000048405.5	2572.23	279.00	280.00	208.00	179.00
ENSG00000048471.9	6575.88	258.00	266.00	253.00	344.00
ENSG00000048544.5	2110.00	814.00	739.00	411.00	392.00
ENSG00000048649.9	4520.27	1247.41	1123.63	920.39	882.62
ENSG00000048707.9	6463.31	907.00	929.00	723.00	750.00
ENSG00000048740.13	4204.29	0.00	0.00	1.00	0.00
ENSG00000048828.12	4219.25	1679.00	1622.00	1413.00	1514.00
ENSG00000048991.12	3312.36	1721.00	1679.00	1567.00	1510.00
ENSG00000049089.9	2335.49	628.00	648.00	685.00	866.00
ENSG00000049130.9	4253.10	288.00	293.00	184.00	224.00
ENSG00000049167.9	1889.62	302.07	298.39	226.00	205.93
ENSG00000049192.10	5908.73	280.00	294.00	132.00	143.00
ENSG00000049239.8	8437.61	1598.00	1561.00	850.00	987.00
ENSG00000049245.8	2034.97	1945.00	1803.00	1257.00	1108.00
ENSG00000049246.10	5703.27	103.00	132.00	170.00	158.00
ENSG00000049249.4	1923.00	1.00	0.00	0.00	1.00
ENSG00000049283.13	3088.96	11.00	15.97	21.00	43.00
ENSG00000049319.2	3509.50	1.00	3.00	1.00	0.00
ENSG00000049323.11	4568.75	55.00	63.00	23.00	32.00
ENSG00000049449.4	2566.49	1204.18	1131.85	715.29	637.55
ENSG00000049540.12	2703.00	8.00	7.00	3.00	1.00
ENSG00000049541.6	1400.79	367.00	329.00	408.00	391.00
ENSG00000049618.17	6437.25	1594.00	1565.00	1474.00	1622.00
ENSG00000049656.9	1284.81	938.00	887.00	778.00	844.00
ENSG00000049759.12	2873.33	4867.00	4765.00	4579.00	4348.00
ENSG00000049768.10	2274.00	1.00	1.00	1.00	2.00
ENSG00000049769.8	1537.00	6.00	6.00	4.00	2.00
ENSG00000049860.9	1745.36	1576.00	1530.00	1169.00	1204.00
ENSG00000049883.10	1965.94	129.00	117.00	100.00	103.00
ENSG00000050030.9	11719.00	1.00	2.00	2.00	1.00
ENSG00000050130.13	1558.66	845.00	833.00	511.00	551.00
ENSG00000050165.13	1625.00	20.00	8.00	4.00	1.00
ENSG00000050327.10	2475.41	36.83	19.70	15.62	27.21
ENSG00000050344.8	2973.23	546.00	564.00	409.00	377.59
ENSG00000050393.7	2436.71	445.00	440.00	413.00	396.00
ENSG00000050405.9	3390.18	947.00	889.00	759.00	695.00
ENSG00000050426.11	1408.95	700.00	686.00	672.00	597.00
ENSG00000050438.12	4395.00	3.00	2.00	2.00	4.00
ENSG00000050555.13	5443.99	18.00	15.00	6.00	9.00
ENSG00000050628.16	2316.83	0.00	0.00	0.00	0.00
ENSG00000050748.13	2688.69	1112.00	1043.00	710.00	706.00
ENSG00000050767.11	3061.00	0.00	0.00	0.00	1.00
ENSG00000050820.12	2149.90	422.00	486.00	452.00	626.00
ENSG00000051009.6	2506.25	279.00	273.00	224.00	286.00
ENSG00000051108.10	1301.47	1315.00	1336.00	1208.00	1365.00
ENSG00000051128.14	942.73	159.00	155.00	164.00	216.00
ENSG00000051180.12	1286.82	234.00	260.00	254.00	245.00
ENSG00000051341.9	7025.76	518.00	450.00	632.00	579.00
ENSG00000051382.4	3706.54	1054.00	977.00	591.00	607.00
ENSG00000051523.6	925.39	408.00	392.00	264.00	441.00
ENSG00000051596.5	925.86	378.82	410.86	375.06	430.60
ENSG00000051620.6	5204.22	887.00	820.00	572.00	567.00
ENSG00000051825.10	2269.19	773.00	770.00	706.00	653.00
ENSG00000052126.10	4085.06	458.00	444.00	443.00	381.00
ENSG00000052344.11	1855.25	102.00	139.00	148.00	201.00
ENSG00000052723.7	4427.72	910.00	870.00	858.00	742.00
ENSG00000052749.9	3972.10	425.00	443.00	353.00	443.00
ENSG00000052795.8	5570.21	1094.00	1165.00	535.00	469.00
ENSG00000052802.8	2030.33	3373.00	2926.00	3729.00	3358.00
ENSG00000052841.10	3037.59	1686.00	1719.00	1766.00	1571.00
ENSG00000052850.5	5750.00	0.00	0.00	0.00	0.00
ENSG00000053108.12	1905.71	90.00	101.00	44.00	54.00
ENSG00000053254.11	6136.22	3065.00	3193.00	2274.00	2019.00
ENSG00000053371.8	1352.09	545.00	462.00	367.00	443.00
ENSG00000053372.4	2166.97	623.00	705.00	560.00	599.00
ENSG00000053501.8	962.59	52.00	48.00	46.00	40.00
ENSG00000053524.7	3031.00	1.00	1.00	1.00	1.00
ENSG00000053747.11	2583.70	95.00	122.00	130.00	103.00
ENSG00000053770.7	2517.63	677.00	511.00	454.00	380.00
ENSG00000053900.6	1968.86	409.00	404.00	278.00	256.00
ENSG00000053918.11	1260.83	0.00	1.00	1.00	0.00
ENSG00000054116.7	1252.64	471.00	457.00	358.00	344.00
ENSG00000054118.9	3908.95	3072.00	3116.00	2892.00	2811.00
ENSG00000054148.13	868.39	652.00	627.00	726.00	952.00
ENSG00000054179.7	1692.63	390.00	403.00	467.00	486.00
ENSG00000054267.16	4726.71	1043.83	1026.00	827.00	699.00
ENSG00000054277.8	1779.41	388.00	368.00	159.00	135.00
ENSG00000054282.11	1990.88	176.00	173.00	135.00	132.00
ENSG00000054356.9	1394.74	3.00	1.00	0.00	0.00
ENSG00000054392.8	3346.62	142.00	133.00	98.00	101.00
ENSG00000054523.12	9329.47	3123.41	2954.24	2430.72	2232.07
ENSG00000054598.5	3447.00	49.00	54.00	55.00	59.00
ENSG00000054611.9	2567.79	417.00	470.00	371.00	438.00
ENSG00000054654.11	8660.94	1158.00	1215.00	1150.00	1084.00
ENSG00000054690.9	2934.20	660.00	744.00	473.00	436.00
ENSG00000054793.9	7712.42	1982.00	2054.00	1431.00	1431.00
ENSG00000054938.11	1574.37	1.00	1.00	2.00	4.00
ENSG00000054965.6	5434.02	1137.00	1117.00	1314.00	1290.00
ENSG00000054967.8	3208.51	79.00	96.00	52.00	100.00
ENSG00000055044.6	1642.98	1659.00	1337.00	1415.00	1284.00
ENSG00000055070.12	2751.74	1394.00	1358.00	1422.00	1695.00
ENSG00000055118.10	2430.00	9.00	11.00	1.00	2.00
ENSG00000055130.11	3062.90	1374.00	1255.00	1127.00	1125.00
ENSG00000055147.13	1702.70	224.00	243.00	133.00	96.00
ENSG00000055163.14	3960.26	1058.00	1118.00	1198.00	1304.00
ENSG00000055208.13	3414.69	2216.00	2108.00	1491.00	1420.00
ENSG00000055211.8	2000.19	640.00	562.00	553.00	539.00
ENSG00000055332.12	6945.13	1718.00	1656.00	1662.00	1357.00
ENSG00000055483.15	3606.55	1257.00	1165.00	1102.00	1294.00
ENSG00000055609.13	12113.65	1525.00	1519.00	1428.00	1341.00
ENSG00000055732.8	2534.50	1.00	0.00	0.00	0.00
ENSG00000055917.11	4993.58	3367.00	3344.00	2612.00	2347.00
ENSG00000055950.12	911.93	259.00	283.00	219.00	295.00
ENSG00000055955.11	1880.60	34.19	27.20	51.27	60.77
ENSG00000055957.6	1400.76	187.00	172.00	253.00	262.00
ENSG00000056050.6	1179.72	184.00	189.00	190.00	142.00
ENSG00000056097.11	4445.07	3035.00	3012.00	2318.00	2190.00
ENSG00000056277.11	4634.00	136.00	139.00	146.00	118.00
ENSG00000056487.11	1396.77	0.00	0.00	0.00	0.00
ENSG00000056558.6	6318.07	50.00	50.00	56.00	46.00
ENSG00000056586.11	6205.38	1263.00	1189.00	1281.00	1129.00
ENSG00000056661.9	2423.25	1032.00	1099.00	968.00	1106.00
ENSG00000056736.5	2223.20	2013.00	2024.00	2929.00	2920.00
ENSG00000056972.14	2016.64	286.00	269.00	263.00	225.00
ENSG00000056998.14	2772.35	472.00	469.00	549.00	507.00
ENSG00000057019.11	5815.85	4091.00	3579.00	1975.00	2033.00
ENSG00000057252.8	2047.43	995.00	928.00	905.00	862.00
ENSG00000057294.9	3423.74	848.00	785.00	709.00	706.99
ENSG00000057468.6	3266.00	2.00	0.00	1.00	0.00
ENSG00000057593.9	2565.53	278.00	350.00	296.00	318.00
ENSG00000057608.12	2023.34	5462.97	5145.96	5598.02	5174.00
ENSG00000057657.10	2120.86	0.00	0.00	1.00	0.00
ENSG00000057663.8	3205.86	442.00	421.00	355.00	340.00
ENSG00000057704.6	2822.00	1.00	0.00	1.00	0.00
ENSG00000057757.5	1506.94	355.00	382.00	325.00	311.00
ENSG00000057935.9	2068.00	1834.00	1829.00	1837.00	1621.00
ENSG00000058056.4	5993.68	1315.00	1281.00	784.00	809.00
ENSG00000058063.11	5884.63	801.00	740.00	598.00	513.00
ENSG00000058085.10	4313.00	2.00	3.00	2.00	1.00
ENSG00000058091.12	1889.68	20.00	14.00	9.00	7.00
ENSG00000058262.5	3389.33	5253.00	5110.00	2843.00	3053.00
ENSG00000058272.11	3205.62	1147.00	1089.00	836.00	722.00
ENSG00000058335.11	2037.32	19.00	22.00	12.00	19.00
ENSG00000058404.15	4142.00	5.00	3.00	2.00	1.00
ENSG00000058453.12	2897.35	30.00	15.00	31.00	41.00
ENSG00000058600.11	1349.18	1565.00	1493.00	1144.00	1225.00
ENSG00000058668.10	6215.87	828.00	771.00	738.88	771.00
ENSG00000058673.11	4611.86	3593.41	3340.38	2712.83	2555.93
ENSG00000058729.6	1819.84	328.00	374.00	268.00	199.00
ENSG00000058799.9	1454.38	359.00	316.00	267.00	232.00
ENSG00000058804.10	3946.73	1771.00	1775.00	1404.00	1263.00
ENSG00000058866.10	1828.78	217.00	171.00	99.00	96.00
ENSG00000059122.12	2219.16	116.00	104.00	111.00	172.00
ENSG00000059145.14	1508.72	127.00	158.00	180.00	175.00
ENSG00000059377.11	907.10	29.00	43.00	17.00	31.00
ENSG00000059378.8	2249.00	315.00	300.00	218.00	262.00
ENSG00000059573.4	2528.51	5861.00	5740.00	2084.00	2216.00
ENSG00000059588.5	3247.92	1089.00	959.00	706.00	632.00
ENSG00000059691.7	2236.23	669.00	721.00	632.00	623.00
ENSG00000059728.6	5315.19	319.00	327.00	339.00	347.00
ENSG00000059758.3	3004.07	506.00	498.00	341.00	273.00
ENSG00000059769.15	2178.89	368.59	223.62	327.91	191.74
ENSG00000059804.11	3707.44	20801.34	20036.68	5091.72	4600.67
ENSG00000059915.12	1297.55	14.00	4.00	4.00	13.00
ENSG00000060069.12	3184.74	170.00	150.00	165.00	173.00
ENSG00000060138.8	1294.21	1643.00	1613.00	1242.00	1293.00
ENSG00000060237.12	5883.31	5305.00	5256.00	4334.00	4086.00
ENSG00000060339.9	2713.31	2002.00	1878.00	1767.00	1675.00
ENSG00000060491.12	1947.92	484.00	506.00	608.00	791.00
ENSG00000060558.3	1170.33	0.00	2.00	0.00	0.00
ENSG00000060566.9	2502.39	133.00	126.00	424.00	494.00
ENSG00000060642.6	2135.29	380.00	374.00	339.00	368.00
ENSG00000060656.15	5012.30	1093.00	1140.00	1265.00	1513.00
ENSG00000060688.8	1563.82	769.00	664.00	691.00	692.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	3185.10	0.00	1.00	1.00	0.00
ENSG00000060749.10	8158.17	1889.00	1652.00	1752.00	1668.00
ENSG00000060762.14	886.76	1078.00	1027.00	518.00	522.00
ENSG00000060971.13	1446.84	1715.00	1815.00	2118.00	2317.00
ENSG00000060982.10	6504.55	1075.00	1002.00	910.00	865.00
ENSG00000061273.13	2694.06	406.00	426.00	234.00	248.00
ENSG00000061337.11	5459.00	0.00	2.00	1.00	1.00
ENSG00000061455.10	1154.78	3.00	2.00	6.00	3.00
ENSG00000061492.7	1457.75	0.00	0.00	1.00	0.00
ENSG00000061656.5	831.32	397.00	358.00	232.00	286.00
ENSG00000061676.10	5109.03	4240.00	3835.00	2727.00	2547.00
ENSG00000061794.8	1855.56	1064.00	1028.00	918.00	842.00
ENSG00000061936.5	3105.96	731.00	708.00	594.00	590.00
ENSG00000061938.12	2478.76	190.00	168.00	129.00	174.00
ENSG00000061987.10	4642.37	1096.00	1037.00	757.00	606.00
ENSG00000062038.9	892.00	4.00	0.00	0.00	2.00
ENSG00000062096.10	2026.00	1.00	0.00	1.00	0.00
ENSG00000062194.11	2737.82	1247.00	1257.00	1099.00	990.00
ENSG00000062282.10	1512.79	635.00	608.00	682.00	687.00
ENSG00000062370.12	3567.85	98.00	115.00	107.00	80.00
ENSG00000062485.14	2532.83	6389.69	6095.83	5981.15	6448.92
ENSG00000062524.11	3444.00	0.00	3.00	3.00	3.00
ENSG00000062582.9	708.08	379.75	338.00	331.00	384.00
ENSG00000062598.13	2461.17	1075.00	969.00	718.00	763.00
ENSG00000062650.13	5985.04	1688.00	1639.00	1488.00	1253.00
ENSG00000062716.6	1946.29	4208.00	3910.00	2302.00	2342.00
ENSG00000062725.5	5537.46	1434.00	1372.00	1231.00	1142.00
ENSG00000062822.8	1505.40	224.00	201.00	225.00	320.00
ENSG00000063015.15	2436.50	0.00	0.00	0.00	0.00
ENSG00000063046.13	3023.72	12842.85	12849.85	13671.89	12686.69
ENSG00000063127.11	2983.00	7.00	5.00	6.00	13.00
ENSG00000063169.6	1532.56	77.00	72.00	75.00	118.00
ENSG00000063176.11	1829.42	48.00	69.00	69.00	93.00
ENSG00000063177.8	559.24	3163.00	2837.00	3762.00	4628.00
ENSG00000063180.4	1500.99	21.00	36.00	15.00	11.00
ENSG00000063241.3	1048.53	340.00	336.00	224.00	324.00
ENSG00000063244.8	1951.67	1991.00	2046.00	1670.00	1981.00
ENSG00000063245.10	2438.19	544.00	588.00	570.00	659.00
ENSG00000063322.9	3653.00	528.00	582.00	448.00	476.00
ENSG00000063438.12	4583.02	8.00	8.00	7.00	8.00
ENSG00000063587.12	6293.23	546.00	546.00	518.00	514.00
ENSG00000063601.12	2923.01	323.00	281.00	253.00	288.00
ENSG00000063660.4	2817.46	115.00	122.00	158.00	246.00
ENSG00000063761.11	1834.85	91.00	85.00	42.00	61.00
ENSG00000063854.8	1037.03	549.00	584.00	573.00	646.00
ENSG00000063978.11	2776.81	1287.00	1205.00	855.00	934.00
ENSG00000064012.17	2263.43	880.00	874.00	698.00	673.00
ENSG00000064042.13	1227.56	0.00	1.00	0.00	3.00
ENSG00000064102.10	2221.80	736.00	734.00	472.00	448.00
ENSG00000064115.6	1706.47	2083.00	1866.00	1508.00	1467.00
ENSG00000064195.7	1530.14	13.00	10.00	2.00	2.00
ENSG00000064199.2	1152.60	158.00	168.00	149.00	134.00
ENSG00000064201.11	3325.00	2.00	4.00	1.00	1.00
ENSG00000064205.6	1701.50	0.00	0.00	0.00	0.00
ENSG00000064225.8	1588.95	327.00	303.00	233.00	200.00
ENSG00000064270.8	1403.50	1.00	1.00	1.00	0.00
ENSG00000064300.4	3417.00	187.00	189.00	70.00	95.00
ENSG00000064309.10	6070.47	602.00	617.00	417.00	387.00
ENSG00000064313.7	3396.38	635.00	632.00	417.00	441.00
ENSG00000064393.11	14416.16	4317.00	4440.00	3527.00	3555.00
ENSG00000064419.9	3573.60	988.00	1012.00	819.00	825.00
ENSG00000064489.17	708.00	6.75	14.03	17.81	1.65
ENSG00000064490.9	987.32	243.00	258.00	252.00	279.00
ENSG00000064545.10	1000.42	124.00	138.00	118.00	204.00
ENSG00000064547.9	825.78	51.00	45.00	60.00	51.00
ENSG00000064601.12	1753.84	4834.00	4746.00	4021.00	5042.00
ENSG00000064607.12	3175.48	2241.00	2297.00	1827.00	1798.00
ENSG00000064651.9	6091.86	379.00	339.00	192.00	212.00
ENSG00000064652.6	1642.58	242.00	236.00	251.00	258.00
ENSG00000064666.10	1876.58	1662.00	1811.00	1051.00	1374.00
ENSG00000064687.8	2153.32	605.00	583.00	510.00	625.00
ENSG00000064692.14	2224.36	0.00	1.00	0.00	0.00
ENSG00000064703.7	4059.53	327.00	325.00	300.00	292.00
ENSG00000064726.5	2891.96	1400.00	1203.00	945.98	906.00
ENSG00000064787.8	2687.86	71.00	67.00	36.00	31.00
ENSG00000064886.9	990.16	10.00	2.00	20.00	13.00
ENSG00000064932.11	4366.51	174.00	220.00	192.00	269.00
ENSG00000064933.12	2922.57	822.00	792.00	765.00	684.00
ENSG00000064961.14	1590.05	313.00	335.00	408.00	491.00
ENSG00000064989.8	1783.78	2.00	0.00	2.00	0.00
ENSG00000064995.12	1528.82	718.00	670.00	270.00	287.00
ENSG00000064999.12	6218.80	805.00	799.00	576.00	720.00
ENSG00000065000.11	3525.83	1853.00	1750.00	1395.00	1645.00
ENSG00000065029.10	2000.54	344.00	334.00	324.00	426.00
ENSG00000065054.9	1190.71	144.00	153.00	77.00	115.00
ENSG00000065057.3	1052.29	129.00	101.00	93.00	125.00
ENSG00000065060.12	9570.00	1539.00	1515.00	1292.00	1360.00
ENSG00000065135.7	3206.00	1548.00	1375.00	1244.00	1195.00
ENSG00000065150.14	4108.68	6415.00	6105.00	6479.00	6013.00
ENSG00000065154.7	1812.04	1447.00	1439.00	435.00	433.00
ENSG00000065183.11	2481.51	943.00	872.00	777.00	686.00
ENSG00000065243.14	5710.38	1573.00	1426.00	1567.00	1397.00
ENSG00000065268.6	1360.42	142.00	149.00	135.00	182.00
ENSG00000065308.4	6908.00	5074.00	4760.00	3657.00	3700.00
ENSG00000065320.4	5918.00	3.00	1.00	25.00	24.00
ENSG00000065325.8	3582.14	8.00	8.00	12.00	16.00
ENSG00000065328.12	3335.41	317.00	368.00	378.00	388.00
ENSG00000065357.15	1343.95	288.00	287.00	100.00	141.00
