symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000028137.12	3583.00	1.00	0.00	3.00	1.00
ENSG00000028203.13	2365.91	722.00	599.00	855.00	1034.00
ENSG00000028277.16	2381.73	8.00	7.00	8.00	8.00
ENSG00000028310.13	2424.09	366.16	327.00	371.43	375.00
ENSG00000028528.10	2846.99	2201.00	1908.00	2363.00	2604.00
ENSG00000028839.5	1095.91	202.00	173.00	242.00	268.00
ENSG00000029153.10	3469.47	253.00	236.00	364.00	415.00
ENSG00000029363.11	3346.09	3232.00	2580.00	3445.00	4268.00
ENSG00000029364.7	3808.55	1127.00	923.00	1143.00	1426.00
ENSG00000029534.15	2148.66	3.00	7.00	5.00	3.00
ENSG00000029639.6	1303.19	831.00	727.00	842.00	910.00
ENSG00000029725.12	3747.85	915.00	742.00	896.00	1062.00
ENSG00000029993.10	1122.63	811.00	580.00	454.00	547.00
ENSG00000030066.9	4626.33	1791.00	1510.00	1561.00	1901.00
ENSG00000030110.8	2120.82	287.49	232.77	382.88	351.21
ENSG00000030419.12	6425.14	15.00	18.00	40.00	42.00
ENSG00000030582.12	1615.86	2174.00	2560.00	2484.00	1972.00
ENSG00000031003.6	4094.17	412.00	380.00	423.00	498.00
ENSG00000031081.6	4934.00	0.00	0.00	1.00	0.00
ENSG00000031691.6	1733.00	240.00	187.00	226.00	290.00
ENSG00000031698.8	1704.35	1219.00	1018.00	2148.00	2148.00
ENSG00000031823.10	1214.98	907.00	871.00	761.00	670.00
ENSG00000032219.14	4418.71	616.00	502.00	683.00	778.00
ENSG00000032389.8	1648.00	529.00	488.00	501.00	515.00
ENSG00000032444.11	1278.08	345.00	397.00	472.00	329.00
ENSG00000032742.13	2267.44	251.00	184.00	237.00	332.00
ENSG00000033011.7	1547.90	654.00	546.00	678.00	648.00
ENSG00000033030.9	2402.60	529.00	403.00	502.00	558.00
ENSG00000033050.3	2606.72	700.00	521.00	481.00	508.00
ENSG00000033100.10	3829.79	486.00	481.00	483.00	450.00
ENSG00000033170.12	3118.49	405.00	289.00	406.00	477.00
ENSG00000033178.8	4818.12	1153.00	876.00	1277.00	1576.00
ENSG00000033327.8	6091.99	320.00	297.00	554.00	525.00
ENSG00000033627.10	2770.40	891.00	810.00	1263.00	1304.00
ENSG00000033800.9	2145.32	518.00	430.00	536.00	632.00
ENSG00000033867.12	4810.48	895.00	647.00	1058.00	1366.00
ENSG00000034053.10	2934.66	43.00	48.00	31.00	22.00
ENSG00000034063.9	3878.82	831.68	788.67	321.84	327.35
ENSG00000034152.14	1728.23	687.00	620.00	600.00	581.00
ENSG00000034510.4	492.00	3787.00	3262.00	6151.00	5939.00
ENSG00000034533.7	2639.26	93.00	86.00	88.00	103.00
ENSG00000034677.7	3415.63	1250.00	1053.00	1699.00	2159.00
ENSG00000034693.10	1536.75	382.00	281.00	384.00	401.00
ENSG00000034713.3	1032.01	747.00	716.00	889.00	1030.00
ENSG00000035115.17	1384.49	601.00	507.00	607.00	750.00
ENSG00000035141.3	1900.43	1370.00	1091.00	1524.00	1722.00
ENSG00000035403.12	5156.70	857.00	662.00	995.00	1129.00
ENSG00000035499.8	2185.91	645.00	476.00	363.00	471.00
ENSG00000035664.7	1530.21	6.00	9.00	24.00	25.00
ENSG00000035681.3	2618.38	483.00	362.00	465.00	555.00
ENSG00000035687.9	2662.35	706.00	564.00	664.00	753.00
ENSG00000035862.8	3429.54	1117.00	879.00	1727.00	1851.00
ENSG00000035928.10	4103.48	2630.00	2000.00	2070.00	2572.00
ENSG00000036054.8	3480.47	760.00	591.00	891.00	1022.00
ENSG00000036257.8	2628.96	1362.00	1020.00	1402.00	1734.00
ENSG00000036448.5	1102.33	0.00	0.00	1.00	0.00
ENSG00000036473.6	1585.00	7.00	1.00	4.00	6.00
ENSG00000036530.4	2015.50	0.00	0.00	1.00	0.00
ENSG00000036549.8	4017.67	836.04	648.00	930.00	1061.00
ENSG00000036672.11	2144.71	157.00	129.00	170.00	139.00
ENSG00000037042.8	1360.28	458.76	453.63	533.25	421.41
ENSG00000037241.3	712.85	282.00	211.95	237.98	233.96
ENSG00000037280.11	2393.64	1.00	0.00	1.00	0.00
ENSG00000037474.10	2556.85	1275.00	1031.00	941.00	1022.00
ENSG00000037637.6	3901.36	398.00	368.00	416.00	476.00
ENSG00000037749.7	3945.39	632.00	498.00	737.00	991.00
ENSG00000037757.9	2528.25	256.00	251.00	244.00	229.00
ENSG00000037897.12	951.14	171.00	171.00	173.00	166.00
ENSG00000037965.4	3371.00	0.00	3.00	0.00	3.00
ENSG00000038002.4	1101.51	314.00	261.00	328.00	358.00
ENSG00000038210.9	3071.89	591.00	428.00	532.00	681.00
ENSG00000038219.8	7149.33	1441.00	1270.00	1522.00	1865.00
ENSG00000038274.12	2158.73	725.00	562.00	633.00	831.00
ENSG00000038358.10	1661.68	984.90	1036.60	934.56	794.06
ENSG00000038382.13	5159.78	1750.00	1526.00	2196.00	2305.00
ENSG00000038427.11	7219.93	2522.00	1869.00	2179.00	2568.00
ENSG00000038532.10	2811.83	543.00	521.00	546.00	486.00
ENSG00000039068.14	4410.70	831.00	748.00	1049.00	1190.00
ENSG00000039123.11	2763.49	1215.00	964.00	1200.00	1542.00
ENSG00000039139.9	4082.82	13.00	1.00	18.00	23.00
ENSG00000039319.12	4772.13	889.00	714.00	1154.00	1314.00
ENSG00000039523.13	3180.50	454.00	450.00	602.00	472.00
ENSG00000039537.9	1350.83	15.00	12.00	18.00	10.00
ENSG00000039560.9	4103.38	657.00	563.00	987.00	1304.00
ENSG00000039600.6	2549.00	0.00	0.00	0.00	0.00
ENSG00000039650.5	1625.32	132.00	146.00	178.00	129.00
ENSG00000040199.14	7674.07	469.00	359.00	697.00	880.00
ENSG00000040275.12	2059.41	422.00	313.00	175.00	200.00
ENSG00000040341.13	1982.67	531.39	403.76	493.58	631.39
ENSG00000040487.8	1523.90	99.02	136.00	113.00	92.00
ENSG00000040531.10	2076.45	230.00	192.00	187.00	170.00
ENSG00000040608.9	1777.00	4.00	2.00	7.00	6.00
ENSG00000040633.8	1568.92	398.00	373.00	535.00	489.00
ENSG00000040731.6	3438.00	2.00	1.00	0.00	2.00
ENSG00000040933.11	6021.79	420.00	351.00	532.00	593.00
ENSG00000041353.5	2183.25	1.00	1.00	0.00	0.00
ENSG00000041357.11	1150.20	1398.00	1105.00	1322.00	1716.00
ENSG00000041515.11	3469.00	0.00	0.00	0.00	0.00
ENSG00000041802.6	2600.45	386.00	302.00	388.00	412.00
ENSG00000041880.10	1750.99	226.12	232.00	305.00	292.00
ENSG00000041988.11	1029.48	55.00	91.00	67.00	48.00
ENSG00000042062.7	2534.29	1.00	0.00	5.00	0.00
ENSG00000042088.9	2248.83	477.00	342.00	279.00	330.00
ENSG00000042286.10	3044.23	600.00	575.00	443.00	439.00
ENSG00000042317.12	1800.32	85.00	62.00	71.00	88.00
ENSG00000042429.6	1298.43	473.00	352.00	589.00	675.00
ENSG00000042445.9	2689.45	1422.00	1265.00	1791.00	1775.00
ENSG00000042493.11	826.94	56.00	43.00	57.00	47.00
ENSG00000042753.7	908.33	366.00	311.00	337.00	353.00
ENSG00000042781.8	9080.40	1.00	0.00	1.00	0.00
ENSG00000042832.7	1907.45	0.00	0.00	1.00	0.00
ENSG00000042980.8	1639.50	0.00	0.00	0.00	0.00
ENSG00000043093.9	3541.55	545.00	420.00	688.00	810.00
ENSG00000043143.16	3553.63	221.00	202.00	213.00	206.00
ENSG00000043355.6	2974.00	13.00	3.00	22.00	11.00
ENSG00000043514.11	1645.48	235.00	220.00	209.00	263.00
ENSG00000044090.4	5151.23	1832.00	1847.00	1815.00	1732.00
ENSG00000044115.16	3216.42	4621.00	3812.00	4407.00	4833.00
ENSG00000044446.7	3085.66	2967.00	2808.00	3408.00	3554.00
ENSG00000044459.10	4559.29	163.00	118.00	124.00	147.00
ENSG00000044524.6	2546.00	1.00	1.00	3.00	2.00
ENSG00000044574.7	3908.00	21877.99	18146.99	18570.99	21683.99
ENSG00000046604.8	5831.00	3818.75	3057.00	4763.00	5876.00
ENSG00000046647.9	1004.90	91.00	80.00	76.00	83.00
ENSG00000046651.10	3166.61	447.00	340.00	659.00	757.00
ENSG00000046653.10	3957.00	0.00	0.00	3.00	1.00
ENSG00000046889.14	10750.00	1.00	2.00	1.00	1.00
ENSG00000047056.10	4214.42	267.00	257.00	353.00	380.00
ENSG00000047188.11	4559.68	817.91	618.00	711.00	831.00
ENSG00000047230.10	3308.32	618.00	457.00	707.00	748.00
ENSG00000047249.12	1878.46	339.00	294.00	446.00	484.00
ENSG00000047315.10	3234.13	2316.00	1774.99	2307.00	2778.00
ENSG00000047346.8	2941.76	335.00	277.00	393.00	482.00
ENSG00000047365.7	6729.07	13.00	13.00	22.00	27.00
ENSG00000047410.9	8612.45	4634.00	3918.00	4684.00	5646.00
ENSG00000047457.9	3819.84	30479.97	26049.51	29696.54	38504.79
ENSG00000047578.8	3205.00	433.00	363.00	511.00	456.00
ENSG00000047579.15	1409.68	147.00	117.00	211.00	173.00
ENSG00000047617.10	3717.00	0.00	2.00	0.00	1.00
ENSG00000047621.7	2590.11	169.00	116.00	164.00	177.00
ENSG00000047634.10	3104.81	1783.00	1537.00	1900.00	2388.00
ENSG00000047644.13	4182.80	93.00	83.00	162.00	184.00
ENSG00000047648.17	3386.55	0.00	0.00	0.00	0.00
ENSG00000047662.4	6622.00	3.00	0.00	2.00	1.00
ENSG00000047849.17	4974.29	3808.00	3368.00	4276.00	4514.00
ENSG00000047932.9	4575.23	1364.00	1146.00	1811.00	2125.00
ENSG00000047936.6	5177.67	0.00	1.00	0.00	0.00
ENSG00000048028.7	2900.94	704.00	520.00	773.00	934.00
ENSG00000048052.17	9705.00	1.00	1.00	1.00	1.00
ENSG00000048140.13	2110.10	227.00	212.00	305.00	304.00
ENSG00000048162.15	1082.87	203.00	183.00	196.00	164.00
ENSG00000048342.11	2742.54	124.00	102.00	121.00	157.00
ENSG00000048392.7	3982.11	818.00	633.00	995.00	1253.00
ENSG00000048405.5	3019.67	233.00	188.00	253.00	371.00
ENSG00000048471.9	7324.39	250.00	230.00	218.00	206.00
ENSG00000048544.5	2110.00	627.00	444.00	464.00	542.00
ENSG00000048649.9	5832.51	1142.74	843.39	1366.41	1626.85
ENSG00000048707.9	9811.20	780.00	650.00	939.00	1042.00
ENSG00000048740.13	4204.29	0.00	0.00	0.00	0.00
ENSG00000048828.12	4498.28	1295.00	1109.00	1576.00	1716.97
ENSG00000048991.12	3483.39	1163.00	869.00	1062.00	1100.00
ENSG00000049089.9	2384.73	733.00	811.00	849.00	694.00
ENSG00000049130.9	4237.86	142.00	125.00	178.00	238.00
ENSG00000049167.9	1752.96	266.83	218.00	252.00	288.00
ENSG00000049192.10	5884.08	237.00	254.00	199.00	235.00
ENSG00000049239.8	8614.63	1657.00	1578.00	1788.00	1820.00
ENSG00000049245.8	2003.31	1492.00	1263.00	1742.00	2102.00
ENSG00000049246.10	4572.45	154.00	126.00	142.00	165.00
ENSG00000049249.4	1923.00	1.00	1.00	0.00	1.00
ENSG00000049283.13	3925.63	9.00	7.00	8.00	8.00
ENSG00000049319.2	2372.00	1.00	0.00	1.00	1.00
ENSG00000049323.11	4530.49	42.00	34.00	36.00	44.00
ENSG00000049449.4	2295.61	992.81	810.00	1568.69	1923.25
ENSG00000049540.12	2703.00	7.00	4.00	12.00	5.00
ENSG00000049541.6	1616.86	409.00	342.00	180.00	226.00
ENSG00000049618.17	7234.86	1440.00	1348.00	1554.00	1578.00
ENSG00000049656.9	1260.39	884.00	788.00	1000.00	985.00
ENSG00000049759.12	3287.49	4871.00	4179.00	4782.00	5629.00
ENSG00000049768.10	1630.17	1.00	0.00	0.00	0.00
ENSG00000049769.8	2178.83	3.00	3.00	6.00	10.00
ENSG00000049860.9	1741.61	1198.00	996.00	1449.00	1743.00
ENSG00000049883.10	1994.42	114.00	96.00	107.00	132.00
ENSG00000050030.9	11719.00	1.00	0.00	0.00	1.00
ENSG00000050130.13	1542.55	615.00	514.00	739.00	832.00
ENSG00000050165.13	1491.48	4.00	1.00	27.00	20.00
ENSG00000050327.10	2718.67	33.71	30.71	26.85	34.11
ENSG00000050344.8	2720.72	386.00	270.00	417.00	490.00
ENSG00000050393.7	2453.43	381.00	315.00	343.00	397.00
ENSG00000050405.9	3585.79	749.00	616.00	733.00	883.00
ENSG00000050426.11	1342.49	709.00	594.00	493.00	613.00
ENSG00000050438.12	2927.61	3.00	3.00	7.00	4.00
ENSG00000050555.13	4998.70	3.00	13.00	59.00	49.00
ENSG00000050628.16	2316.83	0.00	0.00	0.00	0.00
ENSG00000050748.13	2877.44	861.00	674.00	588.00	627.00
ENSG00000050767.11	3061.00	0.00	1.00	1.00	2.00
ENSG00000050820.12	2435.60	486.00	546.00	508.00	342.00
ENSG00000051009.6	2178.18	258.00	241.00	342.00	299.00
ENSG00000051108.10	1645.75	1153.00	975.00	1968.00	2150.00
ENSG00000051128.14	806.30	145.00	153.00	122.00	80.00
ENSG00000051180.12	1199.07	250.00	174.00	141.00	133.00
ENSG00000051341.9	7936.00	492.00	402.00	177.00	223.00
ENSG00000051382.4	3595.47	891.00	750.00	1156.00	1365.00
ENSG00000051523.6	678.89	536.00	737.00	648.00	361.00
ENSG00000051596.5	841.62	352.63	371.80	289.84	353.17
ENSG00000051620.6	3293.28	691.00	622.00	799.00	925.00
ENSG00000051825.10	2619.08	591.00	447.00	483.00	630.00
ENSG00000052126.10	3789.14	461.00	326.00	472.00	594.00
ENSG00000052344.11	1833.94	129.00	126.00	200.00	158.00
ENSG00000052723.7	2962.95	712.00	636.00	748.00	969.00
ENSG00000052749.9	3964.55	465.00	393.00	556.00	449.00
ENSG00000052795.8	5073.23	974.00	867.00	1382.00	1710.00
ENSG00000052802.8	2080.40	3052.00	2412.99	3509.00	4731.00
ENSG00000052841.10	3196.61	1551.00	1401.00	2234.00	2659.00
ENSG00000052850.5	5750.00	0.00	0.00	0.00	1.00
ENSG00000053108.12	2085.15	99.00	95.00	76.00	79.00
ENSG00000053254.11	6049.80	3338.00	2830.00	2759.00	3182.00
ENSG00000053371.8	1358.28	512.00	443.00	196.07	183.00
ENSG00000053372.4	2211.99	589.00	504.00	510.00	567.00
ENSG00000053501.8	947.35	61.00	47.00	54.00	38.00
ENSG00000053524.7	2394.00	0.00	0.00	2.00	1.00
ENSG00000053747.11	4977.36	81.00	73.00	47.00	40.00
ENSG00000053770.7	2309.08	464.00	334.00	409.00	499.00
ENSG00000053900.6	2600.50	402.00	317.00	383.00	445.00
ENSG00000053918.11	1260.83	0.00	1.00	1.00	0.00
ENSG00000054116.7	1244.49	417.00	346.00	331.00	408.00
ENSG00000054118.9	3773.77	2715.00	2250.00	2362.00	2587.00
ENSG00000054148.13	902.13	670.00	700.00	532.00	440.00
ENSG00000054179.7	1701.91	336.00	364.00	375.00	327.00
ENSG00000054267.16	5207.46	909.08	741.08	1067.80	1383.99
ENSG00000054277.8	1931.58	327.00	268.00	303.00	379.00
ENSG00000054282.11	1652.44	179.00	119.00	220.00	238.00
ENSG00000054356.9	1051.00	5.00	2.00	8.00	2.00
ENSG00000054392.8	3382.69	146.00	123.00	114.00	134.00
ENSG00000054523.12	8954.99	2637.33	2254.00	2617.00	3069.82
ENSG00000054598.5	3447.00	31.00	24.00	44.00	62.00
ENSG00000054611.9	2569.00	318.00	352.00	275.00	269.00
ENSG00000054654.11	8907.39	1129.00	803.00	805.00	859.00
ENSG00000054690.9	3069.92	595.00	544.00	869.00	944.00
ENSG00000054793.9	7772.62	2000.00	1709.00	1647.00	1766.00
ENSG00000054938.11	1712.00	1.00	1.00	2.00	4.00
ENSG00000054965.6	6509.04	1043.00	903.00	1220.00	1309.00
ENSG00000054967.8	3236.96	70.00	72.00	65.00	66.00
ENSG00000055044.6	1586.86	1524.00	1194.00	1215.00	1497.00
ENSG00000055070.12	2747.11	1238.00	1130.00	1081.00	1048.00
ENSG00000055118.10	2430.00	6.00	4.00	4.00	2.00
ENSG00000055130.11	3063.65	1240.00	991.00	1175.00	1501.00
ENSG00000055147.13	2649.39	215.00	178.00	204.00	235.00
ENSG00000055163.14	4146.98	1146.00	1105.00	1158.00	1158.00
ENSG00000055208.13	3748.37	1684.00	1375.00	1429.00	1704.00
ENSG00000055211.8	2010.45	581.00	468.00	909.00	1093.00
ENSG00000055332.12	6039.20	1377.00	1070.00	1301.00	1532.00
ENSG00000055483.15	2629.32	1245.00	1084.00	1274.00	1325.00
ENSG00000055609.13	11512.42	1361.00	1238.00	1878.00	2162.00
ENSG00000055732.8	1762.00	0.00	0.00	3.00	1.00
ENSG00000055917.11	4916.65	3066.00	2488.00	2965.00	3727.00
ENSG00000055950.12	919.80	267.00	246.00	177.00	195.00
ENSG00000055955.11	1983.76	34.44	24.09	169.86	138.42
ENSG00000055957.6	1207.42	329.00	318.00	547.00	480.00
ENSG00000056050.6	1204.29	125.00	111.00	128.00	184.00
ENSG00000056097.11	3795.26	2484.00	2070.00	2474.00	2974.00
ENSG00000056277.11	4508.55	96.00	86.00	103.00	124.00
ENSG00000056487.11	1396.77	0.00	0.00	1.00	0.00
ENSG00000056558.6	6324.00	63.00	48.00	73.00	81.00
ENSG00000056586.11	6933.16	1108.00	910.00	1317.00	1618.00
ENSG00000056661.9	2547.93	968.00	930.00	1015.00	903.00
ENSG00000056736.5	2222.32	2235.00	1936.00	1973.00	2154.00
ENSG00000056972.14	1843.34	202.00	167.00	257.00	246.00
ENSG00000056998.14	3017.33	539.98	448.00	495.00	518.00
ENSG00000057019.11	5425.03	2663.00	1992.00	2263.00	2901.00
ENSG00000057252.8	2596.47	797.00	636.00	913.00	1161.00
ENSG00000057294.9	3337.09	578.00	444.00	500.00	581.00
ENSG00000057468.6	3266.00	0.00	1.00	0.00	0.00
ENSG00000057593.9	2337.16	551.00	608.00	568.00	504.00
ENSG00000057608.12	2257.89	4679.97	3798.00	4590.94	5682.00
ENSG00000057657.10	4675.00	0.00	0.00	0.00	2.00
ENSG00000057663.8	3207.58	422.00	315.00	456.00	497.00
ENSG00000057704.6	2822.00	0.00	0.00	1.00	0.00
ENSG00000057757.5	1450.91	270.00	219.00	265.00	295.00
ENSG00000057935.9	1970.55	1744.00	1505.00	1944.00	2253.00
ENSG00000058056.4	6321.33	1265.00	1110.00	1226.00	1594.00
ENSG00000058063.11	5104.60	630.00	512.00	780.00	1054.00
ENSG00000058085.10	5147.00	0.00	0.00	2.00	3.00
ENSG00000058091.12	3872.11	25.00	17.00	15.00	28.00
ENSG00000058262.5	3101.91	4805.00	4174.00	5077.00	5169.00
ENSG00000058272.11	3654.53	952.00	857.00	1199.00	1567.00
ENSG00000058335.11	2914.12	12.00	16.00	32.00	39.00
ENSG00000058404.15	3297.82	2.00	5.00	7.00	6.00
ENSG00000058453.12	5722.38	36.00	46.00	33.00	13.00
ENSG00000058600.11	1657.60	1339.00	1188.00	1228.00	1162.00
ENSG00000058668.10	5470.44	754.00	620.00	962.00	1148.00
ENSG00000058673.11	4590.37	2948.90	2462.26	3128.66	3567.99
ENSG00000058729.6	2168.68	311.00	268.00	361.00	425.00
ENSG00000058799.9	1475.66	263.00	218.00	265.00	358.00
ENSG00000058804.10	4569.72	1335.00	1091.00	723.00	997.00
ENSG00000058866.10	2102.14	136.00	109.00	169.00	200.00
ENSG00000059122.12	2756.81	118.00	118.00	134.00	96.00
ENSG00000059145.14	2311.34	128.00	166.00	105.00	106.00
ENSG00000059377.11	1664.41	41.00	25.00	40.00	42.00
ENSG00000059378.8	1759.34	301.00	245.00	354.00	348.00
ENSG00000059573.4	2704.45	5152.00	4350.00	4428.00	5036.00
ENSG00000059588.5	2971.31	1309.00	1100.00	1122.00	1430.00
ENSG00000059691.7	2149.51	630.00	533.00	534.00	596.00
ENSG00000059728.6	4997.97	195.00	190.00	246.00	307.00
ENSG00000059758.3	3403.71	434.00	337.00	499.00	645.00
ENSG00000059769.15	1906.08	295.99	225.73	305.38	443.90
ENSG00000059804.11	3274.83	9875.04	8974.46	6823.80	9009.24
ENSG00000059915.12	1641.03	6.00	9.00	16.00	24.00
ENSG00000060069.12	3244.51	176.00	189.00	115.00	108.00
ENSG00000060138.8	1419.51	1511.00	1269.00	2028.00	2187.00
ENSG00000060237.12	6195.26	3850.00	3580.00	4590.00	5394.00
ENSG00000060339.9	2621.26	1570.00	1209.00	1534.00	1744.00
ENSG00000060491.12	1260.42	623.00	769.00	645.00	518.00
ENSG00000060558.3	2133.00	0.00	0.00	4.00	3.00
ENSG00000060566.9	2221.25	243.00	218.00	246.00	250.00
ENSG00000060642.6	2132.44	370.00	336.00	282.00	313.00
ENSG00000060656.15	5242.63	986.00	1011.00	987.00	804.00
ENSG00000060688.8	1496.16	683.00	581.00	405.00	485.00
ENSG00000060709.9	2699.50	0.00	0.00	0.00	0.00
ENSG00000060718.14	4768.93	0.00	0.00	0.00	3.00
ENSG00000060749.10	8089.95	1367.00	1002.00	1489.00	1710.00
ENSG00000060762.14	846.09	882.00	735.00	1269.00	1401.00
ENSG00000060971.13	1527.73	1930.00	1869.00	2166.00	1946.00
ENSG00000060982.10	7551.07	828.00	569.00	1384.00	1568.00
ENSG00000061273.13	2470.65	288.00	276.00	362.00	307.00
ENSG00000061337.11	4259.67	0.00	2.00	2.00	0.00
ENSG00000061455.10	9267.00	5.00	10.00	18.00	18.00
ENSG00000061492.7	1543.00	0.00	0.00	1.00	1.00
ENSG00000061656.5	759.43	455.00	547.00	352.00	296.00
ENSG00000061676.10	5012.36	3275.00	2675.90	3759.00	4662.00
ENSG00000061794.8	1853.29	982.00	833.00	940.00	1124.00
ENSG00000061936.5	3249.13	781.00	668.00	712.00	715.00
ENSG00000061938.12	1661.54	164.00	187.00	159.00	129.00
ENSG00000061987.10	4789.51	880.00	735.00	904.00	1214.00
ENSG00000062038.9	3611.00	4.00	1.00	0.00	1.00
ENSG00000062096.10	2026.00	0.00	0.00	1.00	0.00
ENSG00000062194.11	2495.53	1083.00	838.45	1050.00	1313.00
ENSG00000062282.10	1720.15	537.00	429.00	814.00	889.00
ENSG00000062370.12	3495.82	106.00	84.00	97.00	129.00
ENSG00000062485.14	2584.86	5266.49	4394.96	4699.88	5185.44
ENSG00000062524.11	2374.17	0.00	1.00	2.00	0.00
ENSG00000062582.9	711.40	347.00	294.00	260.00	307.00
ENSG00000062598.13	2836.25	865.00	783.00	932.00	958.00
ENSG00000062650.13	6306.84	1535.00	1243.00	1702.00	2063.00
ENSG00000062716.6	2089.16	2940.00	2363.00	4824.00	5681.00
ENSG00000062725.5	4679.06	1250.00	995.00	1495.00	1865.00
ENSG00000062822.8	1790.88	265.00	349.00	134.00	128.00
ENSG00000063015.15	1183.20	0.00	1.00	4.00	3.00
ENSG00000063046.13	2886.21	12567.23	10650.15	12475.24	14123.88
ENSG00000063127.11	1638.93	14.00	6.00	13.00	11.00
ENSG00000063169.6	1230.03	73.00	84.00	69.00	61.00
ENSG00000063176.11	1665.67	58.00	74.00	49.00	35.00
ENSG00000063177.8	505.47	4255.00	4267.00	3955.00	3626.00
ENSG00000063180.4	1389.02	34.00	27.00	68.00	65.00
ENSG00000063241.3	1041.98	269.00	321.00	275.00	197.00
ENSG00000063244.8	2153.64	1542.00	1494.00	1454.00	1268.00
ENSG00000063245.10	2403.92	563.00	741.00	532.00	403.00
ENSG00000063322.9	3653.00	524.00	442.00	492.00	507.00
ENSG00000063438.12	5661.00	7.00	6.00	12.00	7.00
ENSG00000063587.12	6310.49	511.00	418.00	546.00	576.00
ENSG00000063601.12	3262.85	261.00	223.00	252.00	227.00
ENSG00000063660.4	3647.28	102.00	123.00	132.00	96.00
ENSG00000063761.11	2227.76	68.00	57.00	56.00	54.00
ENSG00000063854.8	1119.14	585.00	605.00	581.00	471.00
ENSG00000063978.11	2344.72	946.00	824.00	1058.00	1129.00
ENSG00000064012.17	1815.29	702.00	487.00	815.00	922.00
ENSG00000064042.13	833.01	2.00	2.00	3.00	2.00
ENSG00000064102.10	1845.33	507.00	418.00	461.00	578.00
ENSG00000064115.6	1947.58	1425.00	1086.00	1252.00	1466.00
ENSG00000064195.7	2602.00	3.00	5.00	9.00	7.00
ENSG00000064199.2	1016.56	108.00	74.00	61.00	67.00
ENSG00000064201.11	787.24	3.00	4.00	17.00	9.00
ENSG00000064205.6	1701.50	1.00	0.00	1.00	0.00
ENSG00000064225.8	1869.79	319.56	247.34	437.00	455.00
ENSG00000064270.8	3600.00	0.00	0.00	1.00	1.00
ENSG00000064300.4	3417.00	86.00	71.00	67.00	50.00
ENSG00000064309.10	4320.43	503.00	453.00	639.00	753.00
ENSG00000064313.7	3317.19	533.00	389.00	473.00	574.00
ENSG00000064393.11	14879.28	3829.00	3279.92	3526.00	3701.00
ENSG00000064419.9	3539.76	804.00	685.00	969.00	1041.00
ENSG00000064489.17	708.00	29.19	26.31	13.54	1.57
ENSG00000064490.9	831.44	215.00	195.00	199.00	188.00
ENSG00000064545.10	899.05	166.00	212.00	162.00	111.00
ENSG00000064547.9	1043.94	35.00	44.00	52.00	45.00
ENSG00000064601.12	1759.06	3059.00	2754.00	4170.00	3942.00
ENSG00000064607.12	3297.46	1898.00	1715.00	1547.00	1651.00
ENSG00000064651.9	6434.13	252.00	227.00	358.00	461.00
ENSG00000064652.6	1375.07	192.00	151.00	280.00	292.00
ENSG00000064666.10	1805.77	1174.00	1183.00	1114.00	998.00
ENSG00000064687.8	2150.14	652.00	789.00	892.00	707.00
ENSG00000064692.14	2224.36	0.00	0.00	0.00	0.00
ENSG00000064703.7	4214.85	250.00	198.00	213.00	294.00
ENSG00000064726.5	2929.52	963.00	790.00	1091.00	1294.00
ENSG00000064787.8	3031.66	99.00	79.00	151.00	149.00
ENSG00000064886.9	1345.27	9.00	4.00	8.00	12.00
ENSG00000064932.11	1786.86	222.00	257.00	208.00	140.00
ENSG00000064933.12	2951.58	734.00	650.00	654.00	851.00
ENSG00000064961.14	1242.75	286.00	271.00	206.00	173.00
ENSG00000064989.8	3294.79	7.00	1.00	14.00	8.00
ENSG00000064995.12	1570.24	695.00	494.00	595.00	751.00
ENSG00000064999.12	6253.94	711.00	693.00	637.00	654.00
ENSG00000065000.11	3982.90	1774.00	1754.00	1925.00	1601.00
ENSG00000065029.10	1911.86	374.00	360.00	369.00	327.00
ENSG00000065054.9	1236.97	199.00	263.00	237.00	168.00
ENSG00000065057.3	1053.73	130.00	206.00	152.00	103.00
ENSG00000065060.12	9570.00	1354.63	1182.00	2206.00	2385.00
ENSG00000065135.7	3206.00	1258.00	1027.00	1264.00	1544.00
ENSG00000065150.14	4141.03	5626.00	4540.00	5060.00	6088.00
ENSG00000065154.7	1984.52	1205.00	1027.00	1489.00	1869.00
ENSG00000065183.11	3406.13	755.00	653.00	802.00	1015.00
ENSG00000065243.14	5941.70	1280.00	1018.00	1469.00	1707.00
ENSG00000065268.6	1160.52	204.00	259.00	171.00	124.00
ENSG00000065308.4	6908.00	3664.00	3145.00	3814.00	4310.00
ENSG00000065320.4	5918.00	2.00	3.00	13.00	6.00
ENSG00000065325.8	1771.88	23.00	16.00	26.00	30.00
ENSG00000065328.12	3107.61	412.00	311.00	183.00	197.00
ENSG00000065357.15	1670.86	207.00	152.00	412.00	435.00
