symbol	length	Control_D0	Control_D1	ABCF1_D0	ABCF1_D1
ENSG00000027001.7	2367.26	166.00	243.00	253.00	751.00
ENSG00000027075.9	2625.86	11.00	10.00	19.61	62.51
ENSG00000027697.8	1945.79	817.00	1347.00	1273.00	3549.00
ENSG00000027847.9	1801.58	202.00	375.00	400.00	1135.00
ENSG00000027869.7	969.43	15.00	21.00	14.00	51.00
ENSG00000028116.12	1876.18	200.00	333.00	321.00	1022.00
ENSG00000028137.12	3583.00	0.00	2.00	3.00	1.00
ENSG00000028203.13	2431.60	570.00	959.00	970.00	2788.00
ENSG00000028277.16	952.24	13.00	16.00	10.00	38.00
ENSG00000028310.13	2236.34	295.00	533.00	514.37	1365.50
ENSG00000028528.10	2634.64	1624.00	2616.00	3216.00	9644.00
ENSG00000028839.5	1010.68	172.00	249.00	258.00	723.00
ENSG00000029153.10	3561.81	219.00	291.00	173.00	478.00
ENSG00000029363.11	2243.75	3350.00	4523.00	5496.00	14902.00
ENSG00000029364.7	3398.78	812.00	1431.00	1320.00	3980.00
ENSG00000029534.15	5503.75	9.00	12.00	8.00	27.00
ENSG00000029639.6	1270.42	548.00	920.00	680.00	2101.00
ENSG00000029725.12	3455.18	755.00	1161.00	1302.00	3675.00
ENSG00000029993.10	1089.10	743.00	1055.00	796.00	2368.00
ENSG00000030066.9	4602.93	998.00	1649.00	1680.00	4761.00
ENSG00000030110.8	2136.00	279.09	509.18	354.09	1050.99
ENSG00000030419.12	5437.19	13.00	25.00	33.00	90.00
ENSG00000030582.12	1866.36	2864.00	5373.00	5842.00	16806.00
ENSG00000031003.6	4714.82	323.00	447.00	599.00	1679.00
ENSG00000031081.6	4934.00	0.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	134.00	215.00	152.00	511.00
ENSG00000031698.8	1777.34	1280.00	1891.00	1956.00	5790.00
ENSG00000031823.10	1854.73	1125.00	2105.00	1340.00	4051.00
ENSG00000032219.14	3079.42	562.00	779.00	917.00	2557.00
ENSG00000032389.8	1653.65	328.00	572.00	597.00	1901.00
ENSG00000032444.11	1547.74	433.77	737.00	704.00	2294.00
ENSG00000032742.13	2239.98	158.00	267.00	340.00	906.00
ENSG00000033011.7	1875.28	494.98	812.00	1199.00	3458.99
ENSG00000033030.9	2310.40	489.00	695.00	867.00	2489.00
ENSG00000033050.3	2694.03	499.00	823.00	959.00	2905.00
ENSG00000033100.10	3659.87	364.00	751.00	618.10	2113.00
ENSG00000033170.12	2886.30	246.00	355.00	403.00	1147.00
ENSG00000033178.8	2692.39	866.00	1408.00	1180.00	3165.00
ENSG00000033327.8	6036.31	450.00	715.00	437.00	1311.00
ENSG00000033627.10	2296.88	908.00	1626.00	1840.00	4827.00
ENSG00000033800.9	2157.52	662.00	1009.00	1133.00	3233.00
ENSG00000033867.12	5427.05	741.00	1149.00	534.00	1388.00
ENSG00000034053.10	3311.86	45.00	80.00	37.00	218.00
ENSG00000034063.9	3869.31	695.46	1161.72	1133.90	3318.86
ENSG00000034152.14	1945.92	586.00	1067.00	1070.00	3188.00
ENSG00000034510.4	492.00	3107.00	5784.00	3915.00	13248.00
ENSG00000034533.7	2472.82	60.00	94.00	156.00	454.00
ENSG00000034677.7	2367.97	884.00	1656.00	899.00	2664.00
ENSG00000034693.10	1433.97	263.00	472.50	538.00	1562.74
ENSG00000034713.3	1051.52	423.00	741.00	637.00	2100.00
ENSG00000035115.17	1529.85	332.00	565.00	351.00	1000.00
ENSG00000035141.3	1878.82	1050.00	1637.00	1854.00	5044.00
ENSG00000035403.12	4982.86	761.00	1335.00	1206.00	3192.00
ENSG00000035499.8	1701.80	498.00	736.00	644.00	1740.00
ENSG00000035664.7	2817.95	5.00	18.00	9.00	26.00
ENSG00000035681.3	2200.23	423.00	598.00	699.00	1818.00
ENSG00000035687.9	2697.62	483.00	719.00	501.00	1495.00
ENSG00000035862.8	3401.17	918.00	1491.00	717.00	2282.00
ENSG00000035928.10	3383.88	2183.00	3328.00	3467.00	9614.00
ENSG00000036054.8	3404.76	567.00	880.00	721.00	2035.00
ENSG00000036257.8	2949.56	988.00	1516.00	1572.00	4382.00
ENSG00000036448.5	973.83	0.00	0.00	2.00	3.00
ENSG00000036473.6	1585.00	2.00	6.00	3.00	32.00
ENSG00000036530.4	4154.39	0.00	1.00	1.00	3.00
ENSG00000036549.8	3751.76	655.00	1010.00	1003.00	2765.00
ENSG00000036672.11	2284.46	128.00	256.00	521.00	1421.00
ENSG00000037042.8	1645.84	473.69	916.70	1006.75	3172.71
ENSG00000037241.3	680.33	164.96	298.00	347.98	1034.82
ENSG00000037280.11	2393.64	0.00	0.00	2.00	0.00
ENSG00000037474.10	2583.55	983.00	1506.00	1352.00	3845.00
ENSG00000037637.6	3653.83	250.00	508.00	405.00	1213.00
ENSG00000037749.7	3253.29	446.00	647.00	537.00	1564.00
ENSG00000037757.9	1842.37	210.00	402.00	361.00	979.00
ENSG00000037897.12	810.77	153.00	254.00	353.00	949.09
ENSG00000037965.4	3371.00	1.00	4.00	4.00	8.00
ENSG00000038002.4	834.89	200.00	380.00	301.00	921.00
ENSG00000038210.9	2419.03	470.00	649.00	905.00	2381.00
ENSG00000038219.8	6598.84	1320.00	1919.00	1834.00	5329.00
ENSG00000038274.12	1915.32	348.00	611.00	653.00	1947.00
ENSG00000038358.10	2293.79	1084.57	1889.98	2285.94	6935.00
ENSG00000038382.13	4165.62	1326.00	2350.00	2136.00	6244.00
ENSG00000038427.11	7574.52	1218.00	1663.00	1556.00	4563.00
ENSG00000038532.10	4059.13	584.00	1011.00	1266.00	3616.00
ENSG00000039068.14	3860.25	368.00	724.00	1138.00	3320.00
ENSG00000039123.11	2573.54	818.00	1301.00	1202.00	3242.00
ENSG00000039139.9	15494.81	4.00	8.00	1.00	33.00
ENSG00000039319.12	4775.38	686.00	1106.00	1217.00	3381.00
ENSG00000039523.13	3375.46	922.00	1459.00	1104.00	2991.00
ENSG00000039537.9	3223.32	25.00	46.00	251.00	621.00
ENSG00000039560.9	3644.06	541.00	882.00	905.00	2348.00
ENSG00000039600.6	2549.00	0.00	0.00	0.00	0.00
ENSG00000039650.5	1468.50	192.00	336.00	398.00	1025.00
ENSG00000040199.14	7117.57	478.00	721.00	723.00	2160.00
ENSG00000040275.12	2049.86	338.00	467.00	576.00	1504.00
ENSG00000040341.13	1890.65	422.76	741.42	804.27	2116.13
ENSG00000040487.8	1657.39	114.00	232.00	330.00	1097.00
ENSG00000040531.10	2363.47	238.00	378.00	424.00	1189.00
ENSG00000040608.9	1148.97	3.00	9.00	3.00	6.00
ENSG00000040633.8	1375.50	426.00	650.00	765.00	2202.00
ENSG00000040731.6	3438.00	1.00	5.00	5.00	24.00
ENSG00000040933.11	5235.70	366.00	557.00	485.00	1530.00
ENSG00000041353.5	7281.00	0.00	3.00	0.00	6.00
ENSG00000041357.11	1190.50	1116.00	1673.00	1751.00	5126.00
ENSG00000041515.11	3997.38	0.00	0.00	1.00	5.00
ENSG00000041802.6	2402.00	292.00	412.00	623.00	1641.00
ENSG00000041880.10	1751.39	292.00	512.00	616.00	1780.00
ENSG00000041988.11	1226.48	83.00	183.00	187.00	528.00
ENSG00000042062.7	3404.88	1.00	5.00	1.00	5.00
ENSG00000042088.9	2198.61	356.00	557.00	463.00	1427.00
ENSG00000042286.10	3093.95	460.00	774.00	1103.00	3347.00
ENSG00000042317.12	1752.86	77.00	100.00	125.00	309.00
ENSG00000042429.6	1429.58	428.00	599.00	637.00	1788.00
ENSG00000042445.9	2264.30	1053.00	1873.00	2113.00	6428.00
ENSG00000042493.11	873.17	50.00	81.00	109.00	300.00
ENSG00000042753.7	903.11	208.00	433.00	359.00	1191.00
ENSG00000042781.8	18883.00	1.00	0.00	2.00	6.00
ENSG00000042832.7	610.08	0.00	1.00	0.00	3.00
ENSG00000042980.8	1639.50	0.00	0.00	0.00	0.00
ENSG00000043093.9	1865.08	471.00	661.00	848.00	2187.00
ENSG00000043143.16	3479.45	228.00	362.00	602.00	1696.00
ENSG00000043355.6	2974.00	8.00	17.00	17.00	40.00
ENSG00000043514.11	1363.03	155.00	232.00	202.00	569.00
ENSG00000044090.4	5065.93	1481.00	2854.00	2776.00	8439.00
ENSG00000044115.16	2887.26	2864.00	4908.00	4503.00	13086.00
ENSG00000044446.7	3034.59	2377.00	4716.00	3968.00	12578.00
ENSG00000044459.10	5038.58	128.00	218.00	340.00	823.00
ENSG00000044524.6	3085.00	0.00	1.00	0.00	1.00
ENSG00000044574.7	3908.00	14395.00	23644.00	15373.00	43859.97
ENSG00000046604.8	5822.75	2444.00	4007.00	2363.00	7458.00
ENSG00000046647.9	1215.09	65.00	112.00	73.00	271.00
ENSG00000046651.10	2752.91	349.00	522.00	545.00	1596.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	8667.82	1.00	1.00	3.00	15.00
ENSG00000047056.10	3790.65	187.00	300.00	249.00	728.00
ENSG00000047188.11	5248.60	654.00	992.00	1228.00	3230.00
ENSG00000047230.10	3519.23	456.00	701.00	732.00	1914.00
ENSG00000047249.12	1911.26	243.00	387.00	342.00	1022.00
ENSG00000047315.10	3404.23	1508.00	2321.00	2516.00	7344.00
ENSG00000047346.8	2249.91	243.00	347.00	690.00	1842.00
ENSG00000047365.7	7514.00	21.00	14.00	17.00	55.00
ENSG00000047410.9	8049.89	3841.00	5875.00	5453.00	15423.00
ENSG00000047457.9	2183.68	18076.63	31686.72	10101.29	32382.04
ENSG00000047578.8	3582.25	395.00	602.00	679.00	2254.00
ENSG00000047579.15	1385.09	135.00	200.00	249.00	730.00
ENSG00000047617.10	1831.10	0.00	0.00	4.00	4.00
ENSG00000047621.7	3106.35	105.00	169.00	275.00	746.00
ENSG00000047634.10	3020.38	1550.00	2377.00	1602.00	4646.00
ENSG00000047644.13	5046.08	112.00	145.00	229.00	642.00
ENSG00000047648.17	2679.90	0.00	1.00	1.00	4.00
ENSG00000047662.4	6622.00	1.00	4.00	3.00	5.00
ENSG00000047849.17	4877.23	3912.00	6779.00	5687.00	16429.00
ENSG00000047932.9	4581.11	1136.00	1631.00	1670.00	4516.00
ENSG00000047936.6	7417.00	0.00	0.00	4.00	4.00
ENSG00000048028.7	1957.77	484.00	855.00	853.00	2177.00
ENSG00000048052.17	3103.40	3.00	4.00	6.00	27.00
ENSG00000048140.13	2161.42	185.00	348.00	416.00	1388.00
ENSG00000048162.15	1089.36	217.00	300.00	342.00	936.00
ENSG00000048342.11	2677.79	90.00	117.00	208.00	547.00
ENSG00000048392.7	4692.65	598.00	862.00	991.00	2715.00
ENSG00000048405.5	2022.05	178.00	255.00	271.00	812.00
ENSG00000048471.9	7440.98	223.00	325.00	531.00	1476.00
ENSG00000048544.5	2110.00	527.00	748.00	977.00	2584.22
ENSG00000048649.9	2978.15	1011.76	1532.75	814.51	2274.55
ENSG00000048707.9	7861.47	588.00	933.00	975.00	2808.00
ENSG00000048740.13	2507.35	0.00	0.00	0.00	2.00
ENSG00000048828.12	4039.51	1478.00	2474.00	2258.00	6249.00
ENSG00000048991.12	2739.39	1393.00	2178.00	2082.00	5732.00
ENSG00000049089.9	2321.17	945.00	1702.00	933.00	2849.00
ENSG00000049130.9	3459.78	59.00	62.00	145.00	368.00
ENSG00000049167.9	1848.46	163.00	236.14	262.81	678.00
ENSG00000049192.10	5662.52	157.00	306.00	304.00	884.00
ENSG00000049239.8	8939.45	1197.00	2352.00	1995.00	6428.00
ENSG00000049245.8	2059.30	1203.00	1867.00	2032.00	5768.00
ENSG00000049246.10	5586.07	129.00	220.00	257.00	700.00
ENSG00000049249.4	1923.00	0.00	2.00	0.00	10.00
ENSG00000049283.13	2850.19	14.00	22.00	50.00	134.00
ENSG00000049319.2	4647.00	0.00	1.00	0.00	2.00
ENSG00000049323.11	5242.99	48.00	69.00	61.00	144.00
ENSG00000049449.4	2503.10	788.89	1145.89	946.12	2776.65
ENSG00000049540.12	3050.90	6.00	20.00	10.00	30.00
ENSG00000049541.6	1332.07	246.00	357.00	456.00	1408.00
ENSG00000049618.17	7157.15	1374.00	2330.00	2239.00	6429.00
ENSG00000049656.9	1294.01	591.00	1046.00	1085.00	3342.00
ENSG00000049759.12	2821.57	3465.00	5797.00	4258.00	12523.00
ENSG00000049768.10	2274.00	1.00	3.00	3.00	9.00
ENSG00000049769.8	2380.06	4.00	8.00	21.00	63.00
ENSG00000049860.9	1621.42	870.00	1392.00	1004.00	2999.00
ENSG00000049883.10	1992.86	61.00	92.00	135.00	381.00
ENSG00000050030.9	6113.50	1.00	0.00	0.00	0.00
ENSG00000050130.13	1410.38	480.00	775.00	762.00	2097.00
ENSG00000050165.13	1434.99	4.00	5.00	0.00	5.00
ENSG00000050327.10	2627.16	21.24	34.26	39.71	118.62
ENSG00000050344.8	3165.32	185.00	256.00	156.00	424.00
ENSG00000050393.7	2252.42	335.00	545.00	718.00	1774.00
ENSG00000050405.9	3292.28	570.00	800.00	962.00	2816.00
ENSG00000050426.11	1197.30	344.00	598.00	568.00	1874.00
ENSG00000050438.12	2120.11	0.00	0.00	0.00	0.00
ENSG00000050555.13	3023.49	7.00	17.00	9.00	15.00
ENSG00000050628.16	2316.83	0.00	0.00	0.00	0.00
ENSG00000050748.13	2771.17	783.00	1253.00	1190.00	3189.00
ENSG00000050767.11	3061.00	0.00	1.00	1.00	1.00
ENSG00000050820.12	1876.66	1096.00	2006.00	1608.00	4978.00
ENSG00000051009.6	2531.31	216.00	389.00	458.00	1457.00
ENSG00000051108.10	1115.56	1029.00	1650.00	2193.00	5929.00
ENSG00000051128.14	1154.60	209.00	339.00	313.00	949.56
ENSG00000051180.12	1664.81	154.00	233.00	194.00	543.00
ENSG00000051341.9	5978.87	404.00	597.00	780.00	2066.00
ENSG00000051382.4	3790.30	657.00	1216.00	483.00	1312.00
ENSG00000051523.6	849.70	866.00	1931.00	1585.00	5255.00
ENSG00000051596.5	1261.87	544.37	722.62	707.40	2031.17
ENSG00000051620.6	3601.76	629.00	998.00	925.00	2466.00
ENSG00000051825.10	2339.91	543.00	781.00	826.00	2240.00
ENSG00000052126.10	4093.65	392.00	589.00	768.00	2145.00
ENSG00000052344.11	1856.92	125.00	317.00	122.00	453.00
ENSG00000052723.7	2830.10	700.00	976.00	875.00	2422.00
ENSG00000052749.9	3665.97	401.00	700.00	874.00	2571.00
ENSG00000052795.8	5329.52	905.00	1495.00	418.00	1189.00
ENSG00000052802.8	1975.89	2293.00	4224.00	2404.00	6988.00
ENSG00000052841.10	2763.95	1149.00	2071.00	1469.00	4572.00
ENSG00000052850.5	5750.00	0.00	1.00	0.00	0.00
ENSG00000053108.12	1767.09	76.00	134.00	120.00	371.00
ENSG00000053254.11	5797.25	3056.00	5125.00	4293.00	12577.00
ENSG00000053371.8	1345.62	373.00	685.00	796.00	2419.00
ENSG00000053372.4	2144.57	418.00	700.00	593.00	1899.00
ENSG00000053501.8	898.24	46.00	65.00	114.00	406.00
ENSG00000053524.7	2856.92	0.00	1.00	1.00	0.00
ENSG00000053747.11	3266.38	65.00	73.00	244.00	761.00
ENSG00000053770.7	2538.24	329.00	453.00	593.00	1720.00
ENSG00000053900.6	1891.68	233.00	401.00	467.00	1250.00
ENSG00000053918.11	2723.31	0.00	0.00	1.00	5.00
ENSG00000054116.7	1075.12	275.00	463.00	494.00	1479.00
ENSG00000054118.9	3936.42	2869.00	4306.00	4293.00	12221.00
ENSG00000054148.13	850.44	616.00	1250.00	1711.00	5238.00
ENSG00000054179.7	1840.94	301.00	632.00	220.00	691.00
ENSG00000054267.16	4925.32	809.59	1223.98	1046.00	2844.77
ENSG00000054277.8	2143.59	182.00	310.00	243.00	859.00
ENSG00000054282.11	1932.71	174.00	239.00	319.00	933.00
ENSG00000054356.9	2026.77	1.00	2.00	2.00	10.00
ENSG00000054392.8	3089.02	93.00	156.00	303.00	782.00
ENSG00000054523.12	9444.32	2029.34	3288.00	3401.35	10117.93
ENSG00000054598.5	3447.00	20.00	46.00	135.00	290.00
ENSG00000054611.9	2753.84	408.00	693.00	664.00	2043.00
ENSG00000054654.11	7467.48	572.00	925.00	1452.00	4058.00
ENSG00000054690.9	2431.14	529.00	832.00	715.00	2170.00
ENSG00000054793.9	7803.39	1080.00	1878.00	1268.00	3879.00
ENSG00000054938.11	1779.62	6.00	9.00	6.00	42.00
ENSG00000054965.6	4372.74	650.00	1230.00	1710.00	4880.00
ENSG00000054967.8	3366.88	64.00	136.00	80.00	303.00
ENSG00000055044.6	1668.29	1410.00	1896.00	1729.00	5070.00
ENSG00000055070.12	2302.34	1156.00	2073.00	2848.00	8534.00
ENSG00000055118.10	3128.59	14.00	19.00	16.00	42.00
ENSG00000055130.11	3063.66	882.00	1381.00	1492.00	4185.00
ENSG00000055147.13	2450.37	133.00	204.00	295.00	804.00
ENSG00000055163.14	3463.85	830.00	1414.00	2373.00	6632.00
ENSG00000055208.13	2834.40	1662.00	2739.00	3385.00	8635.00
ENSG00000055211.8	2005.22	392.00	615.00	630.00	1708.00
ENSG00000055332.12	5781.48	1269.00	1894.00	2188.00	6117.00
ENSG00000055483.15	3788.16	1323.00	2236.00	1874.00	5483.00
ENSG00000055609.13	11169.03	1208.00	2056.00	2527.00	6807.00
ENSG00000055732.8	2232.00	0.00	1.00	2.00	1.00
ENSG00000055917.11	4939.46	2265.00	3357.00	3154.00	8908.00
ENSG00000055950.12	930.03	334.00	633.00	868.00	2438.00
ENSG00000055955.11	1903.82	27.05	27.74	413.68	975.31
ENSG00000055957.6	1509.60	271.00	598.00	2083.00	6294.00
ENSG00000056050.6	1027.15	129.00	174.00	247.00	745.00
ENSG00000056097.11	3655.94	2544.00	3695.00	4422.00	12102.00
ENSG00000056277.11	4201.81	101.00	154.00	153.00	417.00
ENSG00000056487.11	3460.00	2.00	1.00	0.00	2.00
ENSG00000056558.6	5831.13	38.00	68.00	98.00	329.00
ENSG00000056586.11	4682.73	823.00	1287.00	1242.00	3593.00
ENSG00000056661.9	1803.88	1333.00	2310.00	1802.00	5248.00
ENSG00000056736.5	2264.45	1495.00	2578.00	3758.00	11043.00
ENSG00000056972.14	2240.86	158.00	250.00	272.00	741.00
ENSG00000056998.14	2759.79	308.00	585.00	774.00	2266.00
ENSG00000057019.11	3372.89	1764.00	2747.00	2376.00	6766.00
ENSG00000057252.8	1990.62	582.00	902.00	1105.00	3078.00
ENSG00000057294.9	3484.14	465.00	734.99	985.00	2294.00
ENSG00000057468.6	3266.00	0.00	3.00	0.00	3.00
ENSG00000057593.9	2461.75	582.00	1121.00	1172.00	3169.00
ENSG00000057608.12	1731.31	3675.00	6039.00	6164.00	16560.92
ENSG00000057657.10	2612.00	0.00	1.00	0.00	2.00
ENSG00000057663.8	3157.80	263.00	411.00	421.00	1128.00
ENSG00000057704.6	2822.00	0.00	0.00	0.00	0.00
ENSG00000057757.5	1573.83	220.00	303.00	410.00	1102.00
ENSG00000057935.9	2053.57	1185.00	2077.00	2275.00	6395.00
ENSG00000058056.4	5784.21	766.00	1448.00	585.00	1846.00
ENSG00000058063.11	4948.10	532.00	874.00	839.00	2431.00
ENSG00000058085.10	5147.00	0.00	0.00	0.00	2.00
ENSG00000058091.12	2649.14	12.00	14.00	45.00	127.00
ENSG00000058262.5	3271.43	3935.00	6715.00	5911.00	17697.00
ENSG00000058272.11	2141.89	1033.00	1543.00	1187.00	3214.00
ENSG00000058335.11	2281.70	6.00	19.00	4.00	9.00
ENSG00000058404.15	4142.00	2.00	7.00	6.00	14.00
ENSG00000058453.12	2056.71	51.00	117.51	167.00	548.54
ENSG00000058600.11	1414.91	1373.00	2242.00	2265.00	6648.00
ENSG00000058668.10	5743.96	530.00	832.00	858.00	2478.00
ENSG00000058673.11	4624.86	2156.92	3549.75	3632.35	10428.44
ENSG00000058729.6	2012.35	249.00	357.00	341.00	1084.00
ENSG00000058799.9	1360.10	203.00	316.00	463.00	1336.00
ENSG00000058804.10	3653.06	1046.00	1590.00	1193.00	3445.00
ENSG00000058866.10	2329.44	91.00	150.00	72.00	218.00
ENSG00000059122.12	2051.64	160.00	310.00	362.00	1105.00
ENSG00000059145.14	2107.23	167.00	296.00	285.00	833.00
ENSG00000059377.11	952.07	16.00	38.00	19.00	60.00
ENSG00000059378.8	1921.86	287.00	552.00	304.00	853.00
ENSG00000059573.4	2411.93	3648.00	5983.00	4165.00	12785.00
ENSG00000059588.5	2986.93	663.00	1108.00	1235.00	3572.00
ENSG00000059691.7	2184.26	458.00	798.00	771.00	2301.00
ENSG00000059728.6	5522.69	222.00	376.00	405.00	1124.00
ENSG00000059758.3	2532.24	276.00	498.00	455.00	1224.00
ENSG00000059769.15	1974.04	287.99	368.56	432.14	1145.98
ENSG00000059804.11	3796.48	5345.27	11755.45	1893.59	6643.37
ENSG00000059915.12	2692.48	12.00	22.00	13.00	36.00
ENSG00000060069.12	3533.43	195.00	400.00	463.00	1304.00
ENSG00000060138.8	1206.61	1377.00	2411.00	1384.00	3967.00
ENSG00000060237.12	5574.44	5210.00	8941.00	6447.00	17602.00
ENSG00000060339.9	2538.74	1580.00	2205.00	2890.00	8165.00
ENSG00000060491.12	2509.33	1026.00	1746.00	1898.00	6195.00
ENSG00000060558.3	2133.00	0.00	0.00	1.00	3.00
ENSG00000060566.9	2489.46	437.00	678.00	2556.00	6289.00
ENSG00000060642.6	2236.79	212.00	349.00	434.00	1215.00
ENSG00000060656.15	4645.47	1027.00	1960.00	2497.00	7599.00
ENSG00000060688.8	1531.22	472.00	813.00	862.00	2665.00
ENSG00000060709.9	6321.00	1.00	0.00	1.00	1.00
ENSG00000060718.14	6845.85	1.00	0.00	1.00	3.00
ENSG00000060749.10	7218.33	1288.00	1921.00	1900.00	5198.00
ENSG00000060762.14	892.42	905.00	1406.00	1242.00	3534.00
ENSG00000060971.13	1326.87	1564.00	2874.00	3557.00	10964.00
ENSG00000060982.10	6072.10	856.00	955.00	956.00	2503.00
ENSG00000061273.13	2928.41	322.00	619.00	403.00	1296.00
ENSG00000061337.11	5459.00	0.00	0.00	3.00	8.00
ENSG00000061455.10	2610.31	8.00	7.00	17.00	53.00
ENSG00000061492.7	1498.00	0.00	0.00	0.00	2.00
ENSG00000061656.5	814.01	374.00	843.00	297.00	1033.00
ENSG00000061676.10	5214.59	2070.00	3369.00	3399.00	9264.00
ENSG00000061794.8	1856.37	665.00	1010.00	1065.00	2962.00
ENSG00000061936.5	3038.82	968.00	1608.00	2054.00	5563.00
ENSG00000061938.12	2616.78	265.00	508.00	472.00	1624.00
ENSG00000061987.10	4950.62	700.00	1114.00	1301.00	3631.00
ENSG00000062038.9	2197.47	1.00	0.00	1.00	11.00
ENSG00000062096.10	1923.00	0.00	0.00	1.00	1.00
ENSG00000062194.11	2642.50	793.00	1212.00	1245.00	3615.00
ENSG00000062282.10	1824.50	405.00	672.00	1778.00	5013.00
ENSG00000062370.12	3601.46	64.00	101.00	160.00	444.00
ENSG00000062485.14	2157.40	5062.71	8110.31	7605.57	21081.61
ENSG00000062524.11	1821.00	0.00	1.00	1.00	8.00
ENSG00000062582.9	707.53	375.00	630.67	791.78	2236.95
ENSG00000062598.13	2502.12	767.00	1341.00	1600.00	4583.00
ENSG00000062650.13	6095.01	1168.00	1721.00	1586.00	4681.00
ENSG00000062716.6	2342.32	2386.00	3776.00	3134.00	8910.00
ENSG00000062725.5	5032.70	827.00	1380.00	1473.00	4002.00
ENSG00000062822.8	1889.66	357.00	664.00	608.00	2026.00
ENSG00000063015.15	1568.47	0.00	1.00	9.00	7.00
ENSG00000063046.13	2892.49	10003.36	16104.43	13753.36	40875.25
ENSG00000063127.11	1859.34	3.00	7.00	3.00	14.00
ENSG00000063169.6	3198.37	126.00	236.00	334.00	958.00
ENSG00000063176.11	1738.26	87.00	222.00	408.00	1193.00
ENSG00000063177.8	580.19	2498.00	4920.00	4058.00	12615.00
ENSG00000063180.4	1187.56	22.00	44.00	33.00	87.00
ENSG00000063241.3	1029.15	442.00	888.00	872.00	2719.00
ENSG00000063244.8	2006.78	1754.00	2989.00	2734.00	8333.00
ENSG00000063245.10	2421.67	1173.00	2333.00	2168.00	7081.00
ENSG00000063322.9	3649.27	547.00	863.00	1410.00	3786.00
ENSG00000063438.12	2062.87	12.00	14.00	27.00	79.00
ENSG00000063587.12	6345.45	398.00	724.00	725.00	2020.00
ENSG00000063601.12	2349.55	204.00	337.00	464.00	1245.00
ENSG00000063660.4	2837.89	164.00	276.00	215.00	599.00
ENSG00000063761.11	1685.04	64.00	109.00	143.00	375.00
ENSG00000063854.8	934.81	585.00	1008.00	1197.00	3740.00
ENSG00000063978.11	2769.36	844.00	1420.00	1141.00	2951.00
ENSG00000064012.17	2361.16	613.00	831.00	835.00	2467.00
ENSG00000064042.13	4792.00	1.00	2.00	0.00	6.00
ENSG00000064102.10	1894.53	505.00	740.00	566.00	1677.00
ENSG00000064115.6	1822.93	916.00	1465.00	2030.00	5972.00
ENSG00000064195.7	2602.00	5.00	13.00	6.00	16.00
ENSG00000064199.2	871.73	98.00	169.00	129.00	357.00
ENSG00000064201.11	3325.00	4.00	3.00	2.00	2.00
ENSG00000064205.6	1701.50	0.00	0.00	0.00	0.00
ENSG00000064225.8	1357.32	245.00	344.00	181.00	525.78
ENSG00000064270.8	1462.09	0.00	0.00	0.00	8.00
ENSG00000064300.4	3417.00	132.00	177.00	127.00	331.00
ENSG00000064309.10	6533.16	393.00	687.00	282.00	836.00
ENSG00000064313.7	2896.95	441.00	735.00	755.00	2075.00
ENSG00000064393.11	12521.00	4220.00	6781.00	5066.00	14609.00
ENSG00000064419.9	3653.93	691.00	1036.00	1049.00	3023.00
ENSG00000064489.17	1011.57	38.92	11.20	81.09	87.95
ENSG00000064490.9	1035.40	202.00	358.00	409.00	1221.00
ENSG00000064545.10	1246.69	187.00	399.00	426.00	1257.00
ENSG00000064547.9	783.60	31.00	88.00	58.00	223.00
ENSG00000064601.12	1597.90	3000.00	5067.00	7842.00	21624.00
ENSG00000064607.12	3233.88	1786.00	3122.00	2795.00	8100.00
ENSG00000064651.9	5499.11	189.00	264.00	200.00	566.00
ENSG00000064652.6	1527.70	192.00	286.00	452.00	1065.00
ENSG00000064666.10	1605.73	1534.00	2996.00	1870.00	5312.00
ENSG00000064687.8	2640.65	613.00	1591.00	784.00	2632.00
ENSG00000064692.14	2224.36	0.00	0.00	1.00	0.00
ENSG00000064703.7	4030.74	212.00	330.00	403.00	1148.00
ENSG00000064726.5	2953.76	834.00	1252.00	1265.00	3523.00
ENSG00000064787.8	2956.48	65.00	133.00	61.00	203.00
ENSG00000064886.9	1407.98	1.00	6.00	8.00	9.00
ENSG00000064932.11	3326.09	367.00	695.00	610.00	1932.00
ENSG00000064933.12	2873.15	499.00	778.00	984.00	2711.00
ENSG00000064961.14	1644.01	601.00	979.00	705.00	2142.00
ENSG00000064989.8	2235.51	2.00	4.00	0.00	10.00
ENSG00000064995.12	1561.14	383.00	658.00	727.00	2298.00
ENSG00000064999.12	6193.77	614.00	1117.00	1019.00	2916.00
ENSG00000065000.11	4656.09	2486.00	4118.00	4570.00	12904.00
ENSG00000065029.10	1836.11	383.00	659.00	884.00	2620.00
ENSG00000065054.9	1293.08	426.00	773.00	693.00	2102.00
ENSG00000065057.3	1050.92	171.00	349.00	245.00	750.00
ENSG00000065060.12	9570.00	1428.00	1991.00	2113.00	6105.00
