symbol	length	Control_D0	Control_D1	AKAP8L_D0	AKAP8L_D1
ENSG00000027697.8	2112.56	1298.00	1274.00	2233.00	1999.00
ENSG00000027847.9	1644.87	312.00	336.00	317.00	326.00
ENSG00000027869.7	852.28	12.00	9.00	26.00	30.00
ENSG00000028116.12	1898.87	318.00	300.00	527.00	442.00
ENSG00000028137.12	3583.00	2.00	1.00	2.00	2.00
ENSG00000028203.13	2428.59	767.00	729.00	1309.00	1285.00
ENSG00000028277.16	2745.14	16.00	10.00	7.00	10.00
ENSG00000028310.13	2352.32	555.00	493.26	690.04	619.43
ENSG00000028528.10	2697.74	2610.00	2558.00	2357.00	2290.00
ENSG00000028839.5	951.77	217.00	230.00	289.00	250.00
ENSG00000029153.10	2571.54	386.00	350.00	260.00	244.00
ENSG00000029363.11	3410.76	4169.00	3901.00	4721.00	4126.00
ENSG00000029364.7	3564.51	1294.00	1283.00	1709.00	1577.00
ENSG00000029534.15	1882.96	11.00	11.00	13.00	9.00
ENSG00000029639.6	1292.61	868.00	791.00	1063.00	992.00
ENSG00000029725.12	4049.14	971.00	1002.00	1303.00	1164.00
ENSG00000029993.10	1184.11	855.00	906.00	819.00	760.00
ENSG00000030066.9	4814.48	1954.00	2005.00	2259.00	1954.00
ENSG00000030110.8	2136.00	472.75	426.21	718.53	629.21
ENSG00000030419.12	3812.13	18.00	37.00	40.00	33.00
ENSG00000030582.12	1957.78	4018.00	4291.00	7014.00	7434.00
ENSG00000031003.6	4691.25	494.00	497.00	678.00	581.00
ENSG00000031081.6	4934.00	0.00	0.00	0.00	0.00
ENSG00000031691.6	1733.00	251.00	245.00	246.00	241.00
ENSG00000031698.8	1769.11	1310.00	1268.00	1736.00	1613.00
ENSG00000031823.10	1879.15	1522.00	1553.00	1588.00	1469.00
ENSG00000032219.14	3991.15	717.00	700.00	848.00	714.00
ENSG00000032389.8	1728.57	606.00	706.00	889.00	930.00
ENSG00000032444.11	1902.77	797.80	784.00	884.00	790.00
ENSG00000032742.13	2335.85	278.00	260.00	268.00	260.00
ENSG00000033011.7	1842.27	773.00	860.00	1158.99	1072.00
ENSG00000033030.9	2402.22	645.00	572.00	771.00	735.00
ENSG00000033050.3	2581.11	768.00	794.00	933.00	888.00
ENSG00000033100.10	3760.77	796.00	818.00	834.00	843.00
ENSG00000033170.12	2804.34	335.00	302.00	547.00	523.00
ENSG00000033178.8	4146.90	1592.00	1652.00	2126.00	2008.00
ENSG00000033327.8	5786.73	544.00	485.00	671.00	622.00
ENSG00000033627.10	2975.26	1255.00	1286.00	1673.00	1569.00
ENSG00000033800.9	2130.72	512.00	512.00	655.00	602.00
ENSG00000033867.12	4716.87	1183.00	1120.00	1156.00	962.00
ENSG00000034053.10	2584.63	77.00	92.00	64.00	79.00
ENSG00000034063.9	3874.50	1274.27	1309.40	1286.76	1301.10
ENSG00000034152.14	1956.47	1161.00	1195.00	1187.00	1182.00
ENSG00000034510.4	492.00	4160.00	4492.00	8033.00	7753.00
ENSG00000034533.7	2665.05	88.00	87.00	111.00	116.00
ENSG00000034677.7	3387.79	1802.00	1735.00	2468.00	2261.00
ENSG00000034693.10	1379.20	412.00	373.86	501.98	480.97
ENSG00000034713.3	1032.81	963.00	937.00	1291.00	1139.00
ENSG00000035115.17	1479.61	735.00	709.00	837.00	789.00
ENSG00000035141.3	1880.02	1440.00	1406.00	1597.00	1534.00
ENSG00000035403.12	4645.92	1064.00	1082.00	2115.00	1813.00
ENSG00000035499.8	2240.18	794.00	693.00	856.00	660.00
ENSG00000035664.7	1126.20	18.00	22.00	41.00	44.00
ENSG00000035681.3	2569.35	469.00	484.00	540.00	569.00
ENSG00000035687.9	2712.47	773.00	821.00	979.00	863.00
ENSG00000035862.8	3421.63	1113.00	987.00	3309.00	3000.00
ENSG00000035928.10	4033.25	2806.00	2623.00	2036.00	1904.00
ENSG00000036054.8	3559.48	1011.00	876.00	1099.00	936.00
ENSG00000036257.8	2757.48	1484.00	1488.00	1859.00	1640.00
ENSG00000036448.5	975.00	0.00	0.00	4.00	1.00
ENSG00000036473.6	1585.00	0.00	5.00	6.00	6.00
ENSG00000036530.4	2015.50	0.00	0.00	0.00	0.00
ENSG00000036549.8	3039.09	912.00	852.00	898.00	809.00
ENSG00000036672.11	2642.21	168.00	176.00	317.00	260.00
ENSG00000037042.8	1556.76	633.49	681.83	770.72	947.18
ENSG00000037241.3	675.73	265.00	275.95	342.00	349.00
ENSG00000037280.11	2393.64	1.00	0.00	1.00	0.00
ENSG00000037474.10	2455.58	1548.00	1434.00	1635.00	1499.00
ENSG00000037637.6	3519.81	461.00	493.00	629.00	629.00
ENSG00000037749.7	3686.61	747.00	752.00	1073.00	936.00
ENSG00000037757.9	1865.23	302.00	284.00	400.00	369.01
ENSG00000037897.12	949.15	207.00	239.00	292.00	303.00
ENSG00000037965.4	3371.00	1.00	1.00	6.00	5.00
ENSG00000038002.4	1344.12	309.00	341.00	553.00	546.00
ENSG00000038210.9	2981.18	792.00	750.00	958.00	879.00
ENSG00000038219.8	6915.63	1728.00	1667.00	1999.00	1817.00
ENSG00000038274.12	2128.75	656.00	742.00	706.00	652.00
ENSG00000038358.10	2389.09	1572.07	1745.50	1801.17	1823.51
ENSG00000038382.13	4580.21	2311.00	2386.00	3513.00	3303.00
ENSG00000038427.11	6814.30	1545.00	1426.00	3176.00	2832.00
ENSG00000038532.10	4155.08	808.00	853.00	906.00	864.00
ENSG00000039068.14	4023.15	490.00	568.00	1544.00	1581.00
ENSG00000039123.11	2611.33	1390.00	1385.00	1624.00	1495.00
ENSG00000039139.9	4785.03	2.00	1.00	82.00	63.00
ENSG00000039319.12	4523.54	1313.00	1190.00	1385.00	1258.00
ENSG00000039523.13	3348.59	837.00	833.00	1416.00	1263.00
ENSG00000039537.9	3157.79	33.00	41.00	163.00	151.00
ENSG00000039560.9	3671.58	677.00	660.00	828.00	833.00
ENSG00000039600.6	2549.00	0.00	0.00	0.00	0.00
ENSG00000039650.5	1546.18	332.00	297.00	418.00	395.00
ENSG00000040199.14	7424.64	639.00	672.00	1285.00	1137.00
ENSG00000040275.12	2223.87	547.00	479.00	353.00	386.00
ENSG00000040341.13	1910.18	620.74	564.23	688.72	574.57
ENSG00000040487.8	1730.83	201.00	218.00	418.00	418.00
ENSG00000040531.10	2581.10	267.00	325.00	429.00	397.00
ENSG00000040608.9	1821.41	13.00	13.00	23.00	32.00
ENSG00000040633.8	1777.39	475.00	487.00	842.00	753.00
ENSG00000040731.6	3438.00	1.00	1.00	5.00	8.00
ENSG00000040933.11	4944.64	577.00	623.00	739.00	705.00
ENSG00000041353.5	5393.53	4.00	0.00	38.00	23.00
ENSG00000041357.11	1235.54	1489.00	1401.00	1741.00	1503.00
ENSG00000041515.11	3469.00	0.00	0.00	0.00	0.00
ENSG00000041802.6	2430.80	434.00	418.00	455.00	427.00
ENSG00000041880.10	1602.51	357.00	402.00	554.00	538.00
ENSG00000041988.11	1178.68	108.00	111.00	168.00	186.00
ENSG00000042062.7	3610.01	2.00	1.00	0.00	4.00
ENSG00000042088.9	2107.15	493.00	452.00	398.00	372.00
ENSG00000042286.10	3078.61	899.00	901.00	2068.00	1893.00
ENSG00000042317.12	1683.79	62.00	89.00	133.00	95.00
ENSG00000042429.6	1772.96	587.00	575.00	879.00	705.00
ENSG00000042445.9	2781.98	1816.00	1956.00	3321.00	3361.00
ENSG00000042493.11	1003.55	67.00	86.00	142.00	162.00
ENSG00000042753.7	887.63	456.00	491.00	689.00	621.00
ENSG00000042781.8	6320.00	0.00	0.00	2.00	2.00
ENSG00000042832.7	1015.31	0.00	1.00	3.00	3.00
ENSG00000042980.8	774.21	0.00	1.00	3.00	2.00
ENSG00000043093.9	3755.03	700.00	591.00	1004.00	959.00
ENSG00000043143.16	3566.09	290.00	309.00	572.00	541.00
ENSG00000043355.6	2974.00	5.00	10.00	67.00	54.00
ENSG00000043514.11	1631.77	296.00	298.00	181.00	187.00
ENSG00000044090.4	5242.06	2688.00	2922.00	3258.00	3391.00
ENSG00000044115.16	3298.38	4899.00	5153.00	5721.00	5363.00
ENSG00000044446.7	3044.26	4866.00	5069.00	5487.00	5609.00
ENSG00000044459.10	3792.96	169.00	183.00	226.00	185.00
ENSG00000044524.6	2546.00	0.00	1.00	2.00	1.00
ENSG00000044574.7	3908.00	22451.00	22818.00	16796.99	15007.99
ENSG00000046604.8	5831.00	3777.00	3682.00	6679.00	6067.00
ENSG00000046647.9	1055.25	120.00	113.00	120.00	129.00
ENSG00000046651.10	2931.70	559.00	559.00	767.00	667.00
ENSG00000046653.10	1475.09	0.00	0.00	0.00	0.00
ENSG00000046889.14	10750.00	0.00	0.00	5.00	2.00
ENSG00000047056.10	3887.21	386.00	361.00	462.00	421.00
ENSG00000047188.11	4771.08	932.00	910.00	1653.00	1385.00
ENSG00000047230.10	2877.65	597.00	630.00	937.00	908.00
ENSG00000047249.12	1906.69	446.00	444.00	781.00	697.00
ENSG00000047315.10	3110.27	2368.00	2337.00	3281.00	2914.00
ENSG00000047346.8	2495.04	400.00	405.00	703.00	651.00
ENSG00000047365.7	7514.00	17.00	20.00	26.00	23.00
ENSG00000047410.9	7109.93	5181.00	5141.00	6369.00	5670.00
ENSG00000047457.9	3555.12	29944.33	30373.39	35103.89	32878.73
ENSG00000047578.8	3720.51	578.00	567.00	861.00	913.00
ENSG00000047579.15	1330.54	147.00	184.00	305.00	279.00
ENSG00000047617.10	1953.16	1.00	0.00	3.00	4.00
ENSG00000047621.7	2846.98	163.00	186.00	293.00	242.00
ENSG00000047634.10	2983.66	1999.00	1986.00	2083.00	1899.00
ENSG00000047644.13	4869.28	131.00	122.00	211.00	187.00
ENSG00000047648.17	3386.55	0.00	1.00	2.00	0.00
ENSG00000047662.4	6622.00	1.00	1.00	1.00	0.00
ENSG00000047849.17	5075.56	4852.00	4901.00	6253.00	6207.00
ENSG00000047932.9	4587.31	1621.00	1575.00	1741.00	1570.00
ENSG00000047936.6	7417.00	0.00	2.00	1.00	2.00
ENSG00000048028.7	2781.30	842.00	797.00	887.00	844.00
ENSG00000048052.17	3805.28	5.00	4.00	43.00	23.00
ENSG00000048140.13	2309.58	358.00	345.00	549.00	507.00
ENSG00000048162.15	1073.92	271.00	289.00	350.00	320.00
ENSG00000048342.11	3636.72	114.00	115.00	168.00	153.00
ENSG00000048392.7	4338.27	998.00	895.00	2189.00	1779.00
ENSG00000048405.5	3068.96	282.00	231.00	269.00	250.00
ENSG00000048471.9	6411.05	279.00	284.00	457.00	389.00
ENSG00000048544.5	2110.00	698.00	647.00	897.90	804.00
ENSG00000048649.9	5301.49	1327.10	1267.19	1915.19	1706.00
ENSG00000048707.9	8905.07	1004.00	951.00	1214.00	1111.00
ENSG00000048740.13	2210.00	0.00	0.00	1.00	1.00
ENSG00000048828.12	4499.12	1955.00	1982.00	2391.00	2279.00
ENSG00000048991.12	3493.39	1217.00	1148.00	1453.00	1393.00
ENSG00000049089.9	2235.69	1476.00	1421.00	953.00	971.00
ENSG00000049130.9	3551.36	84.00	66.00	246.00	178.00
ENSG00000049167.9	1886.04	277.94	291.04	242.55	216.00
ENSG00000049192.10	5197.20	308.00	308.00	804.00	805.00
ENSG00000049239.8	8645.41	2326.00	2435.00	3098.00	3031.00
ENSG00000049245.8	2005.55	1610.00	1618.00	1993.00	1809.00
ENSG00000049246.10	5256.17	206.00	197.00	295.00	293.00
ENSG00000049249.4	1923.00	0.00	0.00	6.00	3.00
ENSG00000049283.13	2718.11	19.00	14.00	29.00	26.00
ENSG00000049319.2	2372.00	2.00	0.00	0.00	1.00
ENSG00000049323.11	5258.10	55.00	65.00	93.00	69.00
ENSG00000049449.4	2562.65	1008.32	968.61	1842.88	1651.12
ENSG00000049540.12	3035.66	10.00	8.00	18.00	15.00
ENSG00000049541.6	1433.37	343.00	375.00	430.00	430.00
ENSG00000049618.17	7123.27	1758.00	1805.00	2300.00	2180.00
ENSG00000049656.9	1412.31	1142.00	1134.00	1466.00	1339.00
ENSG00000049759.12	2795.82	5015.00	5011.00	3899.00	3816.00
ENSG00000049768.10	2158.46	1.00	2.00	1.00	2.00
ENSG00000049769.8	2783.45	11.00	18.00	30.00	24.00
ENSG00000049860.9	1656.56	1455.00	1403.00	1829.00	1612.00
ENSG00000049883.10	2057.95	119.00	126.00	131.00	146.00
ENSG00000050030.9	11719.00	0.00	2.00	1.00	2.00
ENSG00000050130.13	1631.25	626.00	613.00	890.00	880.00
ENSG00000050165.13	1401.92	1.00	2.00	25.00	21.00
ENSG00000050327.10	3840.80	37.76	35.45	90.05	74.09
ENSG00000050344.8	3111.35	249.00	201.00	320.00	284.00
ENSG00000050393.7	2369.77	422.00	385.00	467.00	402.00
ENSG00000050405.9	3074.71	769.00	645.00	1652.00	1335.00
ENSG00000050426.11	1441.61	729.00	738.00	727.00	637.00
ENSG00000050438.12	2120.11	0.00	1.00	0.00	0.00
ENSG00000050555.13	6133.00	13.00	14.00	40.00	38.00
ENSG00000050628.16	2316.83	1.00	0.00	0.00	0.00
ENSG00000050748.13	3055.26	951.00	1008.00	784.00	829.00
ENSG00000050767.11	1519.67	0.00	0.00	0.00	0.00
ENSG00000050820.12	2579.19	1560.00	1518.00	1806.00	1975.00
ENSG00000051009.6	2565.79	394.00	396.00	580.00	589.00
ENSG00000051108.10	1788.74	1384.00	1398.00	2101.00	1943.00
ENSG00000051128.14	1124.82	291.00	261.00	411.00	459.00
ENSG00000051180.12	1644.12	236.00	258.00	238.00	237.00
ENSG00000051341.9	8775.00	601.00	562.00	513.00	466.00
ENSG00000051382.4	3699.59	1232.00	1177.00	1336.00	1209.00
ENSG00000051523.6	839.08	1868.00	1989.00	2295.00	2509.00
ENSG00000051596.5	1381.05	656.59	604.38	558.42	485.51
ENSG00000051620.6	2836.29	922.00	908.00	975.00	939.00
ENSG00000051825.10	2421.10	756.00	690.00	773.00	721.00
ENSG00000052126.10	3478.79	481.00	459.00	516.00	498.00
ENSG00000052344.11	1867.24	216.00	269.00	528.00	507.00
ENSG00000052723.7	2462.12	952.00	842.00	1004.00	860.00
ENSG00000052749.9	3831.44	659.00	670.00	965.00	917.00
ENSG00000052795.8	4634.03	1456.00	1385.00	980.00	933.00
ENSG00000052802.8	2047.87	4917.00	5112.00	3035.00	2592.00
ENSG00000052841.10	2721.73	1730.00	1775.00	1928.00	1764.00
ENSG00000052850.5	5750.00	0.00	0.00	1.00	0.00
ENSG00000053108.12	1688.19	84.00	74.00	71.00	90.00
ENSG00000053254.11	5365.29	4545.00	4439.00	3069.00	3159.00
ENSG00000053371.8	1355.35	598.00	623.00	839.00	816.00
ENSG00000053372.4	2243.81	647.00	680.00	738.00	682.00
ENSG00000053501.8	964.06	88.00	91.00	118.00	96.00
ENSG00000053524.7	2856.92	0.00	0.00	1.00	0.00
ENSG00000053747.11	4511.56	87.00	64.00	215.00	188.00
ENSG00000053770.7	2478.53	506.00	458.00	843.00	707.00
ENSG00000053900.6	2191.25	526.00	442.00	538.00	506.00
ENSG00000053918.11	1889.88	1.00	0.00	2.00	2.00
ENSG00000054116.7	1112.30	532.00	576.00	828.00	755.00
ENSG00000054118.9	3735.56	3288.00	3297.00	4265.00	3845.00
ENSG00000054148.13	907.11	1124.00	1239.00	1713.00	1683.00
ENSG00000054179.7	1758.01	540.00	546.00	381.00	423.00
ENSG00000054267.16	4987.17	1249.95	1194.28	1680.31	1393.67
ENSG00000054277.8	1686.57	312.00	304.00	260.00	258.00
ENSG00000054282.11	1696.32	184.00	192.00	270.00	226.00
ENSG00000054356.9	2374.15	5.00	3.00	3.00	5.00
ENSG00000054392.8	3146.30	157.00	135.00	241.00	204.00
ENSG00000054523.12	9396.69	3416.24	3135.77	3904.41	3457.48
ENSG00000054598.5	3447.00	27.00	35.00	56.00	66.00
ENSG00000054611.9	2385.36	522.00	545.00	645.00	634.00
ENSG00000054654.11	9071.14	1056.00	915.00	1564.00	1420.00
ENSG00000054690.9	3088.61	790.00	729.00	926.00	857.00
ENSG00000054793.9	7864.83	2138.00	1993.00	2998.00	3006.00
ENSG00000054938.11	1590.05	1.00	2.00	10.00	8.00
ENSG00000054965.6	5469.51	1280.00	1311.00	1599.00	1537.00
ENSG00000054967.8	3166.25	183.00	184.00	160.00	178.00
ENSG00000055044.6	1646.20	1739.00	1666.00	1773.00	1555.00
ENSG00000055070.12	2530.71	1540.00	1591.00	2326.00	2285.00
ENSG00000055118.10	2815.04	10.00	13.00	7.00	10.00
ENSG00000055130.11	3063.50	1306.00	1348.00	1655.00	1439.00
ENSG00000055147.13	2226.09	224.00	261.00	311.00	246.00
ENSG00000055163.14	3712.62	1142.00	1243.00	1308.00	1362.00
ENSG00000055208.13	3616.99	1773.00	1695.00	2223.00	2011.00
ENSG00000055211.8	1967.92	748.00	728.00	472.00	476.00
ENSG00000055332.12	5944.20	1600.00	1486.00	1810.00	1694.00
ENSG00000055483.15	3324.94	1655.00	1714.00	1819.00	1797.00
ENSG00000055609.13	12098.31	1865.00	1745.00	2680.00	2478.00
ENSG00000055732.8	2751.76	0.00	0.00	2.00	4.00
ENSG00000055917.11	4916.86	3455.00	3376.00	3941.00	3708.00
ENSG00000055950.12	960.02	453.00	454.00	583.00	586.00
ENSG00000055955.11	1752.41	40.32	42.07	148.06	127.34
ENSG00000055957.6	1342.46	532.00	621.00	597.00	646.00
ENSG00000056050.6	1187.34	159.00	159.00	170.00	144.00
ENSG00000056097.11	3924.76	2616.00	2744.00	3589.00	3397.00
ENSG00000056277.11	4139.17	109.00	112.00	162.00	161.00
ENSG00000056487.11	1396.77	0.00	0.00	1.00	0.00
ENSG00000056558.6	5878.30	60.00	63.00	80.00	75.00
ENSG00000056586.11	6199.55	1452.00	1426.00	2059.00	1864.00
ENSG00000056661.9	1994.40	1374.00	1460.00	1454.00	1474.00
ENSG00000056736.5	2320.18	2334.00	2323.00	2406.00	2296.00
ENSG00000056972.14	2285.01	173.00	184.00	183.00	195.00
ENSG00000056998.14	2752.82	462.00	527.00	624.00	573.00
ENSG00000057019.11	5442.95	2966.00	2775.00	5587.00	4731.00
ENSG00000057252.8	2668.54	1072.00	1046.00	1397.00	1245.00
ENSG00000057294.9	3811.63	582.00	587.00	826.00	682.00
ENSG00000057468.6	3266.00	0.00	0.00	1.00	0.00
ENSG00000057593.9	2283.03	660.00	726.00	930.00	921.00
ENSG00000057608.12	2327.88	5349.00	5405.00	5647.97	5296.92
ENSG00000057657.10	1434.60	0.00	0.00	2.00	3.00
ENSG00000057663.8	3212.87	442.00	456.00	577.00	563.00
ENSG00000057704.6	2822.00	0.00	1.00	0.00	0.00
ENSG00000057757.5	1517.11	305.00	318.00	416.00	336.00
ENSG00000057935.9	1963.35	1597.00	1734.00	1962.00	1913.00
ENSG00000058056.4	5779.94	1704.00	1658.00	1632.00	1550.00
ENSG00000058063.11	5155.46	795.00	793.00	856.00	804.00
ENSG00000058085.10	2630.75	0.00	1.00	2.00	0.00
ENSG00000058091.12	4457.54	23.00	19.00	19.00	26.00
ENSG00000058262.5	3583.74	6060.00	6275.00	6825.00	6553.00
ENSG00000058272.11	3646.72	1300.00	1193.00	1063.00	1032.00
ENSG00000058335.11	1184.71	10.00	11.00	38.00	27.00
ENSG00000058404.15	1461.37	4.00	2.00	5.00	0.00
ENSG00000058453.12	2019.94	135.00	135.80	176.51	152.49
ENSG00000058600.11	1539.68	2116.00	2096.00	2447.00	2454.00
ENSG00000058668.10	4998.63	700.00	682.00	772.00	667.00
ENSG00000058673.11	4167.12	3490.50	3300.39	5315.79	4923.03
ENSG00000058729.6	2102.37	364.00	366.00	447.00	439.00
ENSG00000058799.9	1414.89	283.00	311.00	482.00	439.00
ENSG00000058804.10	4071.55	1626.00	1472.00	1306.00	1176.00
ENSG00000058866.10	2011.94	121.00	141.00	142.14	102.00
ENSG00000059122.12	2582.69	319.00	295.00	532.00	489.00
ENSG00000059145.14	3337.22	285.00	292.00	370.00	351.00
ENSG00000059377.11	874.91	24.00	20.00	40.00	44.00
ENSG00000059378.8	1919.45	465.00	459.00	704.00	692.00
ENSG00000059573.4	2854.80	5520.00	5584.00	4228.00	4014.00
ENSG00000059588.5	2793.07	1407.00	1351.00	1782.00	1651.00
ENSG00000059691.7	2181.00	707.00	699.00	782.00	700.00
ENSG00000059728.6	5424.95	279.00	309.00	664.00	513.00
ENSG00000059758.3	2941.25	548.00	488.00	680.00	589.00
ENSG00000059769.15	1966.30	311.00	332.56	310.47	338.52
ENSG00000059804.11	3627.29	9370.49	10573.63	11541.67	11441.41
ENSG00000059915.12	2158.29	22.00	23.00	20.00	18.00
ENSG00000060069.12	3425.81	377.00	403.00	601.00	541.00
ENSG00000060138.8	1532.23	1821.00	1933.00	2641.00	2547.00
ENSG00000060237.12	6338.58	5906.00	5951.00	7284.00	7038.00
ENSG00000060339.9	2891.45	2030.00	1816.00	2395.00	2173.00
ENSG00000060491.12	2537.92	1754.00	1653.00	2299.00	2210.00
ENSG00000060558.3	1170.33	0.00	0.00	0.00	0.00
ENSG00000060566.9	2526.28	399.00	354.00	477.00	500.00
ENSG00000060642.6	2003.02	369.00	387.00	500.00	422.00
ENSG00000060656.15	4998.39	1499.00	1632.00	1916.00	1945.00
ENSG00000060688.8	1480.33	684.00	725.00	731.00	769.00
ENSG00000060709.9	3685.00	0.00	0.00	0.00	1.00
ENSG00000060718.14	678.00	0.00	0.00	0.00	1.00
ENSG00000060749.10	8324.44	1546.00	1494.00	2084.00	1891.00
ENSG00000060762.14	894.12	1507.00	1527.00	1831.00	1601.00
ENSG00000060971.13	1477.22	2765.00	2980.00	3493.00	3674.00
ENSG00000060982.10	6151.90	1000.00	976.00	953.00	898.00
ENSG00000061273.13	3389.31	547.00	447.00	903.00	821.00
ENSG00000061337.11	5459.00	0.00	1.00	1.00	2.00
ENSG00000061455.10	9267.00	5.00	7.00	7.00	9.00
ENSG00000061492.7	1457.75	0.00	0.00	0.00	0.00
ENSG00000061656.5	832.97	822.00	885.00	763.00	909.00
ENSG00000061676.10	4622.30	3681.00	3536.00	4519.00	4062.00
ENSG00000061794.8	1859.29	1110.00	1069.00	1288.00	1195.00
ENSG00000061936.5	3499.77	1006.00	1041.00	1117.00	1027.00
ENSG00000061938.12	2444.91	446.00	422.00	487.00	496.00
ENSG00000061987.10	5132.97	1145.00	1216.00	1436.00	1252.00
ENSG00000062038.9	3611.00	2.00	0.00	2.00	1.00
ENSG00000062096.10	2026.00	0.00	0.00	0.00	0.00
ENSG00000062194.11	2491.02	1332.00	1263.00	1532.00	1428.00
ENSG00000062282.10	2115.06	650.00	714.00	917.00	830.00
ENSG00000062370.12	3481.46	117.00	106.00	126.00	139.00
ENSG00000062485.14	2393.33	5449.66	5661.54	6778.64	6320.87
ENSG00000062524.11	2363.25	4.00	4.00	4.00	2.00
ENSG00000062582.9	707.23	474.00	524.00	639.00	666.82
ENSG00000062598.13	2840.03	1053.00	1062.00	1419.00	1284.00
ENSG00000062650.13	5949.62	1664.00	1584.00	2155.00	1945.00
ENSG00000062716.6	1781.07	3795.00	3394.00	4920.00	4479.00
ENSG00000062725.5	4175.68	1381.00	1223.00	1489.00	1352.00
ENSG00000062822.8	2065.96	718.00	788.69	536.00	582.00
ENSG00000063015.15	1051.55	1.00	1.00	3.00	11.00
ENSG00000063046.13	2874.80	12312.43	12856.57	9415.12	9414.55
ENSG00000063127.11	1083.26	9.00	8.00	7.00	9.00
ENSG00000063169.6	3058.55	161.00	160.00	270.00	273.00
ENSG00000063176.11	2038.10	165.00	181.00	346.00	327.00
ENSG00000063177.8	564.62	5094.00	5794.00	5899.00	5941.00
ENSG00000063180.4	1122.85	37.00	26.00	56.00	63.00
ENSG00000063241.3	1052.71	721.00	767.00	822.00	902.00
ENSG00000063244.8	1732.61	2484.00	2524.00	2891.00	2823.00
ENSG00000063245.10	2427.37	1811.00	1996.00	1525.00	1694.00
ENSG00000063322.9	3653.00	599.00	651.00	822.00	841.00
ENSG00000063438.12	3530.10	11.00	11.00	13.00	26.00
ENSG00000063587.12	6365.92	620.00	651.00	667.00	600.00
ENSG00000063601.12	2707.54	360.00	321.00	615.00	487.00
ENSG00000063660.4	3349.19	211.00	225.00	678.00	583.00
ENSG00000063761.11	1810.51	93.00	96.00	148.00	145.00
ENSG00000063854.8	923.55	1010.00	1006.00	1022.00	916.00
ENSG00000063978.11	2393.06	1013.00	971.00	636.00	634.00
ENSG00000064012.17	2185.20	645.00	597.00	1251.00	1163.00
ENSG00000064042.13	2508.08	0.00	3.00	13.00	8.00
ENSG00000064102.10	2169.22	634.00	670.00	617.00	621.00
ENSG00000064115.6	2051.70	1493.00	1468.00	2882.00	2593.00
ENSG00000064195.7	2602.00	6.00	13.00	32.00	32.00
ENSG00000064199.2	1022.76	99.00	101.00	101.00	105.00
ENSG00000064201.11	1088.81	3.00	2.00	1.00	0.00
ENSG00000064205.6	785.00	0.00	0.00	3.00	1.00
ENSG00000064225.8	1817.19	380.00	365.11	315.00	292.00
ENSG00000064270.8	504.00	1.00	0.00	4.00	1.00
ENSG00000064300.4	3417.00	163.00	151.00	209.00	184.00
ENSG00000064309.10	5028.27	605.00	539.00	591.00	519.00
ENSG00000064313.7	3872.22	614.00	561.00	727.00	688.00
ENSG00000064393.11	14074.16	5553.00	5362.00	5280.00	5078.00
ENSG00000064419.9	3530.85	913.00	959.00	1432.00	1321.00
ENSG00000064489.17	924.71	5.57	22.71	17.88	83.64
ENSG00000064490.9	874.23	293.00	283.00	487.00	436.00
ENSG00000064545.10	1621.58	424.00	428.00	503.00	536.00
ENSG00000064547.9	988.18	50.00	62.00	117.00	143.00
ENSG00000064601.12	1694.56	3908.00	3971.00	7229.00	6755.00
ENSG00000064607.12	3158.95	2999.00	2852.00	2624.00	2502.00
ENSG00000064651.9	5086.69	317.00	320.00	413.00	333.00
ENSG00000064652.6	1192.20	222.00	230.00	236.00	234.00
ENSG00000064666.10	1976.68	2137.00	2256.00	1730.00	1678.00
ENSG00000064687.8	2642.10	1488.00	1663.00	2443.00	2694.00
ENSG00000064692.14	675.55	0.00	0.00	3.00	2.00
ENSG00000064703.7	4190.54	270.00	308.00	421.00	404.00
ENSG00000064726.5	3136.16	1161.00	1116.00	1457.00	1352.00
ENSG00000064787.8	2865.01	82.00	84.00	300.00	254.00
ENSG00000064886.9	1071.01	4.00	4.00	9.00	12.00
ENSG00000064932.11	4254.80	635.00	648.00	856.00	841.00
ENSG00000064933.12	2944.17	768.00	769.00	986.00	920.00
ENSG00000064961.14	1547.94	627.00	561.00	818.00	761.00
ENSG00000064989.8	4505.40	1.00	4.00	4.00	4.00
ENSG00000064995.12	1567.59	695.00	728.00	805.00	720.00
ENSG00000064999.12	6262.13	904.00	936.00	1013.00	1039.00
ENSG00000065000.11	4498.33	2863.00	3018.00	4041.00	4064.00
ENSG00000065029.10	2070.67	536.00	610.00	726.00	787.00
ENSG00000065054.9	1246.47	558.00	610.00	769.00	796.00
ENSG00000065057.3	1032.14	336.00	368.00	295.00	323.00
ENSG00000065060.12	9570.00	1925.00	1766.00	2362.00	2225.00
ENSG00000065135.7	3206.00	1453.00	1379.00	2014.00	1784.00
ENSG00000065150.14	4014.44	6297.00	6427.00	3990.00	3943.00
